MethodUUID,OrganizationUUID,ReportingUnitUUID,VariableSpecificUUID,WaterSourceUUID,AllocationCropDutyAmount,Amount,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,InterbasinTransferFromID,InterbasinTransferToID,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifierCV,TimeframeEnd,TimeframeStart,ReasonRemoved,index
TWDB_Water Uses,TWDB,TXag_RU10,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,641813,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad Amount,124.0
TWDB_Water Uses,TWDB,TXag_RU11,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,207178,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad Amount,125.0
TWDB_Water Uses,TWDB,TXag_RU12,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,213368,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad Amount,126.0
TWDB_Water Uses,TWDB,TXag_RU13,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1449995,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad Amount,127.0
TWDB_Water Uses,TWDB,TXag_RU14,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,571789,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad Amount,128.0
TWDB_Water Uses,TWDB,TXag_RU15,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1227013,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad Amount,129.0
TWDB_Water Uses,TWDB,TXag_RU16,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,527121,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad Amount,130.0
TWDB_Water Uses,TWDB,TXag_RU17,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1659869,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad Amount,131.0
TWDB_Water Uses,TWDB,TXag_RU18,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,124555,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad Amount,132.0
TWDB_Water Uses,TWDB,TXag_RU19,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,3908231,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad Amount,133.0
TWDB_Water Uses,TWDB,TXag_RU20,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,979685,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad Amount,134.0
TWDB_Water Uses,TWDB,TXag_RU21,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,180600,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad Amount,135.0
TWDB_Water Uses,TWDB,TXag_RU22,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,6077925,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad Amount,136.0
TWDB_Water Uses,TWDB,TXag_RU23,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,97709,,,Unspecified,2005,,12/31/2005,01/01/2005,Bad Amount,137.0
TWDB_Water Uses,TWDB,TXag_RU1,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,2375984,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,138.0
TWDB_Water Uses,TWDB,TXag_RU2,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,83544,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,139.0
TWDB_Water Uses,TWDB,TXag_RU3,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,175644,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,140.0
TWDB_Water Uses,TWDB,TXag_RU4,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1758510,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,141.0
TWDB_Water Uses,TWDB,TXag_RU5,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,25161,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,142.0
TWDB_Water Uses,TWDB,TXag_RU6,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,146713,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,143.0
TWDB_Water Uses,TWDB,TXag_RU7,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,451841,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,144.0
TWDB_Water Uses,TWDB,TXag_RU8,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,49810,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,145.0
TWDB_Water Uses,TWDB,TXag_RU9,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,49513,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,146.0
TWDB_Water Uses,TWDB,TXag_RU10,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,647673,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,147.0
TWDB_Water Uses,TWDB,TXag_RU11,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,206635,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,148.0
TWDB_Water Uses,TWDB,TXag_RU12,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,213782,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,149.0
TWDB_Water Uses,TWDB,TXag_RU13,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1492494,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,150.0
TWDB_Water Uses,TWDB,TXag_RU14,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,576856,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,151.0
TWDB_Water Uses,TWDB,TXag_RU15,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1254085,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,152.0
TWDB_Water Uses,TWDB,TXag_RU16,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,536650,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,153.0
TWDB_Water Uses,TWDB,TXag_RU17,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1706364,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,154.0
TWDB_Water Uses,TWDB,TXag_RU18,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,125245,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,155.0
TWDB_Water Uses,TWDB,TXag_RU19,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,4070188,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,156.0
TWDB_Water Uses,TWDB,TXag_RU20,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1016005,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,157.0
TWDB_Water Uses,TWDB,TXag_RU21,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,181930,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,158.0
TWDB_Water Uses,TWDB,TXag_RU22,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,6263116,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,159.0
TWDB_Water Uses,TWDB,TXag_RU23,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,100040,,,Unspecified,2006,,12/31/2006,01/01/2006,Bad Amount,160.0
TWDB_Water Uses,TWDB,TXag_RU1,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,2423935,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,161.0
TWDB_Water Uses,TWDB,TXag_RU2,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,83307,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,162.0
TWDB_Water Uses,TWDB,TXag_RU3,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,175975,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,163.0
TWDB_Water Uses,TWDB,TXag_RU4,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1783898,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,164.0
TWDB_Water Uses,TWDB,TXag_RU5,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,25297,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,165.0
TWDB_Water Uses,TWDB,TXag_RU6,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,147377,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,166.0
TWDB_Water Uses,TWDB,TXag_RU7,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,462094,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,167.0
TWDB_Water Uses,TWDB,TXag_RU8,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,50113,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,168.0
TWDB_Water Uses,TWDB,TXag_RU9,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,49690,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,169.0
TWDB_Water Uses,TWDB,TXag_RU10,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,651718,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,170.0
TWDB_Water Uses,TWDB,TXag_RU11,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,207284,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,171.0
TWDB_Water Uses,TWDB,TXag_RU12,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,215487,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,172.0
TWDB_Water Uses,TWDB,TXag_RU13,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1506160,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,173.0
TWDB_Water Uses,TWDB,TXag_RU14,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,580952,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,174.0
TWDB_Water Uses,TWDB,TXag_RU15,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1263426,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,175.0
TWDB_Water Uses,TWDB,TXag_RU16,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,540725,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,176.0
TWDB_Water Uses,TWDB,TXag_RU17,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1742079,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,177.0
TWDB_Water Uses,TWDB,TXag_RU18,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,125386,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,178.0
TWDB_Water Uses,TWDB,TXag_RU19,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,4155441,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,179.0
TWDB_Water Uses,TWDB,TXag_RU20,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1037072,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,180.0
TWDB_Water Uses,TWDB,TXag_RU21,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,181971,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,181.0
TWDB_Water Uses,TWDB,TXag_RU22,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,6394416,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,182.0
TWDB_Water Uses,TWDB,TXag_RU23,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,100577,,,Unspecified,2007,,12/31/2007,01/01/2007,Bad Amount,183.0
TWDB_Water Uses,TWDB,TXag_RU1,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,2472331,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,184.0
TWDB_Water Uses,TWDB,TXag_RU2,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,83635,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,185.0
TWDB_Water Uses,TWDB,TXag_RU3,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,177055,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,186.0
TWDB_Water Uses,TWDB,TXag_RU4,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1837414,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,187.0
TWDB_Water Uses,TWDB,TXag_RU5,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,25654,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,188.0
TWDB_Water Uses,TWDB,TXag_RU6,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,147651,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,189.0
TWDB_Water Uses,TWDB,TXag_RU7,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,472441,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,190.0
TWDB_Water Uses,TWDB,TXag_RU8,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,50278,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,191.0
TWDB_Water Uses,TWDB,TXag_RU9,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,49721,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,192.0
TWDB_Water Uses,TWDB,TXag_RU10,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,655583,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,193.0
TWDB_Water Uses,TWDB,TXag_RU11,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,207645,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,194.0
TWDB_Water Uses,TWDB,TXag_RU12,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,217234,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,195.0
TWDB_Water Uses,TWDB,TXag_RU13,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1514183,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,196.0
TWDB_Water Uses,TWDB,TXag_RU14,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,582221,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,197.0
TWDB_Water Uses,TWDB,TXag_RU15,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1266601,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,198.0
TWDB_Water Uses,TWDB,TXag_RU16,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,544812,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,199.0
TWDB_Water Uses,TWDB,TXag_RU17,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1784324,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,200.0
TWDB_Water Uses,TWDB,TXag_RU18,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,125553,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,201.0
TWDB_Water Uses,TWDB,TXag_RU19,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,4246032,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,202.0
TWDB_Water Uses,TWDB,TXag_RU20,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1058941,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,203.0
TWDB_Water Uses,TWDB,TXag_RU21,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,181696,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,204.0
TWDB_Water Uses,TWDB,TXag_RU22,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,6524733,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,205.0
TWDB_Water Uses,TWDB,TXag_RU23,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,101236,,,Unspecified,2008,,12/31/2008,01/01/2008,Bad Amount,206.0
TWDB_Water Uses,TWDB,TXag_RU1,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,2517916,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,207.0
TWDB_Water Uses,TWDB,TXag_RU2,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,83604,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,208.0
TWDB_Water Uses,TWDB,TXag_RU3,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,178167,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,209.0
TWDB_Water Uses,TWDB,TXag_RU4,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1876351,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,210.0
TWDB_Water Uses,TWDB,TXag_RU5,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,25843,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,211.0
TWDB_Water Uses,TWDB,TXag_RU6,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,148700,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,212.0
TWDB_Water Uses,TWDB,TXag_RU7,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,482951,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,213.0
TWDB_Water Uses,TWDB,TXag_RU8,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,50390,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,214.0
TWDB_Water Uses,TWDB,TXag_RU9,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,50087,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,215.0
TWDB_Water Uses,TWDB,TXag_RU10,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,662828,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,216.0
TWDB_Water Uses,TWDB,TXag_RU11,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,208698,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,217.0
TWDB_Water Uses,TWDB,TXag_RU12,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,220043,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,218.0
TWDB_Water Uses,TWDB,TXag_RU13,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1533731,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,219.0
TWDB_Water Uses,TWDB,TXag_RU14,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,588366,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,220.0
TWDB_Water Uses,TWDB,TXag_RU15,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1278510,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,221.0
TWDB_Water Uses,TWDB,TXag_RU16,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,551255,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,222.0
TWDB_Water Uses,TWDB,TXag_RU17,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1820083,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,223.0
TWDB_Water Uses,TWDB,TXag_RU18,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,125982,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,224.0
TWDB_Water Uses,TWDB,TXag_RU19,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,4347591,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,225.0
TWDB_Water Uses,TWDB,TXag_RU20,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1079505,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,226.0
TWDB_Water Uses,TWDB,TXag_RU21,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,182361,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,227.0
TWDB_Water Uses,TWDB,TXag_RU22,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,6667133,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,228.0
TWDB_Water Uses,TWDB,TXag_RU23,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,102207,,,Unspecified,2009,,12/31/2009,01/01/2009,Bad Amount,229.0
TWDB_Water Uses,TWDB,TXag_RU1,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,2599359,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,230.0
TWDB_Water Uses,TWDB,TXag_RU2,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,82128,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,231.0
TWDB_Water Uses,TWDB,TXag_RU3,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,179706,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,232.0
TWDB_Water Uses,TWDB,TXag_RU4,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1902304,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,233.0
TWDB_Water Uses,TWDB,TXag_RU5,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,25326,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,234.0
TWDB_Water Uses,TWDB,TXag_RU6,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,150872,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,235.0
TWDB_Water Uses,TWDB,TXag_RU7,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,485916,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,236.0
TWDB_Water Uses,TWDB,TXag_RU8,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,49371,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,237.0
TWDB_Water Uses,TWDB,TXag_RU9,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,50250,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,238.0
TWDB_Water Uses,TWDB,TXag_RU10,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,662047,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,239.0
TWDB_Water Uses,TWDB,TXag_RU11,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,213714,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,240.0
TWDB_Water Uses,TWDB,TXag_RU12,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,223329,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,241.0
TWDB_Water Uses,TWDB,TXag_RU13,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1593625,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,242.0
TWDB_Water Uses,TWDB,TXag_RU14,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,585296,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,243.0
TWDB_Water Uses,TWDB,TXag_RU15,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1333779,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,244.0
TWDB_Water Uses,TWDB,TXag_RU16,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,556720,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,245.0
TWDB_Water Uses,TWDB,TXag_RU17,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1890847,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,246.0
TWDB_Water Uses,TWDB,TXag_RU18,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,118658,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,247.0
TWDB_Water Uses,TWDB,TXag_RU19,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,4419464,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,248.0
TWDB_Water Uses,TWDB,TXag_RU20,TWDB_Consumptive Use,TXag_WS1,,,Irrigation,,,,02/19/2021,,,,,,1097474,,,Unspecified,2010,,12/31/2010,01/01/2010,Bad Amount,249.0
