WaterSourceUUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
WELL PERMIT 15420-FP-CODWR,WELL PERMIT 15420-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15399-FP-CODWR,WELL PERMIT 15399-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15718-FP-CODWR,WELL PERMIT 15718-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15947-FP-CODWR,WELL PERMIT 15947-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 1585-RFP-CODWR,WELL PERMIT 1585-RFP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 16060-FP-CODWR,WELL PERMIT 16060-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 16032-FP-CODWR,WELL PERMIT 16032-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 16066-TFP-CODWR,WELL PERMIT 16066-TFP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 16197-FP-CODWR,WELL PERMIT 16197-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 16266-FP-CODWR,WELL PERMIT 16266-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15521-FP-CODWR,WELL PERMIT 15521-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 16093-FP-CODWR,WELL PERMIT 16093-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 16199-FP-CODWR,WELL PERMIT 16199-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 16198-FP-CODWR,WELL PERMIT 16198-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 16437-FP-CODWR,WELL PERMIT 16437-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15919-FP-CODWR,WELL PERMIT 15919-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15978-FP-CODWR,WELL PERMIT 15978-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 16362-FP-CODWR,WELL PERMIT 16362-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 1671-RFP-CODWR,WELL PERMIT 1671-RFP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 16090-FP-CODWR,WELL PERMIT 16090-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 16829-FP-CODWR,WELL PERMIT 16829-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 16848-FP-CODWR,WELL PERMIT 16848-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 16823-FP-CODWR,WELL PERMIT 16823-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 1672-RFP-CODWR,WELL PERMIT 1672-RFP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14601-FP-CODWR,WELL PERMIT 14601-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14629-FP-CODWR,WELL PERMIT 14629-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14802-FP-CODWR,WELL PERMIT 14802-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14974-FP-CODWR,WELL PERMIT 14974-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 16994-FP-CODWR,WELL PERMIT 16994-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 17098-FP-CODWR,WELL PERMIT 17098-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15486-FP-CODWR,WELL PERMIT 15486-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 17045-FP-CODWR,WELL PERMIT 17045-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 17235-FP-CODWR,WELL PERMIT 17235-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 17159 FP-CODWR,WELL PERMIT 17159 FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 17121-FP-CODWR,WELL PERMIT 17121-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 17282-FP-CODWR,WELL PERMIT 17282-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 17406-FP-CODWR,WELL PERMIT 17406-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 17440-FP-CODWR,WELL PERMIT 17440-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 17471-FP-CODWR,WELL PERMIT 17471-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 17268-FP-CODWR,WELL PERMIT 17268-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 17583-FP-CODWR,WELL PERMIT 17583-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 17682-FP-CODWR,WELL PERMIT 17682-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 17825-FP-CODWR,WELL PERMIT 17825-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 17738-FP-CODWR,WELL PERMIT 17738-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 17843-FP-CODWR,WELL PERMIT 17843-FP-CODWR,,Unspecified,Fresh,,
AT LAST SPRING NO 3-CODWR,AT LAST SPRING NO 3-CODWR,,Unspecified,Fresh,,
ASPEN TRAILS WELL NO 3-CODWR,ASPEN TRAILS WELL NO 3-CODWR,,Unspecified,Fresh,,
ASTON 33-13-CODWR,ASTON 33-13-CODWR,,Unspecified,Fresh,,
AUCKLAND DITCH & RES SYS-CODWR,AUCKLAND DITCH & RES SYS-CODWR,,Unspecified,Fresh,,
B AND L DITCH-CODWR,B AND L DITCH-CODWR,,Unspecified,Fresh,,
AYRES FLORIDA WELL-CODWR,AYRES FLORIDA WELL-CODWR,,Unspecified,Fresh,,
ATWELL DITCH TATE CREEK-CODWR,ATWELL DITCH TATE CREEK-CODWR,,Unspecified,Fresh,,
APACHE CANYON 32-12 -CODWR,APACHE CANYON 32-12 -CODWR,,Unspecified,Fresh,,
ATWELL E D SUPP PT DIV-CODWR,ATWELL E D SUPP PT DIV-CODWR,,Unspecified,Fresh,,
ARNONE WELL-CODWR,ARNONE WELL-CODWR,,Unspecified,Fresh,,
ARCHIBALD UPPER DITCH-CODWR,ARCHIBALD UPPER DITCH-CODWR,,Unspecified,Fresh,,
AT LAST SPG NO 2 W SIDE-CODWR,AT LAST SPG NO 2 W SIDE-CODWR,,Unspecified,Fresh,,
ARNOLD WELL NO 9454-F-CODWR,ARNOLD WELL NO 9454-F-CODWR,,Unspecified,Fresh,,
B L TAYLOR D NO 1 & 2-CODWR,B L TAYLOR D NO 1 & 2-CODWR,,Unspecified,Fresh,,
AVERITT PUMP-CODWR,AVERITT PUMP-CODWR,,Unspecified,Fresh,,
ASPEN WELL NO 2-CODWR,ASPEN WELL NO 2-CODWR,,Unspecified,Fresh,,
BACHMAN D 2-CODWR,BACHMAN D 2-CODWR,,Unspecified,Fresh,,
BACHMAN SEITZ D-CODWR,BACHMAN SEITZ D-CODWR,,Unspecified,Fresh,,
BACA DITCH-CODWR,BACA DITCH-CODWR,,Unspecified,Fresh,,
B.A.V. INC WELL NO 1-CODWR,B.A.V. INC WELL NO 1-CODWR,,Unspecified,Fresh,,
AUGUST MENZEL DITCH NO 3-CODWR,AUGUST MENZEL DITCH NO 3-CODWR,,Unspecified,Fresh,,
BAAL PIPELINE-CODWR,BAAL PIPELINE-CODWR,,Unspecified,Fresh,,
AVONDALE DEEP WELL NO 1-CODWR,AVONDALE DEEP WELL NO 1-CODWR,,Unspecified,Fresh,,
BAILEY DEPLETION REACH-CODWR,BAILEY DEPLETION REACH-CODWR,,Unspecified,Fresh,,
BALCH NO 5 DITCH-CODWR,BALCH NO 5 DITCH-CODWR,,Unspecified,Fresh,,
BAILEY DITCH NO 2-CODWR,BAILEY DITCH NO 2-CODWR,,Unspecified,Fresh,,
BAINARD RESERVOIR NO 1-CODWR,BAINARD RESERVOIR NO 1-CODWR,,Unspecified,Fresh,,
BAINARD DITCH NO 7-CODWR,BAINARD DITCH NO 7-CODWR,,Unspecified,Fresh,,
BADGER CREEK DITCH NO 1-CODWR,BADGER CREEK DITCH NO 1-CODWR,,Unspecified,Fresh,,
BALE DITCH NO 2-CODWR,BALE DITCH NO 2-CODWR,,Unspecified,Fresh,,
BAIR DITCH-CODWR,BAIR DITCH-CODWR,,Unspecified,Fresh,,
BAKER WELL NO 1-CODWR,BAKER WELL NO 1-CODWR,,Unspecified,Fresh,,
BALDRIDGE DITCH-CODWR,BALDRIDGE DITCH-CODWR,,Unspecified,Fresh,,
BALL FIELD WELL-CODWR,BALL FIELD WELL-CODWR,,Unspecified,Fresh,,
BAKER RIALTO DITCH NO 1-CODWR,BAKER RIALTO DITCH NO 1-CODWR,,Unspecified,Fresh,,
BANKS-TYNER DITCH-CODWR,BANKS-TYNER DITCH-CODWR,,Unspecified,Fresh,,
BALCH DITCH NO 2-CODWR,BALCH DITCH NO 2-CODWR,,Unspecified,Fresh,,
BALLES WELL NO 2813-F-CODWR,BALLES WELL NO 2813-F-CODWR,,Unspecified,Fresh,,
BANNING-LEWIS WELL NO 55-CODWR,BANNING-LEWIS WELL NO 55-CODWR,,Unspecified,Fresh,,
BANKS-TYNER SHUMWAY PUMP-CODWR,BANKS-TYNER SHUMWAY PUMP-CODWR,,Unspecified,Fresh,,
BANNING-LEWIS WELL NO 56-CODWR,BANNING-LEWIS WELL NO 56-CODWR,,Unspecified,Fresh,,
BANNING-LEWIS WELL NO 7-CODWR,BANNING-LEWIS WELL NO 7-CODWR,,Unspecified,Fresh,,
BANTINI 11-25-CODWR,BANTINI 11-25-CODWR,,Unspecified,Fresh,,
BARBEY WELL-CODWR,BARBEY WELL-CODWR,,Unspecified,Fresh,,
BARBOUR NORTH SIDE D-CODWR,BARBOUR NORTH SIDE D-CODWR,,Unspecified,Fresh,,
BANKSTON DITCH-CODWR,BANKSTON DITCH-CODWR,,Unspecified,Fresh,,
BARBEE SPRING-CODWR,BARBEE SPRING-CODWR,,Unspecified,Fresh,,
BARBARA SPRING NO 1-CODWR,BARBARA SPRING NO 1-CODWR,,Unspecified,Fresh,,
BARBERS GULCH DITCHES-CODWR,BARBERS GULCH DITCHES-CODWR,,Unspecified,Fresh,,
BASIN NO 1 RESERVOIR-CODWR,BASIN NO 1 RESERVOIR-CODWR,,Unspecified,Fresh,,
BATES DITCH-CODWR,BATES DITCH-CODWR,,Unspecified,Fresh,,
BAUER RESERVOIR D NO 2-CODWR,BAUER RESERVOIR D NO 2-CODWR,,Unspecified,Fresh,,
BARNHART IRRIGATION WELL-CODWR,BARNHART IRRIGATION WELL-CODWR,,Unspecified,Fresh,,
COWBOY 14-5 TR-CODWR,COWBOY 14-5 TR-CODWR,,Unspecified,Fresh,,
CORRELL DITCH-CODWR,CORRELL DITCH-CODWR,,Unspecified,Fresh,,
COW CAMP 41-5-CODWR,COW CAMP 41-5-CODWR,,Unspecified,Fresh,,
CORTESE IRRIGATION WELL-CODWR,CORTESE IRRIGATION WELL-CODWR,,Unspecified,Fresh,,
COW CAMP S20 SPRING-CODWR,COW CAMP S20 SPRING-CODWR,,Unspecified,Fresh,,
COTTAGE CORP WELL NO 3-CODWR,COTTAGE CORP WELL NO 3-CODWR,,Unspecified,Fresh,,
COTTONWOOD GULCH DITCH-CODWR,COTTONWOOD GULCH DITCH-CODWR,,Unspecified,Fresh,,
COUNTY DIVR HWY 550  BRIDGE-CODWR,COUNTY DIVR HWY 550  BRIDGE-CODWR,,Unspecified,Fresh,,
COW CANYON SPRING-CODWR,COW CANYON SPRING-CODWR,,Unspecified,Fresh,,
CONDON PUMP 2-25169-F-CODWR,CONDON PUMP 2-25169-F-CODWR,,Unspecified,Fresh,,
COYOTE BASIN SPRING-CODWR,COYOTE BASIN SPRING-CODWR,,Unspecified,Fresh,,
COYOTE SPRINGS-CODWR,COYOTE SPRINGS-CODWR,,Unspecified,Fresh,,
COZINCO AUG PLAN-CODWR,COZINCO AUG PLAN-CODWR,,Unspecified,Fresh,,
COYTE RESERVOIR-CODWR,COYTE RESERVOIR-CODWR,,Unspecified,Fresh,,
CRANDALL DITCH-CODWR,CRANDALL DITCH-CODWR,,Unspecified,Fresh,,
COZZOLINO WELL NO 1-CODWR,COZZOLINO WELL NO 1-CODWR,,Unspecified,Fresh,,
CRAIG WATER SUPPLY PL-CODWR,CRAIG WATER SUPPLY PL-CODWR,,Unspecified,Fresh,,
CRESCENT LAKE RESERVOIR-CODWR,CRESCENT LAKE RESERVOIR-CODWR,,Unspecified,Fresh,,
CRESTED BUTTE LTD PL-CODWR,CRESTED BUTTE LTD PL-CODWR,,Unspecified,Fresh,,
CROSS COUNTRY DITCH HDG1-CODWR,CROSS COUNTRY DITCH HDG1-CODWR,,Unspecified,Fresh,,
CRARYS LOS PINOS NO2  DITCH-CODWR,CRARYS LOS PINOS NO2  DITCH-CODWR,,Unspecified,Fresh,,
CROSBY WELL-CODWR,CROSBY WELL-CODWR,,Unspecified,Fresh,,
CRIB SPRING-CODWR,CRIB SPRING-CODWR,,Unspecified,Fresh,,
CROWN 41-16-CODWR,CROWN 41-16-CODWR,,Unspecified,Fresh,,
CREEDE 240 LLC RECHARGE PIT-CODWR,CREEDE 240 LLC RECHARGE PIT-CODWR,,Unspecified,Fresh,,
CROSS BAR X PUMP-CODWR,CROSS BAR X PUMP-CODWR,,Unspecified,Fresh,,
CROWLEY COUNTY WELL NO 3-CODWR,CROWLEY COUNTY WELL NO 3-CODWR,,Unspecified,Fresh,,
CROSSING CREEK WELL #1-CODWR,CROSSING CREEK WELL #1-CODWR,,Unspecified,Fresh,,
CRUIKSHANK WELL NO  1-CODWR,CRUIKSHANK WELL NO  1-CODWR,,Unspecified,Fresh,,
COPPER MTN WELL NO 3-CODWR,COPPER MTN WELL NO 3-CODWR,,Unspecified,Fresh,,
CROSSCUT 24-35-CODWR,CROSSCUT 24-35-CODWR,,Unspecified,Fresh,,
CROWLEY COUNTY WELL NO 5-CODWR,CROWLEY COUNTY WELL NO 5-CODWR,,Unspecified,Fresh,,
COTTAGE CORP WELL NO 1-CODWR,COTTAGE CORP WELL NO 1-CODWR,,Unspecified,Fresh,,
CRUIKSHANK WELL NO 11-CODWR,CRUIKSHANK WELL NO 11-CODWR,,Unspecified,Fresh,,
CRUIKSHANK WELL NO 13-CODWR,CRUIKSHANK WELL NO 13-CODWR,,Unspecified,Fresh,,
COX PUMP NO 2-CODWR,COX PUMP NO 2-CODWR,,Unspecified,Fresh,,
CRYSTAL 13-4-CODWR,CRYSTAL 13-4-CODWR,,Unspecified,Fresh,,
CRUM WELL 2-13600-F-CODWR,CRUM WELL 2-13600-F-CODWR,,Unspecified,Fresh,,
CRYSTAL CREEK D INL CNL-CODWR,CRYSTAL CREEK D INL CNL-CODWR,,Unspecified,Fresh,,
CS&WD BAKER CREEK INTAKE-CODWR,CS&WD BAKER CREEK INTAKE-CODWR,,Unspecified,Fresh,,
CREAGHE DITCH NO 2-CODWR,CREAGHE DITCH NO 2-CODWR,,Unspecified,Fresh,,
CUDDY DITCH-CODWR,CUDDY DITCH-CODWR,,Unspecified,Fresh,,
CRYSTAL WEST SPRING-CODWR,CRYSTAL WEST SPRING-CODWR,,Unspecified,Fresh,,
CSU FOUNTAIN CREEK RECOVERY SPILL POND-CODWR,CSU FOUNTAIN CREEK RECOVERY SPILL POND-CODWR,,Unspecified,Fresh,,
CUCUMBER 43-5 R-CODWR,CUCUMBER 43-5 R-CODWR,,Unspecified,Fresh,,
CUCHARES WELL NO  6-CODWR,CUCHARES WELL NO  6-CODWR,,Unspecified,Fresh,,
CUSHMAN LAKE-CODWR,CUSHMAN LAKE-CODWR,,Unspecified,Fresh,,
CULHANE SPRING AND DITCH-CODWR,CULHANE SPRING AND DITCH-CODWR,,Unspecified,Fresh,,
CURLEE ALT PT WELL-CODWR,CURLEE ALT PT WELL-CODWR,,Unspecified,Fresh,,
D & S INFILTRATION GALLERY-CODWR,D & S INFILTRATION GALLERY-CODWR,,Unspecified,Fresh,,
CURRANT CREEK NO 1 DITCH-CODWR,CURRANT CREEK NO 1 DITCH-CODWR,,Unspecified,Fresh,,
D H RIGGLE DITCH NO 1-CODWR,D H RIGGLE DITCH NO 1-CODWR,,Unspecified,Fresh,,
DAINE DITCH-CODWR,DAINE DITCH-CODWR,,Unspecified,Fresh,,
GLASGOW NNT ARAPAHOE-CODWR,GLASGOW NNT ARAPAHOE-CODWR,,Unspecified,Fresh,,
GLASSIER LOT C WELL-CODWR,GLASSIER LOT C WELL-CODWR,,Unspecified,Fresh,,
GOAD WELL #1-CODWR,GOAD WELL #1-CODWR,,Unspecified,Fresh,,
GOLDEN EAGLE 17-14 -CODWR,GOLDEN EAGLE 17-14 -CODWR,,Unspecified,Fresh,,
GOLDEN EAGLE 28-07X-CODWR,GOLDEN EAGLE 28-07X-CODWR,,Unspecified,Fresh,,
GLENWOOD HATCHERY M RACE-CODWR,GLENWOOD HATCHERY M RACE-CODWR,,Unspecified,Fresh,,
GOBATTI WELL NO 1-CODWR,GOBATTI WELL NO 1-CODWR,,Unspecified,Fresh,,
GOLDEN EAGLE 32-02 -CODWR,GOLDEN EAGLE 32-02 -CODWR,,Unspecified,Fresh,,
GOLDEN EAGLE 32-15 -CODWR,GOLDEN EAGLE 32-15 -CODWR,,Unspecified,Fresh,,
GOLDEN EAGLE 31-06 -CODWR,GOLDEN EAGLE 31-06 -CODWR,,Unspecified,Fresh,,
GOLDEN EAGLE 21-03 -CODWR,GOLDEN EAGLE 21-03 -CODWR,,Unspecified,Fresh,,
GOLDEN EAGLE 33-12 -CODWR,GOLDEN EAGLE 33-12 -CODWR,,Unspecified,Fresh,,
GOLDEN EAGLE 32-04 -CODWR,GOLDEN EAGLE 32-04 -CODWR,,Unspecified,Fresh,,
GOLD SPRING NO 4-CODWR,GOLD SPRING NO 4-CODWR,,Unspecified,Fresh,,
GOLDEN EAGLE 20-09 -CODWR,GOLDEN EAGLE 20-09 -CODWR,,Unspecified,Fresh,,
GOLDEN EAGLE 21-07 -CODWR,GOLDEN EAGLE 21-07 -CODWR,,Unspecified,Fresh,,
GOLDEN EAGLE 28-01 -CODWR,GOLDEN EAGLE 28-01 -CODWR,,Unspecified,Fresh,,
GENERAL VERA 11-28-CODWR,GENERAL VERA 11-28-CODWR,,Unspecified,Fresh,,
GOLDENVIEW WELL NO 29-CODWR,GOLDENVIEW WELL NO 29-CODWR,,Unspecified,Fresh,,
GOLF COURSE DITCH-CODWR,GOLF COURSE DITCH-CODWR,,Unspecified,Fresh,,
GOODENOUGH RESERVOIR-CODWR,GOODENOUGH RESERVOIR-CODWR,,Unspecified,Fresh,,
GOOSE ISLAND 21-21-CODWR,GOOSE ISLAND 21-21-CODWR,,Unspecified,Fresh,,
GORMAN DITCH NO 1-CODWR,GORMAN DITCH NO 1-CODWR,,Unspecified,Fresh,,
GOODNIGHT DITCH-CODWR,GOODNIGHT DITCH-CODWR,,Unspecified,Fresh,,
GOOD WELL 1-8413-CODWR,GOOD WELL 1-8413-CODWR,,Unspecified,Fresh,,
GORDON SPRING DITCH-CODWR,GORDON SPRING DITCH-CODWR,,Unspecified,Fresh,,
GOODWIN WELL NO 2-CODWR,GOODWIN WELL NO 2-CODWR,,Unspecified,Fresh,,
GORMAN DITCH-CODWR,GORMAN DITCH-CODWR,,Unspecified,Fresh,,
GORDON C. WINN PUMP 1-CODWR,GORDON C. WINN PUMP 1-CODWR,,Unspecified,Fresh,,
GRABEAL WELL NO 1-CODWR,GRABEAL WELL NO 1-CODWR,,Unspecified,Fresh,,
GOUGH 14-29-CODWR,GOUGH 14-29-CODWR,,Unspecified,Fresh,,
GOWINS WELL-CODWR,GOWINS WELL-CODWR,,Unspecified,Fresh,,
GRAND ELK GOLF DIV NO 1A-CODWR,GRAND ELK GOLF DIV NO 1A-CODWR,,Unspecified,Fresh,,
GOWER SPRING #1-CODWR,GOWER SPRING #1-CODWR,,Unspecified,Fresh,,
GLACIER LILY WELLS P/A POD-CODWR,GLACIER LILY WELLS P/A POD-CODWR,,Unspecified,Fresh,,
GRAFF 31-9R-CODWR,GRAFF 31-9R-CODWR,,Unspecified,Fresh,,
GRANADA WELL NO 2-CODWR,GRANADA WELL NO 2-CODWR,,Unspecified,Fresh,,
GRANBY SPRING-CODWR,GRANBY SPRING-CODWR,,Unspecified,Fresh,,
GRAND VALLEY CANAL-CODWR,GRAND VALLEY CANAL-CODWR,,Unspecified,Fresh,,
GRASSY POND SPRING-CODWR,GRASSY POND SPRING-CODWR,,Unspecified,Fresh,,
GRANATO WELL NO 1-CODWR,GRANATO WELL NO 1-CODWR,,Unspecified,Fresh,,
GRANT WELL 11-016119-F-CODWR,GRANT WELL 11-016119-F-CODWR,,Unspecified,Fresh,,
GRAND COUNTY WATER & SAN DISTRICT 1 PL 1-CODWR,GRAND COUNTY WATER & SAN DISTRICT 1 PL 1-CODWR,,Unspecified,Fresh,,
GRAVEYARD DITCH-CODWR,GRAVEYARD DITCH-CODWR,,Unspecified,Fresh,,
GRANBY RES NO 9-CODWR,GRANBY RES NO 9-CODWR,,Unspecified,Fresh,,
GRAND COUNTY WATER & SAN DISTRICT 1 PL 2-CODWR,GRAND COUNTY WATER & SAN DISTRICT 1 PL 2-CODWR,,Unspecified,Fresh,,
GRANDVIEW WELL NO 2-CODWR,GRANDVIEW WELL NO 2-CODWR,,Unspecified,Fresh,,
GRAY HACKLE POND-CODWR,GRAY HACKLE POND-CODWR,,Unspecified,Fresh,,
GRAND VALLEY PROJECT-CODWR,GRAND VALLEY PROJECT-CODWR,,Unspecified,Fresh,,
GRAY SUBDIVISION P/A POD-CODWR,GRAY SUBDIVISION P/A POD-CODWR,,Unspecified,Fresh,,
GREEN GULCH DITCH-CODWR,GREEN GULCH DITCH-CODWR,,Unspecified,Fresh,,
GREENSTREET DITCH EXT-CODWR,GREENSTREET DITCH EXT-CODWR,,Unspecified,Fresh,,
GREENBERG WW DITCH SYS-CODWR,GREENBERG WW DITCH SYS-CODWR,,Unspecified,Fresh,,
KAUFMAN WELL 1-6512-F-CODWR,KAUFMAN WELL 1-6512-F-CODWR,,Unspecified,Fresh,,
KAY EVARTS WELL NO 1-CODWR,KAY EVARTS WELL NO 1-CODWR,,Unspecified,Fresh,,
JOHN SPONSEL 2 3 AND 4 D-CODWR,JOHN SPONSEL 2 3 AND 4 D-CODWR,,Unspecified,Fresh,,
JOHNS WELL NO 3-CODWR,JOHNS WELL NO 3-CODWR,,Unspecified,Fresh,,
JONES WASTE WATER DITCH-CODWR,JONES WASTE WATER DITCH-CODWR,,Unspecified,Fresh,,
KELLER RANCH NNT DAWSON-CODWR,KELLER RANCH NNT DAWSON-CODWR,,Unspecified,Fresh,,
KEINATH AUG PLAN-CODWR,KEINATH AUG PLAN-CODWR,,Unspecified,Fresh,,
KELLING DITCH NO 4-CODWR,KELLING DITCH NO 4-CODWR,,Unspecified,Fresh,,
KELL DITCH NO 2-CODWR,KELL DITCH NO 2-CODWR,,Unspecified,Fresh,,
KEMPINSKI WELL-CODWR,KEMPINSKI WELL-CODWR,,Unspecified,Fresh,,
KELLEY DITCH NO 2-CODWR,KELLEY DITCH NO 2-CODWR,,Unspecified,Fresh,,
KENCEL AUG PLAN REACH-CODWR,KENCEL AUG PLAN REACH-CODWR,,Unspecified,Fresh,,
KELLING DITCH NO 7-CODWR,KELLING DITCH NO 7-CODWR,,Unspecified,Fresh,,
KELLY DITCH-CODWR,KELLY DITCH-CODWR,,Unspecified,Fresh,,
KENNEY DITCH NO 3-CODWR,KENNEY DITCH NO 3-CODWR,,Unspecified,Fresh,,
KENNICOTT & MOWER D-CODWR,KENNICOTT & MOWER D-CODWR,,Unspecified,Fresh,,
KENNEDY DITCH NO 1-CODWR,KENNEDY DITCH NO 1-CODWR,,Unspecified,Fresh,,
K DIAMOND DITCH-CODWR,K DIAMOND DITCH-CODWR,,Unspecified,Fresh,,
KERNAGHAN D CHILDERS AP-CODWR,KERNAGHAN D CHILDERS AP-CODWR,,Unspecified,Fresh,,
KAPUSHION DITCH-CODWR,KAPUSHION DITCH-CODWR,,Unspecified,Fresh,,
KERRIGAN DITCH #2-CODWR,KERRIGAN DITCH #2-CODWR,,Unspecified,Fresh,,
KEYSTONE D-CODWR,KEYSTONE D-CODWR,,Unspecified,Fresh,,
KIEFER WELL NO 1-CODWR,KIEFER WELL NO 1-CODWR,,Unspecified,Fresh,,
KEYSTONE RES 3-CODWR,KEYSTONE RES 3-CODWR,,Unspecified,Fresh,,
KIER DITCH-CODWR,KIER DITCH-CODWR,,Unspecified,Fresh,,
KEYSTONE RIVER GOLF AUG-CODWR,KEYSTONE RIVER GOLF AUG-CODWR,,Unspecified,Fresh,,
KING 22-13 TR-CODWR,KING 22-13 TR-CODWR,,Unspecified,Fresh,,
KING DAM NO 1 DITCH-CODWR,KING DAM NO 1 DITCH-CODWR,,Unspecified,Fresh,,
KING RES DUPE ID SEE 6400563-CODWR,KING RES DUPE ID SEE 6400563-CODWR,,Unspecified,Fresh,,
KING WELL NO 14-CODWR,KING WELL NO 14-CODWR,,Unspecified,Fresh,,
KEYTOP WELL NO 2-CODWR,KEYTOP WELL NO 2-CODWR,,Unspecified,Fresh,,
KINOSHITA WELL 3-7728-CODWR,KINOSHITA WELL 3-7728-CODWR,,Unspecified,Fresh,,
KIMMEL PUMP-CODWR,KIMMEL PUMP-CODWR,,Unspecified,Fresh,,
KINGS DEER G. C. IRRIGATION-CODWR,KINGS DEER G. C. IRRIGATION-CODWR,,Unspecified,Fresh,,
KING WELL NO  4-CODWR,KING WELL NO  4-CODWR,,Unspecified,Fresh,,
KIRCHER IRRIGATION PUMP NO. 3-CODWR,KIRCHER IRRIGATION PUMP NO. 3-CODWR,,Unspecified,Fresh,,
KIRCHNER DITCH-CODWR,KIRCHNER DITCH-CODWR,,Unspecified,Fresh,,
KIRBY RES NO 2/60-CODWR,KIRBY RES NO 2/60-CODWR,,Unspecified,Fresh,,
KLECKNER DITCH-CODWR,KLECKNER DITCH-CODWR,,Unspecified,Fresh,,
KLEIN POND-CODWR,KLEIN POND-CODWR,,Unspecified,Fresh,,
KIRCHER WELL 8576-CODWR,KIRCHER WELL 8576-CODWR,,Unspecified,Fresh,,
KLECKNER SPRING-CODWR,KLECKNER SPRING-CODWR,,Unspecified,Fresh,,
KINNICK DITCH NO 1-CODWR,KINNICK DITCH NO 1-CODWR,,Unspecified,Fresh,,
KIT CARSON WELL NO 2-CODWR,KIT CARSON WELL NO 2-CODWR,,Unspecified,Fresh,,
KAUFMAN WELL 2-6511-F-CODWR,KAUFMAN WELL 2-6511-F-CODWR,,Unspecified,Fresh,,
KNIGHT DITCH-CODWR,KNIGHT DITCH-CODWR,,Unspecified,Fresh,,
KNIGHT DITCH ALTNERATE P-CODWR,KNIGHT DITCH ALTNERATE P-CODWR,,Unspecified,Fresh,,
KENNINGTON 41-26-CODWR,KENNINGTON 41-26-CODWR,,Unspecified,Fresh,,
KNOBLAUCH D NO 2-CODWR,KNOBLAUCH D NO 2-CODWR,,Unspecified,Fresh,,
KESSELHUTH DITCH-CODWR,KESSELHUTH DITCH-CODWR,,Unspecified,Fresh,,
KOA CAMPGROUND P/A POD-CODWR,KOA CAMPGROUND P/A POD-CODWR,,Unspecified,Fresh,,
KOENIG WELL-CODWR,KOENIG WELL-CODWR,,Unspecified,Fresh,,
KOUNS WELL NO 11059-CODWR,KOUNS WELL NO 11059-CODWR,,Unspecified,Fresh,,
KOCHIOVELOS WELLS A-CODWR,KOCHIOVELOS WELLS A-CODWR,,Unspecified,Fresh,,
KOI DRAINAGE DITCH-CODWR,KOI DRAINAGE DITCH-CODWR,,Unspecified,Fresh,,
MOSCA LIVESTOCK CO D NO1-CODWR,MOSCA LIVESTOCK CO D NO1-CODWR,,Unspecified,Fresh,,
MOSS BANK DITCH-CODWR,MOSS BANK DITCH-CODWR,,Unspecified,Fresh,,
