FILE_NUMBER,WATER_SOURCE_ID,WITHDRAWAL_WATER_BODY_NAME,WATER_CASE_ID,FILE_TYPE_x,CUSTOMER_NAME_x,TOTAL_PERMIT_QTY,TOTAL_PERMIT_QTY_UNIT,REPORT_FREQ,REPORT_INTERVAL,WATER_CASE_VERIFIED,WATER_SOURCE_TYPE,SOURCE_TYPE,WATER_TYPE,AQUIFER,REAA,ACTIVE_SOURCE,SOURCE_NOTES,HYDROLOGIC_UNIT_CODE,STATE_USE_SOURCE,STATE_USE,WUC_CODE_DESC,WUC_CODE_DESC_SOURCE,USGS_USE,USGS_AREA,BOROUGH,WATER_SOURCE_VERIFIED,INTAKE_NAME,INTAKE_LOCATION,INTAKE_NOTES,WELL_DEPTH,CASING_DEPTH,OPEN_INTERVALS,LAND_SURFACE_ELEVATION_FT,LAND_SURFACE_ELEVATION_SOURCE,WELL_INFO_SOURCE,ACTIVE_INTAKE,SOURCE_INTAKE_VERIFIED,METHODOLOGY,DAILY_PEAK_QTY_UNIT,WATER_SOURCE_USAGE_VERIFIED,FILE_TYPE_y,Priority Date,CUSTOMER_NAME_y,wswc_long,wswc_lat,wswc_QTY,wswc_SiteNativeID
13184,16933,IFP-Kasilof,16928,LAS,THE RIVER COMPANY LLC/VINCENTGODDARD,51120000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Well 1,,,,,,,dem,,T,T,metered,gallons,T,,,,,,156.8816568,
13209,10015,UAA Energy Module 1,9985,LAS,"UAA, FACILITIES & LAND MANAGEMENT",328725000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,AS115,,,,,,,dem,,T,T,metered,gallons,T,,,,,,1008.82086525,
13212,9995,UAA Energy Module 2,9986,LAS,"UAA, FACILITIES & LAND MANAGEMENT",328725000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,AS116,,,,,,,dem,,T,T,metered,gallons,T,,,,,,1008.82086525,
13370,54565,Battle Creek,54562,LAS,DCCED ALASKA ENERGY AUTHORITY,236242868.0,gallons,M,M,T,river,surface,fresh,,,T,,,las,,,las,,,,T,Battle Creek,,,,,,,dem,,T,T,metered,gallons,T,,,,,,725.0033751765201,
13450,8378,Well House #2,8375,LAS,UNALASKA CITY OF,106123153.7,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Well House #2,,,,,,,dem,,T,T,metered,gallons,T,,,,,,325.680285158393,
13451,8380,Well House #1,8376,LAS,UNALASKA CITY OF,142898698.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Well House #1,,,,,,,dem,,T,T,metered,gallons,T,,,,,,438.54038530522,
13551,23002,Nenana River,23001,LAS,GOLDEN VALLEY ELEC ASSOC INC,14782501071.0,gallons,M,M,T,river,surface,fresh,,,T,,,las,,,las,,,,T,Nenana River,POINT (148.57154 63.51301),,,,,,dem,,T,T,metered,gallons,T,,,,148.57154,63.51301,45365.86971178119,WaDEAK_S88
13834,7702,"Two wells, 159 ft & 138 ft",7701,LAS,VICTORIA ESTATES HOMEOWNERS ASSOC.,39056501.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Tract A,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,119.86010535389,
13834,7702,"Two wells, 159 ft & 138 ft",7701,LAS,VICTORIA ESTATES HOMEOWNERS ASSOC.,39056501.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Tract A,,,,,,,dem,,T,T,metered,gallons,T,,,,,,119.86010535389,
13864,9997,UAA Rasmussen Hall,9988,LAS,"UAA, FACILITIES & LAND MANAGEMENT",1215860870.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,AS105,,,,,,,dem,,T,T,metered,gallons,T,,,,,,3731.3432653343,
13907,28089,well,28088,LAS,CRIMSON VIEW OWNERS ASSOCIATION,8576398.32,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,well,,,,,,,dem,,T,T,metered,gallons,T,,,,,,26.3200230402648,
13987,26717,Fort Knox Mine,26716,LAS,"FAIRBANKS GOLD MINING, INC.",235916124.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Interceptor Wells,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,724.0006337823601,
13988,26720,Fort Knox Mine,26719,LAS,"FAIRBANKS GOLD MINING, INC.",1709088495.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,TSF incl Heap Leach,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,5245.00459142055,
14365,15545,Cabin Creek,15544,LAS,PETERSBURG CITY OF,1277500000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Cabin Creek,POINT (-132.908480077 56.7901615159999),,,,,,dem,,T,T,metered,gallons,T,,,,-132.908480077,56.7901615159999,3920.5069750000002,WaDEAK_S94
14419,32461,Chum Creek,32460,LAS,COFFMAN COVE CITY OF,54750000.0,gallons,M,M,T,creek,surface,fresh,,,T,,,las,,,las,,,,T,Chum Creek,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,168.0217275,
18592,11668,Seven Wells,11667,LAS,SAINT PAUL CITY OF,224472237.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Seven Wells,POINT (-170.262368391 57.1558018718),,,,,,dem,,T,T,metered,gallons,T,,,,-170.262368391,57.1558018718,688.88060340693,WaDEAK_S96
18592,11668,Seven Wells,11667,LAS,SAINT PAUL CITY OF,224472237.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Seven Wells,POINT (-170.262368391 57.1558018718),,,,,,dem,,T,T,estimated,gallons,T,,,,-170.262368391,57.1558018718,688.88060340693,WaDEAK_S96
18773,3766,Alyeska Infiltration System Gallery,3765,LAS,ALYESKA RESORT MANAGEMENT CO.,4656210.0,gallons,M,M,T,creek,surface,fresh,,,T,,,,,,,,,,T,Alyeska Infiltration System Gallery,POINT (-149.11306 60.97128),,,,,,dem,,T,T,metered,gallons,T,,,,-149.11306,60.97128,14.2893963069,WaDEAK_S97
18809,37219,CHUGIAK #3,37206,LAS,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,13881252.6,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,CHUGIAK #3,,,,,,,dem,,T,T,metered,gallons,T,,,,,,42.600037291614,
18902,20787,Bridge Creek,20786,LAS,HOMER  CITY OF,328500000.0,gallons,M,M,T,creek,surface,fresh,,,T,,,las,,,las,,,,T,Bridge Creek,POINT (-151.547570683999 59.675888968),,,,,,dem,,T,T,metered,gallons,T,,,,-151.547570683999,59.675888968,1008.130365,WaDEAK_S99
19193,53461,Goat Lake,53453,LAS,"GOAT LAKE HYDRO, INC.",7535630226.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Goat Lake,,,,,,,dem,,T,T,metered,gallons,T,,,,,,23126.02024426914,
19193,53461,Goat Lake,53453,LAS,"GOAT LAKE HYDRO, INC.",7535630226.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Goat Lake,,,,,,,dem,,T,T,estimated,acre_feet,T,,,,,,23126.02024426914,
19238,302,Unnamed Spring,301,LAS,SEWARD ASSOCIATION FOR THE ADVANCEMENT OF MARINE SCIENCE,15741547.0,gallons,M,M,T,spring,surface,fresh,,,T,,19020202.0,hardcopy,Fish & Wildlife,Research & Conservation,hardcopy,,,BKE,T,Unnamed Spring,POINT (-149.44610953331 60.0954902454459),,0.0,0.0,,0.0,,,T,T,metered,gallons,T,,,,-149.44610953331,60.0954902454459,48.309076172830004,WaDEAK_S101
19253,2846,Sagavanirktok River,2845,LAS,HILCORP NORTH SLOPE LLC,210816000.0,gallons,M,M,T,river,surface,fresh,,,T,,,,,,,,,,T,Sagavanirktok River,POINT (-148.30164843 70.25618009),,0.0,0.0,,0.0,,,T,T,metered,gallons,T,,,,-148.30164843,70.25618009,646.97111424,WaDEAK_S102
19502,13964,140' well,13963,LAS,"SETTLER'S BAY GOLF COURSE, LLC",16000000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,140' well,POINT (-149.604584835999 61.5078509773999),,,,,,dem,,T,T,metered,gallons,T,,,,-149.604584835999,61.5078509773999,49.10224,WaDEAK_S103
19542,8382,Pyramid Creek/ Icy Lake,8377,LAS,UNALASKA CITY OF,365250000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Pyramid Creek/ Icy Lake,,,,,,,dem,,T,T,metered,gallons,T,,,,,,1120.9120725,
20178,2622,"Drilled Wells, 140ft & 119ft, Glot4",2621,LAS,TESORO ALASKA PETROLEUM COMPANY,5822965.0,gallons,M,M,T,well,ground,fresh,Cook Inlet Aquifer System,,T,3 drilled wells  ranging from 119 to 140 feet in depth,19020302.0,las,Oil & Gas,Petroleum Refining,las,,,BKE,T,well,POINT (-151.355810165405 60.684941259108),"ADL 42906 and LAS 20178 usage is combined
",120.0,0.0,,0.0,dem,,T,T,metered,gallons,T,,,,-151.355810165405,60.684941259108,17.87003905885,WaDEAK_S105
20394,21349,North Slope Assets,21185,LAS,"HILCORP ALASKA, LLC",533955741.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,MPU F Pad Wells,,,,,,,dem,,T,T,metered,gallons,T,,,,,,1638.6514339974901,
20654,19432,Well # 2D,19422,LAS,KENAI CITY OF,474500000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Well # 2D,POINT (-151.156784159 60.5657078154999),,,,,,dem,,T,T,metered,gallons,T,,,,-151.156784159,60.5657078154999,1456.1883050000001,WaDEAK_S107
20654,19433,Well # 2E,19422,LAS,KENAI CITY OF,474500000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Well # 2E,POINT (-151.156784159 60.5657078154999),,,,,,dem,,T,T,metered,gallons,T,,,,-151.156784159,60.5657078154999,1456.1883050000001,WaDEAK_S108
20654,19434,Well # 3,19422,LAS,KENAI CITY OF,474500000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Well # 3,POINT (-151.144388518 60.567767271),,,,,,dem,,T,T,metered,gallons,T,,,,-151.144388518,60.567767271,1456.1883050000001,WaDEAK_S109
20654,19435,Well # 4,19422,LAS,KENAI CITY OF,474500000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Well # 4,,,,,,,dem,,T,T,metered,gallons,T,,,,,,1456.1883050000001,
20693,21351,North Slope Assets,21186,LAS,"HILCORP ALASKA, LLC",86998958.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,MPU K Pad Wells,,,,,,,dem,,T,T,metered,gallons,T,,,,,,266.99023221662003,
20874,2026,Delta Creek Wellfield,2024,LAS,KING COVE CITY OF,26949167.0,gallons,M,M,T,well,ground,fresh,unconsolidated,,T,,19030101.0,hardcopy,Water Supply,Public (Municipal) Community,hardcopy,,,BAE,T,Delta Creek Wellfield,POINT (-162.268388888 55.1142777776),,120.0,100.0,100-120 ft,0.0,,log,T,T,metered,gallons,T,,,,-162.268388888,55.1142777776,82.70402911463,WaDEAK_S112
20923,9317,Softball Fields,9307,ADL,LINDA J HELMICK,185.0,acre_feet,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Softball Fields,,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.00056774465,
21684,7922,Bldg 4972-Well 1,7921,LAS,USDOD USAF 673 CES/CEIEC,33000000.0,gallons,M,M,T,well,ground,fresh,,,T,Elmendorf Hospital,,las,,,las,,,,T,Bldg 4972-Well 1,,,,,,,dem,,T,T,metered,gallons,T,,,,,,101.27337,
21684,7924,Bldg 4972-Well 2,7921,LAS,USDOD USAF 673 CES/CEIEC,33000000.0,gallons,M,M,T,well,ground,fresh,,,T,Elmendorf Hospital,,las,,,las,,,,T,Bldg 4972-Well 2,,,,,,,dem,,T,T,metered,gallons,T,,,,,,101.27337,
21684,7926,Bldg 6983-Well 1,7921,LAS,USDOD USAF 673 CES/CEIEC,33000000.0,gallons,M,M,T,well,ground,fresh,,,T,Elmendorf Hospital,,las,,,las,,,,T,Bldg 6983-Well 1,,,,,,,dem,,T,T,metered,gallons,T,,,,,,101.27337,
21760,26723,Fort Knox Mine,26722,LAS,"FAIRBANKS GOLD MINING, INC.",521361600.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Pit Dewatering,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,1600.001400624,
22082,53463,South Fork Hydro Plant,53454,LAS,ALASKA POWER & TELEPHONE CO,11323473840.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,South Fork Hydro Plant,,,,,,,dem,,T,T,metered,gallons,T,,,,,,34750.4956328376,
22082,53463,South Fork Hydro Plant,53454,LAS,ALASKA POWER & TELEPHONE CO,11323473840.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,South Fork Hydro Plant,,,,,,,dem,,T,T,estimated,acre_feet,T,,,,,,34750.4956328376,
22629,51889,Lake Hood Well,51888,LAS,DOTPF ANCHORAGE INTERNATIONALAIRPORT,675250000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Lake Hood Well,,,,,,,dem,,T,T,metered,gallons,T,,,,,,2072.2679725000003,
23504,15438,well,15437,LAS,PIONEER MEADOWS SUBDIVISION HOA,21900000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,well,,,,,,,dem,,T,T,estimated,gallons,T,,,,,,67.208691,
23504,15438,well,15437,LAS,PIONEER MEADOWS SUBDIVISION HOA,21900000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,well,,,,,,,dem,,T,T,metered,gallons,T,,,,,,67.208691,
23684,18954,Shotgun Creek ,18949,LAS,KODIAK ELEC ASSOC INC,1829653365.0,gallons,M,M,T,creek,surface,fresh,,,T,,,las,,,las,,,,T,Shotgun Creek ,,,,,,,dem,,T,T,metered,gallons,T,,,,,,5615.00491531485,
23685,18956,Falls Creek ,18950,LAS,KODIAK ELEC ASSOC INC,3659306730.0,gallons,M,M,T,creek,surface,fresh,,,T,,,las,,,las,,,,T,Falls Creek ,,,,,,,dem,,T,T,metered,gallons,T,,,,,,11230.0098306297,
23686,18958,Rolling Rock ,18951,LAS,KODIAK ELEC ASSOC INC,2561514711.0,gallons,M,M,T,creek,surface,fresh,,,T,,,las,,,las,,,,T,Rolling Rock ,,,,,,,dem,,T,T,metered,gallons,T,,,,,,7861.0068814407905,
23817,14369,well,14368,LAS,RIVERS EDGE CONDOMINIUM ASSOCIATION,4597758.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,well,,,,,,,dem,,T,T,metered,gallons,T,,,,,,14.110013548620001,
23839,24993,Badami Mine Site Reservoir,24981,LAS,"SAVANT ALASKA, LLC",899349.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Badami Mine Site Reservoir,POINT (-147.004416666999 70.1299722223999),,,,,,dem,,T,T,metered,gallons,T,,,,-147.004416666999,70.1299722223999,2.76000315261,WaDEAK_S123
23840,52115,Pump Station 4_ Tea Lake,52098,LAS,ALYESKA PIPELINE SERVICE COMPANY,104272.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Pump Station 4_ Tea Lake,POINT (-149.373505563 68.4377502031999),,,,,,dem,,T,T,metered,gallons,T,,,,-149.373505563,68.4377502031999,0.31999929808,WaDEAK_S124
23869,2682,Sag Mine Site C (Vern Lake),2681,LAS,HILCORP NORTH SLOPE LLC,52918202.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,Sag Mine Site C (Vern Lake),POINT (-148.26789316 70.24399476),,0.0,0.0,,0.0,,,T,T,metered,gallons,T,,,,-148.26789316,70.24399476,162.40014093578,WaDEAK_S125
23889,21353,Alpine Unit,21188,LAS,"CONOCOPHILLIPS ALASKA, INC.",29997881.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,L9312,,,,,,,dem,,T,T,metered,gallons,T,,,,,,92.06019702209001,
23891,28636, Alpine Unit,28635,LAS,"CONOCOPHILLIPS ALASKA, INC.",3258510.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,L9321,,,,,,,dem,,T,T,metered,gallons,T,,,,,,10.0000087539,
23893,28639, Alpine Unit,28638,LAS,"CONOCOPHILLIPS ALASKA, INC.",1629255.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,L9322,,,,,,,dem,,T,T,metered,gallons,T,,,,,,5.00000437695,
23894,2762,Kuparuk Unit,2761,LAS,"CONOCOPHILLIPS ALASKA, INC.",25732486.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,Mine Site D,,,0.0,0.0,,0.0,,,T,T,metered,gallons,T,,,,,,78.97016896054001,
23894,2762,Kuparuk Unit,2761,LAS,"CONOCOPHILLIPS ALASKA, INC.",25732486.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,Mine Site D,,,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,,,,,,78.97016896054001,
23895,21355,Alpine Unit,21190,LAS,"CONOCOPHILLIPS ALASKA, INC.",5998924.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,L9313,,,,,,,dem,,T,T,metered,gallons,T,,,,,,18.41003787436,
23900,2766,Kuparuk Unit,2765,LAS,"CONOCOPHILLIPS ALASKA, INC.",551992295.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,K209,,,0.0,0.0,,0.0,,,T,T,metered,gallons,T,,,,,,1694.00363420255,
23900,2766,Kuparuk Unit,2765,LAS,"CONOCOPHILLIPS ALASKA, INC.",551992295.0,gallons,M,M,T,lake,surface,fresh,,,T,,,,,,,,,,T,K209,,,0.0,0.0,,0.0,,,T,T,estimated,gallons,T,,,,,,1694.00363420255,
23925,28644,Kuparuk Unit,28643,LAS,"CONOCOPHILLIPS ALASKA, INC.",7999642.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,Kuparuk Mine Site F,,,,,,,dem,,T,T,metered,gallons,T,,,,,,24.550021337380002,
23936,14636,Well No. 1,14635,LAS,PROVIDENCE HEALTH SYSTEM IN ALASKA,31726080.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Well No. 1,POINT (-149.818078973 61.1894020816),,,,,,dem,,T,T,metered,gallons,T,,,,-149.818078973,61.1894020816,97.3638496512,WaDEAK_S133
23936,14637,Well No. 2,14635,LAS,PROVIDENCE HEALTH SYSTEM IN ALASKA,31726080.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Well No. 2,POINT (-149.818078973 61.1894020816),,,,,,dem,,T,T,metered,gallons,T,,,,-149.818078973,61.1894020816,97.3638496512,WaDEAK_S134
23936,14638,Well No. 3,14635,LAS,PROVIDENCE HEALTH SYSTEM IN ALASKA,31726080.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Well No. 3,POINT (-149.818078973 61.1894020816),,,,,,dem,,T,T,metered,gallons,T,,,,-149.818078973,61.1894020816,97.3638496512,WaDEAK_S135
23974,52117,MCCF2 Pump Station 3 Well PW-3,52099,LAS,ALYESKA PIPELINE SERVICE COMPANY,2228821.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,MCCF2 Pump Station 3 Well PW-3,POINT (-148.82870618 68.8422814463999),,,,,,dem,,T,T,metered,gallons,T,,,,-148.82870618,68.8422814463999,6.84000647869,WaDEAK_S136
24084,17634,"Wells #1, #2, & #3 combined",17633,LAS,"HOME WATER, LLC",34491328.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,"Wells #1, #2, & #3 combined",,,,,,,dem,,T,T,metered,gallons,T,,,,,,105.85009158592,
24084,17634,"Wells #1, #2, & #3 combined",17633,LAS,"HOME WATER, LLC",34491328.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,"Wells #1, #2, & #3 combined",,,,,,,dem,,T,T,estimated,gallons,T,,,,,,105.85009158592,
24100,23145,Office/Camp Well and Well 43-5,23141,LAS,"HILCORP ALASKA, LLC",179218.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Office/Camp Well and Well 43-5,,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.55000032802,
24101,23147,Swanson River Field Tank Setting,23142,LAS,"HILCORP ALASKA, LLC",39102.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Swanson River Field Tank Setting,,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.11999973678,
24102,23149,Swanson River Field Compressor wells,23143,LAS,"HILCORP ALASKA, LLC",133599.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Swanson River Field Compressor wells,,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.41000063511,
24111,23151,Swanson River Field Tank Setting 1-33 Well,23144,LAS,"HILCORP ALASKA, LLC",179218.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Swanson River Field Tank Setting 1-33 Well,,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.55000032802,
24408,55885,Fort Richardson Hatchery,55871,LAS,DFG SPORT FISH DIV REGION II,183959182.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,well 11,,,,,,,dem,,T,T,metered,gallons,T,,,,,,564.55049404798,
24432,32632,Kensington Gold,32631,LAS,"COEUR ALASKA, INC.C/O COEUR MINING,INC.",75263000.0,gallons,M,M,T,creek,surface,fresh,,,T,,,las,,,las,,,,T,Johnson Creek,,,,,,,dem,,T,T,metered,gallons,T,,,,,,230.97386807,
24478,9327,"Ranch well 1, 281'",9310,LAS,WASILLA CITY OF,185.0,acre_feet,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,"Ranch well 1, 281'",,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.00056774465,
24478,9328,"Ranch well 3, 299'",9310,LAS,WASILLA CITY OF,185.0,acre_feet,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,"Ranch well 3, 299'",,,,,,,dem,,T,T,metered,gallons,T,,,,,,0.00056774465,
24611,14950,Pogo,14945,LAS,NORTHERN STAR (POGO) LLC,26645000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,DW02 & DW03,POINT (64.4486002175 -144.942143582999),,,,,,dem,,T,T,metered,gallons,T,,,,64.4486002175,-144.942143582999,81.77057405000001,WaDEAK_S146
24612,14951,Pogo,14946,LAS,NORTHERN STAR (POGO) LLC,78840000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Gravel Pit Pond,POINT (64.4489260332999 -144.940939436),,,,,,dem,,T,T,metered,gallons,T,,,,64.4489260332999,-144.940939436,241.9512876,WaDEAK_S147
24613,14952,Pogo,14947,LAS,NORTHERN STAR (POGO) LLC,78840000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Goodpaster River ORTW influent,POINT (64.4734222448 -144.916437644),,,,,,dem,,T,T,metered,gallons,T,,,,64.4734222448,-144.916437644,241.9512876,WaDEAK_S148
24616,14953,Pogo,14948,LAS,NORTHERN STAR (POGO) LLC,126144000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Recycle Tailings Pond (RTP),POINT (64.4499992638999 -144.893957343),,,,,,dem,,T,T,metered,gallons,T,,,,64.4499992638999,-144.893957343,387.12206016,WaDEAK_S149
24617,14954,Pogo,14949,LAS,NORTHERN STAR (POGO) LLC,128772000.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,GW from mine to ORTW or recycled underground,POINT (64.4473976884 -144.943083604),,,,,,dem,,T,T,metered,gallons,T,,,,64.4473976884,-144.943083604,395.18710308,WaDEAK_S150
24713,13913,Drilled well,13912,LAS,CLEARWATER UTILITIES LLC.,19528250.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Drilled well,POINT (-149.222412802 61.6107482083),,,,,,dem,,T,T,metered,gallons,T,,,,-149.222412802,61.6107482083,59.930051142500005,WaDEAK_S151
24882,25607,Drilled Well(s),25600,LAS,"FLINT HILL RESOURCES ALASKA, LLC",91981220.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Drilled Well(s),,,,,,,dem,,T,T,metered,gallons,T,,,,,,282.2802462458,
24882,25607,Drilled Well(s),25600,LAS,"FLINT HILL RESOURCES ALASKA, LLC",91981220.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Drilled Well(s),,,,,,,dem,,T,T,estimated,gallons,T,,,,,,282.2802462458,
24904,16987,Moonlight Wells,16986,LAS,NOME JOINT UTILITY SYSTEM,200750284.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Moonlight Wells,,,,,,,dem,,T,T,metered,gallons,T,,,,,,616.08053906476,
25217,55887,Fort Richardson Hatchery,55872,LAS,DFG SPORT FISH DIV REGION II,1015628689.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,New Field,,,,,,,dem,,T,T,metered,gallons,T,,,,,,3116.85272738521,
25242,37097,496' well on Tract C Block 9,37094,LAS,BETHEL CITY OF,151983423.4,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,496' well on Tract C Block 9,,,,,,,dem,,T,T,metered,gallons,T,,,,,,466.420408238026,
25243,37100,491' well at Bethel Regional High School site,37092,LAS,BETHEL CITY OF,52999665.15,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,491' well at Bethel Regional High School site,,,,,,,dem,,T,T,metered,gallons,T,,,,,,162.6501423821835,
25850,32656,Wells 1 & 2,32646,LAS,"ENI US OPERATING CO., INC.",36498571.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,Wells 1 & 2,POINT (-150.248888889999 70.4948888891999),,,,,,dem,,T,T,metered,gallons,T,,,,-150.248888889999,70.4948888891999,112.01009955619,WaDEAK_S157
26269,16668,NANA Reservoir,16614,LAS,NORTH SLOPE PUBLIC WORKS,118626057.0,gallons,M,M,T,lake,surface,fresh,,,T,,,las,,,las,,,,T,NANA Reservoir,POINT (-148.398805556 70.2118333333),,,,,,dem,,T,T,metered,gallons,T,,,,-148.398805556,70.2118333333,364.05032006673,WaDEAK_S158
26677,3762,Alyeska Snowmaking Well # 1,3761,LAS,ALYESKA RESORT MANAGEMENT CO.,12750650.0,gallons,M,M,T,well,ground,fresh,,,T,,,,,,,,,,T,Alyeska Snowmaking Well # 1,POINT (-149.1131 60.97144),,0.0,0.0,,0.0,,,T,T,metered,gallons,T,,,,-149.1131,60.97144,39.1303422785,WaDEAK_S159
26685,3764,Alyeska Snowmaking Well # 2&3,3763,LAS,ALYESKA RESORT MANAGEMENT CO.,12750650.0,gallons,M,M,T,well,ground,fresh,,,T,,,,,,,,,,T,Alyeska Snowmaking Well # 2&3,POINT (-149.11295 60.97201),,0.0,0.0,,0.0,,,T,T,metered,gallons,T,,,,-149.11295,60.97201,39.1303422785,WaDEAK_S160
26746,9183,225' well,9182,LAS,VOLUNTEERS OF AMERICA OF ALASKA,733422.0,gallons,M,M,T,well,ground,fresh,,,T,,,las,,,las,,,,T,"Tr K-1, Bernard Subd.",,,,,,,dem,,T,T,metered,gallons,T,,,,,,2.25079144158,
