Permit_Index	POD_Index	POD	Beneficial_Use	County			Aquifer	SubAquifer	Req_AcFt	Req_Acre	Req_Rate	Req_Storage	App_AcFt	App_Acre	App_Rate	App_Storage	POD_Status	Source	Irrigation_Type	Source_Name	MainStem_Name	Impound_Location	Impound_Name	Return_Dest	Discharge_Locat	Prop_Owner	Dest_Prop_Owner	Period_Start	Period_End	Return_Quantity	Held_AcFt	Held_Acre	Held_Rate	Held_Storage	Longitude	Latitude	HU_Basin	HU_Sub_Basin	HU_Watershed	HU_Sub_Watershed	Civil_Township	X_Coord	Y_Coord	NonConsumptive_ReqAcFt	NonConsumptive_AppAcFt	NonConsumptive_HeldAcFt
62	89	13807903B	12/29/1910	Burleigh					80	50	675	0	80	50	675	0	Active	Surface Water	Flooding	Apple Creek								April 15	October 15	0	0	0	0	0	-100.64147	46.80522	Lake Oahe	Apple Creek	Apple Creek	Apple Creek	Apple Creek	1933079	415246	0	0	0
63	90	13508927BB	07/01/91	Grant			   	   	40	20	134.6	0	40	20	134.6	0	Active	Surface Water	Flooding											0	0	0	0	0	-101.8577	46.48507	Cannonball-Heart-Knife	Lower Heart	Antelope Creek	Upper Antelope Creek	Leipzig	1626513	301413	0	0	0
64	91	15810102BD	11/30/1902	Williams			   	   	73.6	73.6	450	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-103.7029	48.54137	Lake Sakakawea	Little Muddy	Middle Little Muddy River	Pats Coulee-Little Muddy River	Orthell	1192485	1064396	0	0	0
65	92	15608422AA	07/01/51	Ward			   	   	300	150	4488	0	300	150	4488	0	Active	Surface Water	Flooding	Souris River										0	0	0	0	0	-101.44989	48.32522	Souris	Moose Mountain Creek-Souris River	Lake Darling-Souris River	090100081105-Souris River	Kirkelie	1737348	971086	0	0	0
66	93	13909407BC	00/00/00	Stark			   	   	360	0	224.4	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-102.59858	46.8706	Cannonball-Heart-Knife	Upper Heart	Green River	Outlet Green River	Unorganized Territory	1443686	446068	0	0	0
67	94	15410411CC	01/01/56	Williams			   	   	100	50	0	0	100	50	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-104.03269	48.17093	Missouri-Poplar	Charlie-Little Muddy	Little Muddy Creek	Lower Little Muddy Creek	Round Prairie	1106553	932776	0	0	0
68	95	15707530BA	12/31/40	McHenry			   	   	3333.4	2666.7	4398.2	0	3333.4	2666.7	4398.2	0	Active	Surface Water	Flooding	Mouse River								-	-	0	0	0	0	0	-100.3988362793	48.39833322232	Souris	Lower Souris	Copperdahl Hill-Souris River	City of Towner-Souris River	Unorganized Territory	1993089	996389	0	0	0
69	96	15409603AB	00/00/00	Williams			   	   	400	200	448.8	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-103.00863	48.19556	Lake Sakakawea	Lake Sakakawea	Beaver Creek-Lake Sakakawea	Lower Beaver Creek	Unorganized Territory	1356601	932147	0	0	0
70	97	15507606BC	04/17/43	McHenry			   	   	3333.3	2666.7	1840	0	3333.3	2666.7	1840	0	Active	Surface Water	Flooding	Mouse River								-	-	0	0	0	0	0	-100.49365	48.27756	Souris	Lower Souris	Copperdahl Hill-Souris River	Eaton Dam-Souris River	Unorganized Territory	1970052	952299	0	0	0
71	98	15608415BA	06/09/1919	Ward			   	   	160.4	80.2	435.7	0	160.4	80.2	435.7	0	Active	Surface Water	Flooding	Souris River										0	0	0	0	0	-101.46082	48.33973	Souris	Moose Mountain Creek-Souris River	Lake Darling-Souris River	090100081105-Souris River	Kirkelie	1734752	976416	0	0	0
72	99	15608415AC	06/09/1919	Ward			   	   	16.9	8.5	46	0	16.9	8.4	46	0	InActive	Surface Water	Flooding	Souris River										0	0	0	0	0	-101.45538	48.3361	Souris	Moose Mountain Creek-Souris River	Lake Darling-Souris River	090100081105-Souris River	Kirkelie	1736059	975075	0	0	0
72	100	15608415DW	06/09/1919	Ward			   	   	17	8.5	46	0	16.9	8.5	46	0	InActive	Surface Water	Flooding	Souris River										0	0	0	0	0	-101.45536	48.33066	Souris	Moose Mountain Creek-Souris River	Lake Darling-Souris River	090100081105-Souris River	Kirkelie	1736040	973089	0	0	0
72	101	15608415DA	06/09/1919	Ward			   	   	16.9	8.5	46	0	17	8.5	46.1	0	InActive	Surface Water	Flooding	Souris River										0	0	0	0	0	-101.4499	48.33247	Souris	Moose Mountain Creek-Souris River	Lake Darling-Souris River	090100081105-Souris River	Kirkelie	1737378	973735	0	0	0
72	102	15608415BD	06/09/1919	Ward			   	   	17	8.5	46	0	17	8.5	46.1	0	InActive	Surface Water	Flooding	Souris River										0	0	0	0	0	-101.46082	48.33611	Souris	Moose Mountain Creek-Souris River	Lake Darling-Souris River	090100081105-Souris River	Kirkelie	1734736	975092	0	0	0
72	103	15608415BN	06/09/1919	Ward			   	   	17	8.5	46	0	17	8.5	46.1	0	InActive	Surface Water	Flooding	Souris River										0	0	0	0	0	-101.46356	48.33973	Souris	Moose Mountain Creek-Souris River	Lake Darling-Souris River	090100081105-Souris River	Kirkelie	1734085	976424	0	0	0
73	104	15209632BC	06/07/56	McKenzie			   	   	16	8	44.8	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-103.00326	47.9433	Lake Sakakawea	Lake Sakakawea	Tobacco Garden Creek	Upper Clear Creek	Keene	1354979	840112	0	0	0
74	105	14606913CA	11/11/1911	Wells			   	   	360	0	224.4	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-99.40733	47.46285	James	Pipestem	Headwaters Pipestem Creek	Lake Hiawatha-Pipestem Creek	Sykeston	2238783	656950	0	0	0
75	106	16409732C	00/00/00	Divide			   	   	60	30	179.5	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-103.30677	48.98508	Souris	Long Creek	Lower Long Creek	Long Creek Dam-Long Creek	Fillmore	1294205	1222590	0	0	0
76	107	15210409BD	11/11/1911	Williams			   	   	20	10	44.8	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-104.00402	48.00186	Missouri-Poplar	Charlie-Little Muddy	Otis Creek-Missouri River	Garden Coulee-Missouri River	Buford	1110794	870833	0	0	0
77	108	15010419DD	10/28/63	McKenzie			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-104.03435	47.79241	Lower Yellowstone	Lower Yellowstone	Horse Creek-Yellowstone River	City of Sidney-Yellowstone River	Unorganized Territory	1099939	794829	0	0	0
78	109	15210321DB	07/21/1903	McKenzie			   	   	141.8	70.9	2692.8	0	141.8	70.9	2692.8	0	Active	Surface Water	Flooding	Missouri River										0	0	0	0	0	-103.86987	47.96948	Lake Sakakawea	Lake Sakakawea	Town of Trenton	Sixmile Creek-Missouri River	Sioux	1143105	857595	0	0	0
79	110	15410415AB	01/01/1903	Williams			   	   	18.6	18.6	448.8	0	18.6	18.6	448.8	0	Cancelled	Surface Water	Waterspreading											0	0	0	0	0	-104.03909	48.16732	Missouri-Poplar	Charlie-Little Muddy	Little Muddy Creek	Lower Little Muddy Creek	Round Prairie	1104935	931530	0	0	0
79	111	15410415AA	01/01/1903	Williams			   	   	12.5	12.5	448.8	0	12.5	12.5	448.8	0	Cancelled	Surface Water	Waterspreading											0	0	0	0	0	-104.03664	48.16731	Missouri-Poplar	Charlie-Little Muddy	Little Muddy Creek	Lower Little Muddy Creek	Round Prairie	1105533	931498	0	0	0
79	112	15410414BB	01/01/1903	Williams			   	   	31	31	448.8	0	31	31	448.8	0	Cancelled	Surface Water	Waterspreading											0	0	0	0	0	-104.03269	48.16731	Missouri-Poplar	Charlie-Little Muddy	Little Muddy Creek	Lower Little Muddy Creek	Round Prairie	1106494	931456	0	0	0
80	113	14910406DD	07/16/1902	McKenzie			   	   	86	86	448.8	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-104.03446	47.74897	Lower Yellowstone	Lower Yellowstone	Horse Creek-Yellowstone River	Cheney Creek	Unorganized Territory	1099197	778999	0	0	0
80	114	14910405BB	07/16/1902	McKenzie			   	   	43	43	448.8	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-104.03053	47.75975	Lower Yellowstone	Lower Yellowstone	Horse Creek-Yellowstone River	City of Sidney-Yellowstone River	Unorganized Territory	1100341	782885	0	0	0
81	115	13908831BA	00/00/00	Morton			   	   	0	0	898	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-101.83639	46.81724	Cannonball-Heart-Knife	Lower Heart	Haymarsh Creek	Glen Ullin Railroad Dam-Big Muddy Creek	Unorganized Territory	1633941	422443	0	0	0
81	116	13908831BB	00/00/00	Morton			   	   	1440	0	897.6	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-101.84161	46.81722	Cannonball-Heart-Knife	Lower Heart	Haymarsh Creek	Glen Ullin Railroad Dam-Big Muddy Creek	Unorganized Territory	1632633	422457	0	0	0
82	117	15010312BD	08/03/1903	McKenzie			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-103.81073	47.82839	Lower Yellowstone	Lower Yellowstone	Charbonneau Creek	Middle Charbonneau Creek	Unorganized Territory	1155412	805552	0	0	0
83	118	15309723CD	01/05/1918	McKenzie			   	   	48	212.3	718	0	48	212.3	718	0	Active	Surface Water	Waterspreading	Tobacco Garden Creek										0	0	0	0	0	-103.12214	48.05464	Lake Sakakawea	Lake Sakakawea	Tobacco Garden Creek	Middle Tobacco Garden Creek	Twin Valley	1327208	881662	0	0	0
84	119	15110210AC	09/13/1902	McKenzie			   	   	231.7	231.7	448.8	0	231.7	231.7	519.4	0	Active	Surface Water	Flooding											0	0	0	0	0	-103.71989	47.91522	Lower Yellowstone	Lower Yellowstone	Charbonneau Creek	101000042604	Charbon	1179007	836274	0	0	0
85	120	15110222DA	08/16/1902	McKenzie			   	   	18.2	18.2	450	0	18.2	18.2	519.4	0	Active	Surface Water	Waterspreading											0	0	0	0	0	-103.71464	47.88272	Lower Yellowstone	Lower Yellowstone	Charbonneau Creek	101000042604	Charbon	1179808	824376	0	0	0
85	121	15110214AC	08/16/1902	McKenzie			   	   	43	43	450	0	43	43	519.4	0	Active	Surface Water	Waterspreading											0	0	0	0	0	-103.69842	47.90081	Lake Sakakawea	Lake Sakakawea	Town of Arnegard	Camp Creek	Charbon	1184054	830807	0	0	0
86	122	15110222BB	09/13/1902	McKenzie			   	   	41	41	450	0	41	41	519.4	0	Active	Surface Water	Flooding											0	0	0	0	0	-103.73073	47.88993	Lower Yellowstone	Lower Yellowstone	Charbonneau Creek	101000042604	Charbon	1175972	827163	0	0	0
86	123	15110215CC	09/13/1902	McKenzie			   	   	28.1	28.1	448.8	0	28.1	28.1	519.4	0	Active	Surface Water	Flooding											0	0	0	0	0	-103.73071	47.89354	Lower Yellowstone	Lower Yellowstone	Charbonneau Creek	101000042604	Charbon	1176030	828480	0	0	0
87	124	15309714CD	10/07/65	McKenzie			   	   	40	40	450	0	40	40	450	0	Active	Surface Water	Waterspreading	Tobacco Garden Creek										0	0	0	0	0	-103.12216	48.06916	Lake Sakakawea	Lake Sakakawea	Tobacco Garden Creek	Lower Tobacco Garden Creek	Twin Valley	1327381	886959	0	0	0
88	125	15209708CD	09/02/1920	McKenzie			   	   	376.6	376.6	0	0	376.6	376.6	75	0	Active	Surface Water	Flooding											0	0	0	0	0	-103.12603	47.99413	Lake Sakakawea	Lake Sakakawea	Tobacco Garden Creek	Lower Clear Creek	Unorganized Territory	1325520	859630	0	0	0
89	126	13910215AC	00/00/00	Billings			   	   	170	85	1884.9	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-103.53327	46.85529	Little Missouri	Middle Little Missouri	Davis Creek	Custers Wash-Little Missouri River	Unorganized Territory	1209817	448125	0	0	0
90	127	14405908BB	11/11/1911	Griggs			   	   	1440	0	897.6	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-98.1914	47.3115	Devils Lake-Sheyenne	Middle Sheyenne	Baldhill Creek	City of Hannaford-Baldhill Creek	Greenfield	2541108	608276	0	0	0
91	128	13804919AB	00/00/00	Cass			   	   	1440	0	897.6	0	0	0	0	0	Void	Surface Water	  											0	0	0	0	0	-96.91231	46.75886	Devils Lake-Sheyenne	Lower Sheyenne	City of West Fargo-Sheyenne River	City of West Fargo-Sheyenne River	Stanley	2867384	418836	0	0	0
92	129	14005822CC	00/00/00	Barnes			   	   	2160	0	1346.4	0	0	0	0	0	Void	Surface Water	  											0	0	0	0	0	-97.99417	46.92224	Devils Lake-Sheyenne	Lower Sheyenne	City of Valley City-Sheyenne River	Adams Slough-Sheyenne River	Valley	2594539	467875	0	0	0
93	130	14005622AB	11/11/1911	Barnes			   	   	2160	0	1346.4	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-97.73161	46.93263	Devils Lake-Sheyenne	Maple	Upper Maple River	Koldok State Game Management Area	Oriska	2659977	473865	0	0	0
94	131	14005425AD	11/11/1911	Cass			   	   	2160	0	1346.4	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-97.43221	46.91382	Devils Lake-Sheyenne	Maple	Buffalo Creek	Middle Buffalo Creek	Buffalo	2734989	469790	0	0	0
95	132	15705313DA	11/11/1911	Walsh			   	   	1440	0	897.6	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-97.40752	48.41776	Lower Red	Park	Park River	City of Grafton-Park River	Grafton	2719563	1018247	0	0	0
96	133	14910211BB	00/00/00	McKenzie			   	   	140	70	448.8	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-103.70926	47.74532	Lower Yellowstone	Lower Yellowstone	Charbonneau Creek	Upper Charbonneau Creek	Unorganized Territory	1179080	774238	0	0	0
97	134	15205301BA	11/11/1911	Grand Forks			   	   	1440	0	897.6	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-97.37732	48.01862	Lower Red	Turtle	Headwaters Turtle River	Stewart Lake-Turtle River	Mekinock	2732681	873006	0	0	0
98	135	13405612BB	00/00/00	Ransom			   	   	1440	0	897.6	0	0	0	0	0	Void	Surface Water	  											0	0	0	0	0	-97.67625	46.44007	Devils Lake-Sheyenne	Lower Sheyenne	Dead Colt Creek-Sheyenne River	Scott Hill-Sheyenne River	Island Park	2680252	294840	0	0	0
99	136	15110322DD	07/01/1905	McKenzie			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-103.84314	47.8791	Lower Yellowstone	Lower Yellowstone	Charbonneau Creek	Lower Charbonneau Creek	Sioux	1148244	824370	0	0	0
100	137	13705814AA	00/00/00	Barnes			   	   	1440	0	897.6	0	0	0	0	0	Void	Surface Water	  											0	0	0	0	0	-97.95796	46.68662	Devils Lake-Sheyenne	Lower Sheyenne	City of Daily-Sheyenne River	City of Daily-Sheyenne River	Oakhill	2606364	382283	0	0	0
101	138	13408403CC	00/00/00	Morton			   	   	0	0	1800	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-101.23395	46.44567	Cannonball-Heart-Knife	Lower Cannonball	Dogtooth Creek	Upper Louse Creek	Unorganized Territory	1783490	284956	0	0	0
101	139	13408403BC	00/00/00	Morton			   	   	1440	0	897.6	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-101.23399	46.45295	Cannonball-Heart-Knife	Lower Cannonball	Dogtooth Creek	Upper Louse Creek	Unorganized Territory	1783505	287608	0	0	0
102	140	14010325BB	11/11/1911	Golden Valley			   	   	720	0	448.8	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-103.62742	46.91677	Little Missouri	Middle Little Missouri	Andrews Creek	Lower Andrews Creek	Sentinel	1187172	471452	0	0	0
103	141	13908133AA	11/11/1911	Morton			   	   	2160	0	1346.4	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-100.9043	46.81945	Cannonball-Heart-Knife	Lower Heart	Heart River Outlet	Town of Mandan-Heart River	Unorganized Territory	1867290	420662	0	0	0
104	142	16309426BA	00/00/00	Burke			   	   	10	5	44.8	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-102.84366	48.92163	Souris	Headwaters Souris River	West Branch Short Creek	City of Columbus	Forthun	1404734	1195788	0	0	0
105	143	13908329AD	11/11/1911	Morton			   	   	720	0	448.8	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-101.17884	46.82804	Cannonball-Heart-Knife	Lower Heart	Sweet Briar Creek	Lower Sweet Briar Creek	Unorganized Territory	1798587	424272	0	0	0
106	144	15509912AA	03/10/1904	Williams			   	   	37	37	450	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-103.348	48.26843	Lake Sakakawea	Lake Sakakawea	Stony Creek	Epping Dam	Springbrook	1274821	961541	0	0	0
107	145	14005815CD	00/00/00	Barnes			   	   	2160	0	1346.4	0	0	0	0	0	Void	Surface Water	  											0	0	0	0	0	-97.98877	46.93667	Devils Lake-Sheyenne	Lower Sheyenne	City of Valley City-Sheyenne River	Adams Slough-Sheyenne River	Valley	2595720	473179	0	0	0
108	146	15505328BA	11/11/1911	Walsh			   	   	1440	0	897.6	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-97.46222	48.22202	Lower Red	Forest	Headwaters Forest River	Forest River Colony-Forest River	Forest River	2709046	946353	0	0	0
109	147	13908130BD	11/11/1911	Morton			   	   	720	0	448.8	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-100.95741	46.82981	Cannonball-Heart-Knife	Lower Heart	Heart River Outlet	Town of Mandan-Heart River	Unorganized Territory	1854016	424516	0	0	0
110	148	15210206AA	00/00/00	McKenzie			   	   	189.8	97	448.8	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-103.77914	48.02227	Lake Sakakawea	Lake Sakakawea	Town of Trenton	Eightmile Creek-Missouri River	Tri	1166118	875897	0	0	0
111	149	13904906DA	10/28/60	Cass			   	   	200	0	450	0	200	0	450	0	Active	Surface Water	  	Sheyenne River										0	0	0	0	0	-96.90679	46.88226	Devils Lake-Sheyenne	Lower Sheyenne	City of West Fargo-Sheyenne River	City of Warren	Barnes	2866707	463856	0	0	0
112	150	14306532BA	00/00/00	Stutsman			   	   	1440	0	897.6	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-98.94601	47.166	James	Pipestem	Middle Pipestem Creek	Round Top-Pipestem Creek	Pingree	2355022	550616	0	0	0
113	151	13909905AC	11/11/1911	Stark			   	   	720	0	448.8	0	0	0	0	0	Cancelled	Surface Water	  											0	0	0	0	0	-103.1976	46.88526	Cannonball-Heart-Knife	Upper Heart	South Branch Upper Heart River	Coal Mine Creek-Heart River	Unorganized Territory	1294116	455987	0	0	0
114	152	13710132CB	07/01/38	Billings			   	   	50	25	171	0	50	25	171	0	Active	Surface Water	Flooding	Little Missouri River										0	0	0	0	0	-103.46056	46.63545	Little Missouri	Middle Little Missouri	Davis Creek	Second Creek-Little Missouri River	Unorganized Territory	1224973	367313	0	0	0
115	153	15810017CC	10/11/1904	Williams			   	   	289.3	289.3	448.8	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-103.64329	48.5051	Lake Sakakawea	Little Muddy	Middle Little Muddy River	Pats Coulee-Little Muddy River	Winner	1206389	1050585	0	0	0
116	154	15509532AD	00/00/00	Williams			   	   	40	20	448.8	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-102.91738	48.20629	Lake Sakakawea	Lake Sakakawea	Sand Creek	Alkali Creek	Dry Fork	1378974	935364	0	0	0
117	155	15210403CD	12/06/1904	Williams			   	   	75.4	75.4	450	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-103.98256	48.00946	Lake Sakakawea	Lake Sakakawea	Town of Trenton	Sixmile Creek-Missouri River	Buford	1116167	873371	0	0	0
118	156	15510110DC	06/15/26	Williams			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-103.65555	48.25734	Lake Sakakawea	Little Muddy	Lower Little Muddy River	Lower Cow Creek	Missouri Ridge	1199788	960361	0	0	0
119	157	12909834BB	00/00/00	Adams			   	   	53.8	53.8	448.8	0	0	0	0	0	Cancelled	Surface Water	Combination											0	0	0	0	0	-102.93057	45.95776	Grand-Moreau	North Fork Grand	Lightning Creek-North Fork Grand River	Lower Lightning Creek	Lightning Creek	1350386	115720	0	0	0
120	158	14909830AD	04/18/56	McKenzie			   	   	32.8	16.4	224.4	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-103.26443	47.69795	Little Missouri	Lower Little Missouri	Cherry Creek	Spring Creek	Unorganized Territory	1287845	752808	0	0	0
120	159	14909830AC	04/18/56	McKenzie			   	   	2.6	1.3	224.4	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-103.26978	47.69796	Little Missouri	Lower Little Missouri	Cherry Creek	Spring Creek	Unorganized Territory	1286527	752854	0	0	0
120	160	14909830AA	04/18/56	McKenzie			   	   	8.4	4.2	224.4	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-103.26444	47.70159	Little Missouri	Lower Little Missouri	Cherry Creek	Spring Creek	Unorganized Territory	1287890	754134	0	0	0
120	161	14909830AB	04/18/56	McKenzie			   	   	37	18.5	224.4	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-103.26978	47.70158	Little Missouri	Lower Little Missouri	Cherry Creek	Spring Creek	Unorganized Territory	1286575	754178	0	0	0
121	162	13906306BB	11/14/38	Stutsman			   	   	69	36.9	450	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-98.6893	46.89007	James	Upper James	City of Jamestown	Jamestown Regional Airport-James River	Homer	2421181	451375	0	0	0
121	163	13906306BA	11/14/38	Stutsman			   	   	69	36.8	450	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-98.68417	46.89007	James	Upper James	City of Jamestown	Jamestown Regional Airport-James River	Homer	2422464	451407	0	0	0
122	164	13009832AB	00/00/00	Adams			   	   	80	40	448.8	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.96179	46.04479	Grand-Moreau	North Fork Grand	Buffalo Creek	Township of Fischbein-Buffalo Creek	Reeder	1343443	147693	0	0	0
122	165	13009832DC	00/00/00	Adams			   	   	80	40	448.8	0	0	0	0	0	Cancelled	Surface Water	Sprinkler											0	0	0	0	0	-102.9618	46.0339	Grand-Moreau	North Fork Grand	Buffalo Creek	Township of Fischbein-Buffalo Creek	Reeder	1343316	143724	0	0	0
123	166	15009804DB	12/27/37	McKenzie			   	   	0	0	0	0	0	0	0	0	Cancelled	Surface Water	Flooding											0	0	0	0	0	-103.22722	47.83886	Little Missouri	Lower Little Missouri	Cherry Creek	Watford City-Cherry Creek	Unorganized Territory	1298786	803858	0	0	0
124	167	14909709CC2	11/15/1902	McKenzie			   	   	10.5	8	450	0	10.5	8	450	0	Active	Surface Water	Flooding									April 1	October 30	0	0	0	0	0	-103.10919	47.7339	Little Missouri	Lower Little Missouri	Cherry Creek	Elkhorn Creek-Cherry Creek	Unorganized Territory	1326489	764607	0	0	0
124	168	14909709CC1	11/15/1902	McKenzie			   	   	11.9	9	450	0	11.9	9	450	0	Active	Surface Water	Flooding									April 1	October 30	0	0	0	0	0	-103.10919	47.7339	Little Missouri	Lower Little Missouri	Cherry Creek	Elkhorn Creek-Cherry Creek	Unorganized Territory	1326489	764607	0	0	0
124	169	14909708DD	11/15/1902	McKenzie			   	   	38.3	29	450	0	38.3	29	450	0	Active	Surface Water	Flooding									April 1	October 30	0	0	0	0	0	-103.11452	47.73392	Little Missouri	Lower Little Missouri	Cherry Creek	Elkhorn Creek-Cherry Creek	Unorganized Territory	1325177	764657	0	0	0
124	170	14909708DC	11/15/1902	McKenzie			   	   	5.3	4	450	0	5.3	4	450	0	Active	Surface Water	Flooding									April 1	October 30	0	0	0	0	0	-103.11992	47.73394	Little Missouri	Lower Little Missouri	Cherry Creek	Elkhorn Creek-Cherry Creek	Unorganized Territory	1323850	764708	0	0	0
