FID,WRENAME,WRNAME,DWNAME,SYSTEMTYPE,WATERRESID,WRID,DWSYSNUM,WRLINK,WHOLESALER,LABEL,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,LANUM,LANAME,ENDYEAR,DATASOURCE,SOURCEDATE,EDITOR,EDITDATE,COLOR4,SHAPE_Length,SHAPE_Area
75,Hurricane City,Hurricane City Water System,Hurricane City,C,1528,1169,UTAH27007,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1169,Washington County Water Conservancy District,WCWCD,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,10-01-05e,St. George,2018,DWRe/Supplier,2019/03/07 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,1.01717070099771,0.0133893415879672
76,St. George City Water System,City of St. George,St George City Water System,C,1535,1133,UTAH27015,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1133,Washington County Water Conservancy District,WCWCD,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,10-01-05e,St. George,2018,AGRC/DWRe,2020/02/24 00:00:00,ADAMCLARK,2020/02/24 00:00:00,,1.1388927274829,0.0202760238473558
77,Winchester Hills Water Co.,Winchester Hills Water Company,Winchester Hills Water Co,C,1561,1447,UTAH27049,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1447, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,10-01-05d,Santa Clara,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0787741400875676,0.000237742441548453
78,Angell Springs SSD,Angell Springs SSD,Angell Springs SSD,C,1579,10875,UTAH27074,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10875, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,10-01-05e,St. George,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0657244061145371,0.000115485513230653
79,Zion Canyon Water System,Zion National Park (National Park Service),Zion Canyon Water System,C,1562,1047,UTAH27051,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1047, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-02,North Fork Virgin,10-01-02a,North Fork Virgin,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.188849835984083,0.000308521140743405
80,Leeds Domestic Water Users Assoc.,Leeds Domestic Water Users Association,Leeds Domestic Water Users Association,C,1531,1000,UTAH27010,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1000, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,10-01-05e,St. George,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.451517450904587,0.00165436196160575
81,La Verkin City Water System,LaVerkin Town Water,La Verkin City Water System,C,1530,1028,UTAH27009,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1028,Washington County Water Conservancy District,WCWCD,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,10-01-03c,Toquerville,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.340590897135614,0.00358904300633545
82,Bluff Water Works Service District,Bluff Service Area,Bluff Water Works Service District,C,912,1308,UTAH19002,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1308, , ,Utah,San Juan,Southeast Colorado River,09-03-01,San Juan River,09-03-01a,San Juan River,2018,DWRe/Supplier,2019/04/30 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.117880225099539,0.000274149275992138
83,Diamond Valley Acres,Diamond Valley Acres Water Company,Diamond Valley Acres,C,1570,1421,UTAH27065,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1421, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,10-01-05d,Santa Clara,2018,DWRe/Supplier,2018/03/06 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.148222969585911,0.000506417335369507
84,Orderville Town Water System,Orderville Town Water System,Orderville Town Water System,C,610,1025,UTAH13008,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1025, , ,Utah,Kane,Kanab Creek/Virgin River,10-01-01,Long Valley,10-01-01a,Long Valley,2018,AGRC,,ADAMCLARK,2019/10/16 00:00:00,,0.330762634629674,0.00229295758595875
85,Toquerville Town Water System,Toquerville Water Dept.,Toquerville Town Water System,C,1538,1127,UTAH27018,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1127,Washington County Water Conservancy District,WCWCD,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,10-01-03c,Toquerville,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.37360403366697,0.00453904084132275
86,Gunlock SSD,Gunlock Water Users Association,Gunlock Special Service District,C,1526,1312,UTAH27005,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1312, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,10-01-05b,Gunlock,2018,DWRe/DWRi/Supplier,2019/07/25 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0635905913591743,0.00018251388602551
87,Dammeron Valley Water Works LLC,Dammeron Valley Water Works,Dammeron Valley Water Works LLC,C,1547,1445,UTAH27030,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1445, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-05,St. George,10-01-05d,Santa Clara,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.11853985706858,0.000457005011441882
88,Glendale Town Water System,Glendale Town Corporation,Glendale Town Water System,C,607,1073,UTAH13004,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1073, , ,Utah,Kane,Kanab Creek/Virgin River,10-01-01,Long Valley,10-01-01a,Long Valley,2018,AGRC,,ADAMCLARK,2019/10/16 00:00:00,,0.342174231388602,0.00184301776391403
89,Veyo Culinary Water Association,Veyo Culinary Water Association,Veyo Culinary Water Assn,C,1539,1206,UTAH27019,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1206, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-04,Santa Clara,10-01-04a,Santa Clara A,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.220301093069756,0.000964862283788643
90,Pine Valley Mt. Farms,Pine Valley Mt. Farms Water Company,Pine Valley Mt Farms,C,1566,1425,UTAH27061,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1425, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-04,Santa Clara,10-01-04a,Santa Clara A,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0504913239094236,0.00012269917883119
91,Pine Valley Irrigation Co.,Pine Valley Irrigation Company,Pine Valley Irrigation Co,C,1542,1219,UTAH27025,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1219, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-04,Santa Clara,10-01-04d,Santa Clara D,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.174254638913348,0.000565041779160322
92,Central Culinary Water Co.,Central Culinary Water Company Inc.,Central Culinary Water Co,C,1523,11277,UTAH27002,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11277, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-04,Santa Clara,10-01-04c,Santa Clara C,2018,DWRe/DWRi/Supplier,2019/07/25 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0541110847022803,4.65863044627482e-05
93,Alton Town Water System,"Alton Town Water, Inc.",Alton Town Water System,C,604,1307,UTAH13001,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1307, , ,Utah,Kane,Kanab Creek/Virgin River,10-02-02,Kanab Creek,10-02-02b,Upper Kanab Creek,2018,AGRC,,ADAMCLARK,2019/10/16 00:00:00,,0.173801837607611,0.000612244328018648
94,Dixie Deer SSD,Dixie Deer Special Service District,Dixie Deer Ssd,C,1524,1262,UTAH27003,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1262, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-04,Santa Clara,10-01-04c,Santa Clara C,2018,AGRC,,ADAMCLARK,2019/10/16 00:00:00,,0.116709369856842,0.00028891783100844
95,Glen Canyon N.R.A. - Halls Crossing Marina,"National Park Service, Glen Canyon Halls Crossing Marina",Glen Canyon NRA -  Halls Crossing,C,2265,1323,UTAH19046,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1323, , ,Utah,San Juan,West Colorado River,09-03-02,Lake Powell,09-03-02a,Lake Powell WColo,2018,DWRe/DWRi/Supplier,2019/07/31 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.102621341081534,0.000651728404687582
96,Harmony Heights Water Co.,Harmony Heights Water Company,Harmony Heights Water Company,C,1586,11333,UTAH27082,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11333, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,10-01-03b,Harmony Group,2018,DWRe/Supplier,2018/03/05 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0765465090850467,0.000220727201009406
97,White Mesa (Ute Mtn. Ute Tribe), ,White Mesa,C,2194,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,San Juan,Southeast Colorado River,09-03-03,Blanding,09-03-03a,Blanding,2010, ,,ADAMCLARK,2016/01/05 00:00:00,,0.424092189105332,0.0027742247883762
98,New Harmony Water System,New Harmony Town Water,New Harmony Water System,C,1532,1085,UTAH27011,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1085, , ,Utah,Washington,Kanab Creek/Virgin River,10-01-03,Laverkin,10-01-03b,Harmony Group,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.086230392886854,0.000159425678295103
99,Glen Canyon N.R.A. - Bullfrog Recreation Site,"National Park Service, Glen Canyon Bullfrog Recreation Site",Glen Canyon NRA - Bullfrog,C,613,1241,UTAH13014,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1241, , ,Utah,Kane,West Colorado River,09-03-02,Lake Powell,09-03-02a,Lake Powell WColo,2018,DWRe/DWRi/Supplier,2019/07/25 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.142798155419403,0.00101004895592083
100,Kanarraville Town Water System,Kanarraville Municipal Water System,Kanarraville Town Water System,C,507,1282,UTAH11006,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1282, , ,Utah,Iron,Kanab Creek/Virgin River,10-01-03,Laverkin,10-01-03a,Kanarraville,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0739682575357125,0.000120857521058096
101,Henrieville Town Water System,Henrieville Town Culinary Water,Henrieville Town Water System,C,393,1062,UTAH09006,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1062, , ,Utah,Garfield,Southeast Colorado River,09-05-00,Paria River,09-05-00a,Paria,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.0929632823384873,0.000352955663055972
102,Cannonville Town Water System,Cannonville Town,Cannonville Town Water System,C,390,1204,UTAH09003,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1204, , ,Utah,Garfield,Southeast Colorado River,09-05-00,Paria River,09-05-00a,Paria,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.281429740878955,0.000681910947770047
103,Enterprise Town Water System,Enterprise Culinary Water System,Enterprise Town Water System,C,1525,1031,UTAH27004,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1031, , ,Utah,Washington,Cedar/Beaver,06-03-01,Escalante Desert,06-03-01a,Escalante Desert,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.359181404567869,0.00245153532614612
104,Tropic Town Water System,Tropic,Tropic Town Water System,C,395,1160,UTAH09008,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1160, , ,Utah,Garfield,Southeast Colorado River,09-05-00,Paria River,09-05-00a,Paria,2018,AGRC,,ADAMCLARK,2019/10/16 00:00:00,,0.245779476001728,0.00209569057029303
105,Rainbow Ranchos,Rainbow Ranchos Water Company,Rainbow Ranchos,C,543,1281,UTAH11048,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1281, , ,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,06-02-02a,Cedar,2018,DWRe/DWRi/Supplier,2019/07/25 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0298059997713779,4.90985911062262e-05
106,Blanding City,Blanding City Municipal Water System,Blanding City,C,911,1075,UTAH19001,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1075, , ,Utah,San Juan,Southeast Colorado River,09-03-03,Blanding,09-03-03a,Blanding,2018,AGRC,,ADAMCLARK,2019/10/16 00:00:00,,0.526692929809475,0.00347363803129498
107,Cedar Highlands Subdivision (CICWCD),Central Iron County Water Conservancy District (Cedar High),Cedar Highlands Subdivision,C,537,11404,UTAH11042,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11404, , ,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,06-02-02a,Cedar,2018,DWRe,2019/07/31 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0534858630385628,0.00011151620216814
108,Spring Creek Water Users,Spring Creek Water Users,Spring Creek Water Users,C,547,1454,UTAH11052,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1454, , ,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,06-02-02a,Cedar,2018,DWRe/DWRi/Supplier,2019/07/25 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0551263574006807,9.00459939060465e-05
109,Hatch Town Water System,Hatch Culinary Water,Hatch Town Water System,C,392,1237,UTAH09005,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1237, , ,Utah,Garfield,Sevier River,05-06-01,Navajo Lake,05-06-01a,Navajo Lake,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.113976856490988,0.000492307359635122
110,Cross Hollow Hills Subdivision,CICWCD Cross Hollow Hills Water,Cross Hollow Hills Subdivision,C,550,10914,UTAH11055,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10914, , ,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,06-02-02a,Cedar,2017, ,,ADAMCLARK,2019/10/02 00:00:00,,0.0844943392893053,0.000409272332131107
111,Ticaboo Utility Improvement District,Ticaboo Special Service District #1,Ticaboo Utility Improvement District,C,404,1178,UTAH09022,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1178, , ,Utah,Garfield,West Colorado River,09-03-02,Lake Powell,09-03-02a,Lake Powell WColo,2018,DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.0526362562184462,0.000179098499634546
112,Meadows Ranches,"Meadows Ranches Homeowners Association, Inc.",Meadows Ranch,C,540,1428,UTAH11045,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1428, , ,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,06-02-02a,Cedar,2018,DWRe/Supplier,2019/07/03 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.160414597986698,0.00084707393087606
113,Newcastle Water Co.,Newcastle Water Company,New Castle Water Company,C,513,1325,UTAH11013,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1325, , ,Utah,Iron,Cedar/Beaver,06-03-01,Escalante Desert,06-03-01a,Escalante Desert,2018,DWRe/DWRi/Supplier,2020/04/15 00:00:00,ADAMCLARK,2020/04/15 00:00:00,,0.108098516707501,0.000149034452255824
114,Buena Vista Community,Buena Vista Community,Buena Vista Community,C,548,1451,UTAH11053,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1451, , ,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,06-02-02a,Cedar,2018,DWRe/DWRi/Supplier,2019/07/25 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0365601043638025,6.64763716078968e-05
115,Monte Vista Community Water Co.,Monte Vista Comm. & Water Co.,Monte Vista Community Water Co.,C,532,1012,UTAH11036,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1012, , ,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,06-02-02a,Cedar,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0243336490645482,3.50333297345079e-05
116,Brian Head Town Water System,Brian Head Water Supply,Brian Head Town Water System,C,504,1137,UTAH11001,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1137, , ,Utah,Iron,Cedar/Beaver,06-02-01,Parowan,06-02-01a,Parowan,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.193100303506116,0.000799274182015604
117,Escalante Valley Housing,Escalante Valley Housing,Escalante Valley Housing,C,512,11282,UTAH11012,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11282, , ,Utah,Iron,Cedar/Beaver,06-03-01,Escalante Desert,06-03-01a,Escalante Desert,2018,DWRe/DWRi/Supplier,2020/04/14 00:00:00,ADAMCLARK,2020/04/15 00:00:00,,0.00913725457173131,4.95954824510814e-06
118,Flying L Subdivision,Flying L Subdivision,Flying L Subdivision,C,553,11356,UTAH11058,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11356, , ,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,06-02-02a,Cedar,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0376819606971693,5.05702820955938e-05
119,Cedar City Waterworks,Cedar City Municipal Water,Cedar City Waterworks Sys,C,505,1231,UTAH11002,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1231, , ,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,06-02-02a,Cedar,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.610780284566173,0.00448693690262992
120,Escalante Town Water System,Escalante Culinary Water,Escalante Town Water System,C,391,1134,UTAH09004,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1134, , ,Utah,Garfield,West Colorado River,08-04-02,Escalante River,08-04-02a,Escalante River,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.215936605094694,0.000823374279899658
121,Old Meadows Water Co.,Old Meadow Ranchos Community and Water Company,Old Meadows Water Co.,C,538,10921,UTAH11043,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10921, , ,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,06-02-02a,Cedar,2018,DWRe/DWRi/Supplier,2019/07/25 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0259666147344793,3.56931395524996e-05
122,Enoch City Water System,Enoch Municipal Water System,Enoch City Water System,C,506,1007,UTAH11004,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1007, , ,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,06-02-02a,Cedar,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.21539825514935,0.000878908063377545
123,Mid Valley Estates,Mid Valley Estates Water Company,Mid Valley Estates,C,515,1242,UTAH11015,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1242, , ,Utah,Iron,Cedar/Beaver,06-02-02,Cedar,06-02-02a,Cedar,2018,DWRe/DWRi/Supplier,2019/07/25 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0425157267797592,8.2964034485162e-05
124,Summit Culinary Water,Summit Culinary Water Users Inc,Summit Culinary Water,C,511,1250,UTAH11011,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1250, , ,Utah,Iron,Cedar/Beaver,06-02-01,Parowan,06-02-01a,Parowan,2018, ,,ADAMCLARK,2019/11/13 00:00:00,,0.0393615440259413,4.60413105217385e-05
125,Eastland SSD,Eastland Corp. Water,Eastland Spec Serv Distr,C,923,1198,UTAH19013,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1198, , ,Utah,San Juan,Southeast Colorado River,09-03-04,Monticello,09-03-04a,Monticello,2018,DWRe/Supplier,2019/04/29 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.183255858738143,0.000282353181219787
126,Panguitch City Water System,Panguitch City Water,Panguitch City Water System,C,394,1052,UTAH09007,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1052, , ,Utah,Garfield,Sevier River,05-06-02,Panguitch,05-06-02a,Panguitch,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.16874116835486,0.000764016159650034
127,Parowan City Water System,Parowan Municipal Water System,Parowan City Water System,C,510,1287,UTAH11010,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1287, , ,Utah,Iron,Cedar/Beaver,06-02-01,Parowan,06-02-01a,Parowan,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.308241069586477,0.00128859486309347
128,Monticello City,Monticello Municipal Water System,Monticello City,C,914,1295,UTAH19004,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1295, , ,Utah,San Juan,Southeast Colorado River,09-03-04,Monticello,09-03-04a,Monticello,2018,DWRe/Supplier,2019/04/04 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.688481425973745,0.0137718139756622
129,Paragonah Town Water System,Paragonah Municipal Water System,Paragonah Town Water System,C,514,1293,UTAH11014,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1293, , ,Utah,Iron,Cedar/Beaver,06-02-01,Parowan,06-02-01a,Parowan,2018,DWRe/DWRi/Supplier,2019/07/25 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.0752813012835327,0.000136686161136093
130,Boulder Farmstead Water Co.,Boulder Farmstead Water Company,Boulder Farmstead Water Co.,C,389,1304,UTAH09002,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1304, , ,Utah,Garfield,West Colorado River,08-04-01,Boulder,08-04-01a,Boulder,2018,AGRC,,ADAMCLARK,2019/10/16 00:00:00,,0.37075324386172,0.00555951381936538
131,Antimony Town Water System,Antimony Town Water System,Antimony Water System,C,388,1382,UTAH09001,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1382, , ,Utah,Garfield,Sevier River,05-05-01,East Fork Sevier,05-05-01a,East Fork Sevier,2018,AGRC/DWRe,,ADAMCLARK,2019/10/16 00:00:00,,0.346598107866364,0.00319732958996626
132,Circleville Town Water System,Circleville Culinary Water,Circleville Town Water System,C,744,1184,UTAH16002,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1184, , ,Utah,Piute,Sevier River,05-06-03,Piute,05-06-03a,Piute,2018,DWRe/DWRi/Supplier,2019/07/25 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.318723733691903,0.003327671542651
133,Kingston Town Water System,Kingston Town Corporation,Kingston Town Water System,C,746,1182,UTAH16004,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1182, , ,Utah,Piute,Sevier River,05-06-03,Piute,05-06-03a,Piute,2018,AGRC,,ADAMCLARK,2019/10/16 00:00:00,,0.211002269120642,0.00142836611962211
134,Minersville Water System,Minersville Town Water System,Minersville Water System,C,4,1187,UTAH01004,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1187, , ,Utah,Beaver,Cedar/Beaver,06-01-02,Milford,06-01-02a,Milford,2018,DWRe/Supplier,2019/08/30 00:00:00,ADAMCLARK,2019/10/16 00:00:00,,0.380215733929782,0.00139386292431487
135,Junction Town,Junction Town,Junction Town,C,743,1016,UTAH16001,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1016, , ,Utah,Piute,Sevier River,05-06-03,Piute,05-06-03a,Piute,2018,AGRC,,ADAMCLARK,2019/10/16 00:00:00,,0.278008968796287,0.00362571189072879
136,Capitol Reef National Park,Capitol Reef National Park,Capitol Reef Nat'l Park,C,1613,1354,UTAH28011,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1354, , ,Utah,Wayne,West Colorado River,08-03-07,Torrey,08-03-07a,Torrey,2018, ,,ADAMCLARK,2019/10/16 00:00:00,,0.0395336886547096,4.28766035191741e-05
