RegulatoryOverlayUUID,OversightAgency,RegulatoryDescription,RegulatoryName,RegulatoryOverlayNativeID,RegulatoryStatusCV,RegulatoryStatute,RegulatoryStatuteLink,StatutoryEffectiveDate,StatutoryEndDate,RegulatoryOverlayTypeCV,WaterSourceTypeCV
CAre_RO54,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Alexander Valley - Cloverdale Area,1-054.02,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO55,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Santa Rosa Valley - Santa Rosa Plain,1-055.01,Final,Medium,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO56,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Santa Rosa Valley - Healdsburg Area,1-055.02,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO57,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Santa Rosa Valley - Rincon Valley,1-055.03,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO58,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Mcdowell Valley,1-056,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO59,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Bodega Bay Area,1-057,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO60,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Wilson Grove Formation Highlands,1-059,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO61,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Lower Russian River Valley,1-060,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO62,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Fort Ross Terrace Deposits,1-061,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO63,Northern Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Wilson Point Area,1-062,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO64,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Petaluma Valley,2-001,Final,Medium,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO65,Unspecified,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Napa-Sonoma Valley - Napa Valley,2-002.01,Final,High,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO66,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Napa-Sonoma Valley - Sonoma Valley,2-002.02,Final,High,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO67,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Napa-Sonoma Valley - Napa-Sonoma Lowlands,2-002.03,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO68,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Suisun-Fairfield Valley,2-003,Final,Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO69,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Pittsburg Plain,2-004,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO70,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Clayton Valley,2-005,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
CAre_RO71,North Central Region Office,"Each basin’s priority (high, medium, low, or very low) determines which provisions of California Statewide Groundwater Elevation Monitoring (CASGEM) and the Sustainable Groundwater Management Act (SGMA) apply.  SGMA requires medium- and high-priority basins to develop groundwater sustainability agencies (GSAs), develop groundwater sustainability plans (GSPs) and manage groundwater for long-term sustainability.",Ygnacio Valley,2-006,Final,Very Low,https://water.ca.gov/Programs/Groundwater-Management/Basin-Prioritization,01/01/2019,,Sustainable Groundwater Management Act Basin,Groundwater
