OID_,LocationID,LocationCode,LocationName,LocationPath,LocationType,IsExternalLocation,Longitude,Latitude,UtcOffset,LastModified,ElevationUnits,Elevation,Description,Tags,ExtendedAttributeValues,StatusDesc,ActiveFlag
123,4b0ec8cc2a4f40dbae267d8dcca62b5d,76HB 02800,Graves Creek at Highway12,All Locations.DNRC WMB.Clark Fork.Bitterroot.Lolo Creek,Hydrology Station,0,-114.398168999999996,46.782449999999997,-PT7H,2/4/2021 17:50:59,ft,3788.000000000000000,Tru Track in Stilling Well,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""830133f840e24a3aba36a4c6e64dd5f5"", ""Name"": ""Bitterroot"", ""Key"": ""Bitterroot"", ""Value"": null}, {""UniqueId"": ""c9477934088a4b1e904f8e4c635f04e9"", ""Name"": ""Lolo Creek"", ""Key"": ""Lolo Creek"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
124,055b9466bef348b587b33d03adc0216d,76HB 03000,Lolo Creek below Bear Creek,All Locations.DNRC WMB.Clark Fork.Bitterroot.Lolo Creek,Hydrology Station,0,-114.297278000000006,46.760537900000003,-PT7H,2/4/2021 17:51:12,ft,3581.000000000000000,Tru Track in Stilling Well,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""830133f840e24a3aba36a4c6e64dd5f5"", ""Name"": ""Bitterroot"", ""Key"": ""Bitterroot"", ""Value"": null}, {""UniqueId"": ""c9477934088a4b1e904f8e4c635f04e9"", ""Name"": ""Lolo Creek"", ""Key"": ""Lolo Creek"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
125,54e6d07e301a486d9ee2a1b812f9378d,76HB 05500,S.Fork Lolo below West Butte Creek,All Locations.DNRC WMB.Clark Fork.Bitterroot.Lolo Creek,Hydrology Station,0,-114.287723999999997,46.752952000000001,-PT7H,2/4/2021 17:51:39,ft,3647.000000000000000,Tru Track in Stilling Well,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""830133f840e24a3aba36a4c6e64dd5f5"", ""Name"": ""Bitterroot"", ""Key"": ""Bitterroot"", ""Value"": null}, {""UniqueId"": ""c9477934088a4b1e904f8e4c635f04e9"", ""Name"": ""Lolo Creek"", ""Key"": ""Lolo Creek"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
126,bfc4c4ef7d2d41b49f4fc3d2014584f7,76HB 09500,Lolo Creek abv Sleeman Creek,All Locations.DNRC WMB.Clark Fork.Bitterroot.Lolo Creek,Hydrology Station,0,-114.154763000000003,46.742963000000003,-PT7H,7/7/2021 19:19:46,ft,3313.000000000000000,Lolo Creek below Morman Peak Bridge,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""830133f840e24a3aba36a4c6e64dd5f5"", ""Name"": ""Bitterroot"", ""Key"": ""Bitterroot"", ""Value"": null}, {""UniqueId"": ""c9477934088a4b1e904f8e4c635f04e9"", ""Name"": ""Lolo Creek"", ""Key"": ""Lolo Creek"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
127,5295a2c0fc064514a6a0968bb62c94d8,76HB 05800,S.Fork Lolo at Mouth,All Locations.DNRC WMB.Clark Fork.Bitterroot.Lolo Creek,Hydrology Station,0,-114.264624999999995,46.761902999999997,-PT7H,2/4/2021 17:52:37,ft,3521.000000000000000,Tru Track in Stilling Well,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""830133f840e24a3aba36a4c6e64dd5f5"", ""Name"": ""Bitterroot"", ""Key"": ""Bitterroot"", ""Value"": null}, {""UniqueId"": ""c9477934088a4b1e904f8e4c635f04e9"", ""Name"": ""Lolo Creek"", ""Key"": ""Lolo Creek"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
128,adcb6f06bc6049ac82df5966fa84e250,76HB 09550,Lolo Creek below Sleeman Creek,All Locations.DNRC WMB.Clark Fork.Bitterroot.Lolo Creek,Hydrology Station,0,-114.107966000000005,46.754607999999998,-PT7H,2/4/2021 17:53:05,ft,3222.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""830133f840e24a3aba36a4c6e64dd5f5"", ""Name"": ""Bitterroot"", ""Key"": ""Bitterroot"", ""Value"": null}, {""UniqueId"": ""c9477934088a4b1e904f8e4c635f04e9"", ""Name"": ""Lolo Creek"", ""Key"": ""Lolo Creek"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
129,06a40d2c83a146618b6e1892ced47849,76HB 09600,Lolo Creek below Highway 93,All Locations.DNRC WMB.Clark Fork.Bitterroot.Lolo Creek,Hydrology Station,0,-114.081270000000004,46.748997000000003,-PT7H,7/8/2021 17:00:04,ft,3183.000000000000000,Lolo Creek below Highway 93 Bridge,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""830133f840e24a3aba36a4c6e64dd5f5"", ""Name"": ""Bitterroot"", ""Key"": ""Bitterroot"", ""Value"": null}, {""UniqueId"": ""c9477934088a4b1e904f8e4c635f04e9"", ""Name"": ""Lolo Creek"", ""Key"": ""Lolo Creek"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
130,6b67bcd1b83043d5bea8e8fac0815294,76LJ 07500,Mill Creek below Creston Hatchery,All Locations.DNRC WMB.Clark Fork.Flathead.Mill Creek blw Creston,Hydrology Station,0,-114.118784000000005,48.197626999999997,-PT7H,2/4/2021 17:56:53,ft,2926.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""b1389240fb6f4ea68d45f48544124528"", ""Name"": ""Flathead"", ""Key"": ""Flathead"", ""Value"": null}, {""UniqueId"": ""4358b6a32584435293b70380c334a62c"", ""Name"": ""Mill Creek blw Creston"", ""Key"": ""Mill Creek blw Creston"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
131,5a211fb94f9a4f7d8cf682e2895e48cb,76LJ 001,Blaine Ck at MSU Ag Station,All Locations.DNRC WMB.Clark Fork.Flathead.Blaine Ck and Mooring Ck,Hydrology Station,0,-114.132400000000004,48.188319999999997,-PT7H,3/12/2021 14:04:25,ft,2922.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""b1389240fb6f4ea68d45f48544124528"", ""Name"": ""Flathead"", ""Key"": ""Flathead"", ""Value"": null}, {""UniqueId"": ""d9501fe4859048a689736a7bcf70322d"", ""Name"": ""Blaine Ck and Mooring Ck"", ""Key"": ""Blaine Ck and Mooring Ck"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
132,081e5d572156420c97cc065b74a83659,76LJ 002,Blaine Creek at Outlet of Lake Blaine,All Locations.DNRC WMB.Clark Fork.Flathead.Blaine Ck and Mooring Ck,Hydrology Station,0,-114.131870000000006,48.247019999999999,-PT7H,2/4/2021 17:55:25,ft,2996.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""b1389240fb6f4ea68d45f48544124528"", ""Name"": ""Flathead"", ""Key"": ""Flathead"", ""Value"": null}, {""UniqueId"": ""d9501fe4859048a689736a7bcf70322d"", ""Name"": ""Blaine Ck and Mooring Ck"", ""Key"": ""Blaine Ck and Mooring Ck"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
133,2a4120db1c9c48e7be3147057ec678f4,76LJ 003,Hemler Creek,All Locations.DNRC WMB.Clark Fork.Flathead.Blaine Ck and Mooring Ck,Hydrology Station,0,-114.105000000000004,48.241999999999997,-PT7H,2/4/2021 17:55:38,ft,3027.300000000000182,"Tribuatry to Lake Blaine, flows off of west side Swan Mountain Rage, Flathead County","[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""b1389240fb6f4ea68d45f48544124528"", ""Name"": ""Flathead"", ""Key"": ""Flathead"", ""Value"": null}, {""UniqueId"": ""d9501fe4859048a689736a7bcf70322d"", ""Name"": ""Blaine Ck and Mooring Ck"", ""Key"": ""Blaine Ck and Mooring Ck"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
134,af7f8b9ff8a842cda2d40443f113135a,76LJ 004,Mooring Ck at Blackmer Road,All Locations.DNRC WMB.Clark Fork.Flathead.Blaine Ck and Mooring Ck,Hydrology Station,0,-114.133700000000005,48.267400000000002,-PT7H,3/11/2021 23:26:36,ft,3011.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""b1389240fb6f4ea68d45f48544124528"", ""Name"": ""Flathead"", ""Key"": ""Flathead"", ""Value"": null}, {""UniqueId"": ""d9501fe4859048a689736a7bcf70322d"", ""Name"": ""Blaine Ck and Mooring Ck"", ""Key"": ""Blaine Ck and Mooring Ck"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
135,bbedc51967164b3f91754a4094278023,76LJ 005,Mooring Creek at Sampsons,All Locations.DNRC WMB.Clark Fork.Flathead.Blaine Ck and Mooring Ck,Hydrology Station,0,-114.136300000000006,48.276899999999998,-PT7H,3/11/2021 23:27:33,ft,3039.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""b1389240fb6f4ea68d45f48544124528"", ""Name"": ""Flathead"", ""Key"": ""Flathead"", ""Value"": null}, {""UniqueId"": ""d9501fe4859048a689736a7bcf70322d"", ""Name"": ""Blaine Ck and Mooring Ck"", ""Key"": ""Blaine Ck and Mooring Ck"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
136,447524c905c94d86bf553f80d0ce9b09,76LJ 09900,Ashley Creek at Kalispell WTP,All Locations.DNRC WMB.Clark Fork.Flathead.Ashley Creek,Hydrology Station,0,-114.307558000000000,48.173994000000000,-PT7H,2/4/2021 14:44:19,ft,2927.000000000000000,Sutron Bubbler/SatLink installed ~ 30yds downstream of WTP discharge,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""8b339060c87942e4b52968fbf562f8b8"", ""Name"": ""Clark Fork"", ""Key"": ""Clark Fork"", ""Value"": null}, {""UniqueId"": ""b1389240fb6f4ea68d45f48544124528"", ""Name"": ""Flathead"", ""Key"": ""Flathead"", ""Value"": null}, {""UniqueId"": ""62480192d00548c88617c912d0058e6f"", ""Name"": ""Ashley Creek"", ""Key"": ""Ashley Creek"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
137,54566d8f2aa44cab9a4046c1646775a2,43BV 02000,Sweet Grass Creek at Tronrud Bridge,All Locations.DNRC WMB.Yellowstone.Sweet Grass Cr,Hydrology Station,0,-110.112555999999998,46.164689000000003,-PT7H,2/4/2021 20:26:09,ft,5575.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""0980eb7501b04c259128bf4b2d8ead90"", ""Name"": ""Sweet Grass Cr"", ""Key"": ""Sweet Grass Cr"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
138,880fdd99c0a44f719f4ef3280bb4887f,43BV 04000,Sweet Grass Creek at Otter Creek Bridge,All Locations.DNRC WMB.Yellowstone.Sweet Grass Cr,Hydrology Station,0,-109.854141999999996,46.061742000000002,-PT7H,2/4/2021 20:26:55,ft,4766.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""0980eb7501b04c259128bf4b2d8ead90"", ""Name"": ""Sweet Grass Cr"", ""Key"": ""Sweet Grass Cr"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
139,ac7b280667804e34a4b0d4866ffd60eb,43BV 05000,Sweet Grass Creek Below Glasston Intake,All Locations.DNRC WMB.Yellowstone.Sweet Grass Cr,Hydrology Station,0,-109.841813299999998,46.056820500000001,-PT7H,2/4/2021 20:27:22,ft,4737.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""0980eb7501b04c259128bf4b2d8ead90"", ""Name"": ""Sweet Grass Cr"", ""Key"": ""Sweet Grass Cr"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
140,9d11cca3239044d6aea82bb7eb7577c8,43BV 07000,Sweet Grass Creek at Rapalje Bridge,All Locations.DNRC WMB.Yellowstone.Sweet Grass Cr,Hydrology Station,0,-109.755640000000000,45.919930000000001,-PT7H,2/4/2021 21:04:28,ft,4280.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""0980eb7501b04c259128bf4b2d8ead90"", ""Name"": ""Sweet Grass Cr"", ""Key"": ""Sweet Grass Cr"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
141,0aecbed8937549349bbbd4312f170680,43BV 08000,Sweet Grass Creek at Agnew's,All Locations.DNRC WMB.Yellowstone.Sweet Grass Cr,Hydrology Station,0,-109.751419999999996,45.849559999999997,-PT7H,2/4/2021 21:04:02,ft,4036.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""0980eb7501b04c259128bf4b2d8ead90"", ""Name"": ""Sweet Grass Cr"", ""Key"": ""Sweet Grass Cr"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
142,093accb0e1ea4ad389d097030c546c66,43BV 09000,Sweet Grass Creek at Vermillion Bridge,All Locations.DNRC WMB.Yellowstone.Sweet Grass Cr,Hydrology Station,0,-109.786738999999997,45.788291999999998,-PT7H,2/4/2021 20:28:18,ft,3924.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""0980eb7501b04c259128bf4b2d8ead90"", ""Name"": ""Sweet Grass Cr"", ""Key"": ""Sweet Grass Cr"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}]",[],Seasonal,1
143,ff881493e36e4125bf29bc313185a43d,43D 01900,"WF Rock Ck nr Red Lodge, MT",All Locations.DNRC WMB.Yellowstone.WF Rock Creek,Hydrology Station,0,-109.340711999999996,45.150436999999997,-PT7H,2/4/2021 20:29:03,ft,6489.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""dbaa7d7ee7064dadae6030d154f8116d"", ""Name"": ""WF Rock Creek"", ""Key"": ""WF Rock Creek"", ""Value"": null}, {""UniqueId"": ""55356f4ad4764f1ebf8fc8506638e32c"", ""Name"": ""Real-time"", ""Key"": ""Real-time"", ""Value"": null}]",[],Real-time,1
144,d06a1fd300b94f30942c7e506d249d75,43B 04010,Mill Creek above Pipeline Intake,All Locations.DNRC WMB.Yellowstone.Mill Cr,Hydrology Station,0,-110.593480000000000,45.340069999999997,-PT7H,2/4/2021 20:22:06,ft,5362.000000000000000,TruTrack is on right bank 40 feet above Northside Ditch headgate,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""0bcd3fa3d50145c4a7bce6448efc89d5"", ""Name"": ""Mill Cr"", ""Key"": ""Mill Cr"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
145,1016ee6ea7384ee2aa5456a7f3231b42,43B 04040,Mill Creek at 360 Ranch Upper Bridge,All Locations.DNRC WMB.Yellowstone.Mill Cr,Hydrology Station,0,-110.618290000000002,45.360019999999999,-PT7H,2/4/2021 20:22:23,ft,5153.000000000000000,"TruTrack 30 feet downstream of bridge, left bank","[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""0bcd3fa3d50145c4a7bce6448efc89d5"", ""Name"": ""Mill Cr"", ""Key"": ""Mill Cr"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
146,26a1ee14fb8c47769494491ea7e07ad5,43B 04060,Mill Creek at East River Road Bridge,All Locations.DNRC WMB.Yellowstone.Mill Cr,Hydrology Station,0,-110.649270000000001,45.412939999999999,-PT7H,5/3/2021 21:04:32,ft,4841.000000000000000,Gage mounted on downstream left bridge abutment,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""0bcd3fa3d50145c4a7bce6448efc89d5"", ""Name"": ""Mill Cr"", ""Key"": ""Mill Cr"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}, {""UniqueId"": ""3ce0db0044d74d9488fc56f987a9c50e"", ""Name"": ""Paradise Valley"", ""Key"": ""Paradise Valley"", ""Value"": null}]",[],Seasonal,1
147,eaf5d87d0e144b4ba9eeee5babce2681,42C 10000,T&Y Canal below Twelve Mile Dam,All Locations.DNRC WMB.Yellowstone.Tongue River,Hydrology Station,0,-105.748210000000000,46.247819999999997,-PT7H,6/16/2021 19:34:44,ft,2440.000000000000000,"Culvert stilling well with Sutron 8200 shaft encoder, TruTrack installed, and cantilever staff gage. Downstream of Pumpkin Creek siphon on left bank. TruTrack zero as of (05/06/2021) is at an elevation of 2.08' relative to zero stage.","[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""0726187316f44e95919d240cd0414341"", ""Name"": ""Tongue River"", ""Key"": ""Tongue River"", ""Value"": null}, {""UniqueId"": ""f75b412b0bd041628030306f1ef41714"", ""Name"": ""Seasonal"", ""Key"": ""Seasonal"", ""Value"": null}, {""UniqueId"": ""f69153f88eea44f5b4ce8ade2a222fef"", ""Name"": ""T&Y Canal"", ""Key"": ""T&Y Canal"", ""Value"": null}]",[],Seasonal,1
148,6a3484fc1ecf4cc7981596dc4878882e,43A 07100,Smith Creek at McLeods,All Locations.DNRC WMB.Yellowstone.Shields River,Hydrology Station,0,-110.555059999999997,46.170879999999997,-PT7H,2/4/2021 20:19:49,ft,5738.000000000000000,,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""af3a23cacb57472e8bb397593ca40fb3"", ""Name"": ""Shields River"", ""Key"": ""Shields River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
149,8edb3d496c1e43d48327d6a81dc2f187,43A 08100,Big Ditch below Second Headgate,All Locations.DNRC WMB.Yellowstone.Shields River,Hydrology Station,0,-110.622960000000006,46.110160000000000,-PT7H,2/4/2021 20:20:10,ft,5418.000000000000000,Below second Headgate where water is wasted back through Cole Creek to the Shields River,"[{""UniqueId"": ""0050e89ff43c43ee8d161c6d06693223"", ""Name"": ""DNRC WMB"", ""Key"": ""DNRC WMB"", ""Value"": null}, {""UniqueId"": ""305ccde439b04f499087ad431df777ba"", ""Name"": ""Yellowstone"", ""Key"": ""Yellowstone"", ""Value"": null}, {""UniqueId"": ""af3a23cacb57472e8bb397593ca40fb3"", ""Name"": ""Shields River"", ""Key"": ""Shields River"", ""Value"": null}, {""UniqueId"": ""2ee02013db614ffa8c842e15879633be"", ""Name"": ""Discontinued"", ""Key"": ""Discontinued"", ""Value"": null}]",[],Discontinued,1
