OID_,OBJECTID,RECORD_ID,PERMIT_NUMBER,RECORD_TYPE,WATER,STATUS,ENTITY_NAME,QUARTER3,QUARTER2,QUARTER1,SECTION,TOWNSHIP,RANGE,COUNTY,PERMIT_TYPE,TOTAL_PERMITTED_ACRE_FEET,PRIMARY_PURPOSE,DATE_FILED,DATE_ISSUED,HYDRO_UNIT,STREAM_SYSTEM,LATITUDE,LONGITUDE
23,1619,34567,19880007,Permit,Surface Water,Active,Southwest Soil & Water Consery Dist, , , ,5,01N,26WI,Harmon,Regular,1000,Other,4/14/1988 0:00,9/14/1988 0:00,11130101,1170,34.58721934,-99.95585581
430,1650,25283,19050001,Permit,Surface Water,Active,Howell Circle Ranch LLC, , ,E2,10,01S,01EI,Murray,Vested,37,Irrigation,11/15/1905 0:00,8/12/1969 0:00,11130303,1081,34.48489085,-97.18216714
431,1651,25289,19050001,Permit,Surface Water,Active,Howell Circle Ranch LLC, ,SW,NW,11,01S,01EI,Murray,Vested,37,Irrigation,11/15/1905 0:00,8/12/1969 0:00,11130303,1081,34.48662711,-97.1756241
429,1655,25282,19050001,Permit,Surface Water,Active,Howell Circle Ranch LLC, , ,N2,15,01S,01EI,Murray,Vested,37,Irrigation,11/15/1905 0:00,8/12/1969 0:00,11130303,1081,34.47398713,-97.18653717
103,1656,25787,19530570,Permit,Surface Water,Active,Young Men Christian Assoc (YMCA), , ,N2,24,01S,01EI,Murray,Vested,58,"Recreation, Fish, Wildlife",7/7/1953 0:00,8/12/1969 0:00,11130303,1081,34.45948146,-97.15159725
82,1657,40984,19720076,Permit,Surface Water,Active,"Davis, City of", , , ,25,01S,01EI,Murray,Regular,25,Public Supply,3/10/1972 0:00,6/13/1972 0:00,11130303,1081,34.44140204,-97.15151335
77,1658,11435,19770152,Permit,Surface Water,Active,"Davis, City of", , , ,25,01S,01EI,Murray,Regular,5600,"Recreation, Fish, Wildlife",11/2/1977 0:00,3/14/1978 0:00,11130303,1081,34.44140204,-97.15151335
74,1659,10974,19770152,Permit,Surface Water,Active,"Davis, City of", , , ,30,01S,01EI,Murray,Regular,5600,"Recreation, Fish, Wildlife",11/2/1977 0:00,3/14/1978 0:00,11130303,1081,34.44157839,-97.23895381
75,1660,11074,19770152,Permit,Surface Water,Active,"Davis, City of", , , ,31,01S,01EI,Murray,Regular,5600,"Recreation, Fish, Wildlife",11/2/1977 0:00,3/14/1978 0:00,11130303,1081,34.42708925,-97.23894975
80,1661,42233,19720076,Permit,Surface Water,Active,"Davis, City of", , , ,35,01S,01EI,Murray,Regular,25,Public Supply,3/10/1972 0:00,6/13/1972 0:00,11130303,1081,34.42695477,-97.16899613
81,1662,42234,19720076,Permit,Surface Water,Active,"Davis, City of", , , ,36,01S,01EI,Murray,Regular,25,Public Supply,3/10/1972 0:00,6/13/1972 0:00,11130303,1081,34.42692627,-97.15151092
76,1663,16179,19770152,Permit,Surface Water,Active,"Davis, City of", , , ,36,01S,01EI,Murray,Regular,5600,"Recreation, Fish, Wildlife",11/2/1977 0:00,3/14/1978 0:00,11130303,1081,34.42692627,-97.15151092
465,1674,1,19970025,Permit,Surface Water,Active,"Arbuckle Enterprises, LLC", , ,SE,2,01S,01WI,Murray,Regular,323,Mining,12/3/1997 0:00,2/10/1998 0:00,11130303,1081,34.49606313,-97.26938139
283,1675,47179,19490032,Permit,Surface Water,Active,"Warren, Mike and Donna Delores", , , ,5,01S,01WI,Murray,Vested,65,"Recreation, Fish, Wildlife",2/18/1949 0:00,8/12/1969 0:00,11130303,1081,34.49972115,-97.32631362
418,1676,55502,19490033,Permit,Surface Water,Active,DOV Acquisitions LLC, , , ,5,01S,01WI,Murray,Vested,66,"Recreation, Fish, Wildlife",2/18/1949 0:00,8/12/1969 0:00,11130303,1081,34.49972115,-97.32631362
284,1679,47180,19490032,Permit,Surface Water,Active,"Warren, Mike and Donna Delores", , , ,8,01S,01WI,Murray,Vested,65,"Recreation, Fish, Wildlife",2/18/1949 0:00,8/12/1969 0:00,11130303,1081,34.48517185,-97.3263046
419,1680,55503,19490033,Permit,Surface Water,Active,DOV Acquisitions LLC, , , ,8,01S,01WI,Murray,Vested,66,"Recreation, Fish, Wildlife",2/18/1949 0:00,8/12/1969 0:00,11130303,1081,34.48517185,-97.3263046
285,1681,47181,19490032,Permit,Surface Water,Active,"Warren, Mike and Donna Delores", , , ,9,01S,01WI,Murray,Vested,65,"Recreation, Fish, Wildlife",2/18/1949 0:00,8/12/1969 0:00,11130303,1081,34.48521888,-97.30872546
420,1682,55504,19490033,Permit,Surface Water,Active,DOV Acquisitions LLC, , , ,9,01S,01WI,Murray,Vested,66,"Recreation, Fish, Wildlife",2/18/1949 0:00,8/12/1969 0:00,11130303,1081,34.48521888,-97.30872546
455,1683,2396,19840060,Permit,Surface Water,Active,"Myers, Jerry", ,NE,NE,10,01S,01WI,Murray,Regular,32,Industrial,9/27/1984 0:00,12/11/1984 0:00,11130303,1081,34.49064354,-97.28482256
79,1704,43301,19720076,Permit,Surface Water,Active,"Davis, City of", , , ,30,01S,02EI,Murray,Regular,25,Public Supply,3/10/1972 0:00,6/13/1972 0:00,11130303,1081,34.44137127,-97.13425325
355,1705,15738,19770028,Permit,Surface Water,Active,"Bulard, Ronald A",NW,SW,NE,30,01S,02EI,Murray,Regular,50,Irrigation,2/10/1977 0:00,5/10/1977 0:00,11130303,1081,34.44396453,-97.13340972
356,1706,20373,19770028,Permit,Surface Water,Active,"Bulard, Ronald A",SW,SW,NE,30,01S,02EI,Murray,Regular,50,Irrigation,2/10/1977 0:00,5/10/1977 0:00,11130303,1081,34.4421578,-97.13341072
357,1707,20374,19770028,Permit,Surface Water,Active,"Bulard, Ronald A",NW,NW,SE,30,01S,02EI,Murray,Regular,50,Irrigation,2/10/1977 0:00,5/10/1977 0:00,11130303,1081,34.44036194,-97.13340813
246,1709,16908,19830026,Permit,Surface Water,Active,"Chapman, Jr, Fred A", , ,SW,31,01S,02EI,Murray,Regular,120,Irrigation,4/25/1983 0:00,3/13/1984 0:00,11130303,1081,34.42318501,-97.13859066
83,1710,46971,19720076,Permit,Surface Water,Active,"Davis, City of", , , ,31,01S,02EI,Murray,Regular,25,Public Supply,3/10/1972 0:00,6/13/1972 0:00,11130303,1081,34.4268191,-97.13422816
383,1711,48684,19380014,Permit,Surface Water,Active,Baptist General Convention of OK, ,SW,SE,32,01S,02EI,Murray,Vested,25,"Recreation, Fish, Wildlife",12/31/1938 0:00,8/12/1969 0:00,11130303,1081,34.42122805,-97.11486931
313,1714,12060,19560464,Permit,Surface Water,Active,Baptist General Convention of OK, ,SW,NW,33,01S,02EI,Murray,Vested,10,"Recreation, Fish, Wildlife",6/11/1956 0:00,8/12/1969 0:00,11130303,1081,34.42834639,-97.10622555
403,1724,45358,19560823,Permit,Surface Water,Active,Chickasaw National Recreation Area,N2,NW,NE,19,01S,03EI,Murray,Vested,100,Public Supply,10/26/1956 0:00,8/12/1969 0:00,11130303,1081,34.46163559,-97.02714083
407,1725,44619,19560823,Permit,Surface Water,Active,Chickasaw National Recreation Area, ,SW,NW,19,01S,03EI,Murray,Vested,100,Public Supply,10/26/1956 0:00,8/12/1969 0:00,11130303,1081,34.45710062,-97.0359032
408,1726,44620,19560823,Permit,Surface Water,Active,Chickasaw National Recreation Area, ,E2,NE,19,01S,03EI,Murray,Vested,100,Public Supply,10/26/1956 0:00,8/12/1969 0:00,11130303,1081,34.45894033,-97.02276258
409,1727,49960,19560823,Permit,Surface Water,Active,Chickasaw National Recreation Area, , ,SE,19,01S,03EI,Murray,Vested,100,Public Supply,10/26/1956 0:00,8/12/1969 0:00,11130303,1081,34.45167953,-97.02495419
404,1728,48447,19560823,Permit,Surface Water,Active,Chickasaw National Recreation Area, , ,SW,19,01S,03EI,Murray,Vested,100,Public Supply,10/26/1956 0:00,8/12/1969 0:00,11130303,1081,34.45168412,-97.03371978
410,1729,49961,19560823,Permit,Surface Water,Active,Chickasaw National Recreation Area, , , ,20,01S,03EI,Murray,Vested,100,Public Supply,10/26/1956 0:00,8/12/1969 0:00,11130303,1081,34.45534943,-97.01184648
290,1732,2210,19030003,Permit,Surface Water,Active,"Lowrance, Phillip A", ,NE,SW,24,01S,03EI,Murray,Vested,252,Irrigation,11/15/1903 0:00,8/12/1969 0:00,11130303,1081,34.45375472,-96.94413492
291,1733,2211,19030003,Permit,Surface Water,Active,"Lowrance, Phillip A", ,NW,SE,24,01S,03EI,Murray,Vested,252,Irrigation,11/15/1903 0:00,8/12/1969 0:00,11130303,1081,34.45376885,-96.93975012
287,1734,1216,19030003,Permit,Surface Water,Active,"Lowrance, Phillip A", , ,NE,25,01S,03EI,Murray,Vested,252,Irrigation,11/15/1903 0:00,8/12/1969 0:00,11130303,1081,34.44472993,-96.93755145
289,1735,1218,19030003,Permit,Surface Water,Active,"Lowrance, Phillip A", ,NE,SW,25,01S,03EI,Murray,Vested,252,Irrigation,11/15/1903 0:00,8/12/1969 0:00,11130303,1081,34.43931576,-96.94412629
288,1736,1217,19030003,Permit,Surface Water,Active,"Lowrance, Phillip A", ,E2,NW,25,01S,03EI,Murray,Vested,252,Irrigation,11/15/1903 0:00,8/12/1969 0:00,11130303,1081,34.44471659,-96.94412565
411,1738,49962,19560823,Permit,Surface Water,Active,Chickasaw National Recreation Area, , ,NW,28,01S,03EI,Murray,Vested,100,Public Supply,10/26/1956 0:00,8/12/1969 0:00,11130303,1081,34.44459387,-96.99887513
412,1739,50933,19560823,Permit,Surface Water,Active,Chickasaw National Recreation Area, , ,SW,28,01S,03EI,Murray,Vested,100,Public Supply,10/26/1956 0:00,8/12/1969 0:00,11130303,1081,34.43738304,-96.99889957
405,1740,48122,19560823,Permit,Surface Water,Active,Chickasaw National Recreation Area, ,N2,NE,29,01S,03EI,Murray,Vested,100,Public Supply,10/26/1956 0:00,8/12/1969 0:00,11130303,1081,34.44633635,-97.00750392
413,1741,50823,19560823,Permit,Surface Water,Active,Chickasaw National Recreation Area, ,NW,NW,29,01S,03EI,Murray,Vested,100,Public Supply,10/26/1956 0:00,8/12/1969 0:00,11130303,1081,34.44631182,-97.01843889
406,1742,48123,19560823,Permit,Surface Water,Active,Chickasaw National Recreation Area, , ,SE,29,01S,03EI,Murray,Vested,100,Public Supply,10/26/1956 0:00,8/12/1969 0:00,11130303,1081,34.43730809,-97.00753282
414,1743,51895,19560823,Permit,Surface Water,Active,Chickasaw National Recreation Area, , ,NE,30,01S,03EI,Murray,Vested,100,Public Supply,10/26/1956 0:00,8/12/1969 0:00,11130303,1081,34.44442019,-97.02502594
415,1747,52604,19560823,Permit,Surface Water,Active,Chickasaw National Recreation Area, ,NE,NE,32,01S,03EI,Murray,Vested,100,Public Supply,10/26/1956 0:00,8/12/1969 0:00,11130303,1081,34.43186428,-97.00533275
416,1748,52605,19560823,Permit,Surface Water,Active,Chickasaw National Recreation Area, , ,NW,33,01S,03EI,Murray,Vested,100,Public Supply,10/26/1956 0:00,8/12/1969 0:00,11130303,1081,34.43008145,-96.99892617
417,1749,52606,19560823,Permit,Surface Water,Active,Chickasaw National Recreation Area, ,S2,NE,33,01S,03EI,Murray,Vested,100,Public Supply,10/26/1956 0:00,8/12/1969 0:00,11130303,1081,34.42823061,-96.99031521
67,1753,48175,19980014,Permit,Surface Water,Active,"Leonard, Jim", ,S2,SE,35,01S,03EI,Murray,Regular,160,Irrigation,6/8/1998 0:00,10/13/1998 0:00,11130304,1081,34.42112013,-96.95520484
69,1754,47342,19980014,Permit,Surface Water,Active,"Leonard, Jim",W2,NW,SE,35,01S,03EI,Murray,Regular,160,Irrigation,6/8/1998 0:00,10/13/1998 0:00,11130304,1081,34.42473344,-96.95849095
68,1755,47341,19980014,Permit,Surface Water,Active,"Leonard, Jim",SE,NE,SW,35,01S,03EI,Murray,Regular,160,Irrigation,6/8/1998 0:00,10/13/1998 0:00,11130304,1081,34.42383579,-96.96068317
65,1756,44028,19980014,Permit,Surface Water,Active,"Leonard, Jim",SE,NW,SE,35,01S,03EI,Murray,Regular,160,Irrigation,6/8/1998 0:00,10/13/1998 0:00,11130304,1081,34.42382754,-96.95630117
66,1760,44029,19980014,Permit,Surface Water,Active,"Leonard, Jim",S2,NE,SE,35,01S,03EI,Murray,Regular,160,Irrigation,6/8/1998 0:00,10/13/1998 0:00,11130304,1081,34.42383042,-96.95301018
300,1761,11904,19540270,Permit,Surface Water,Active,"Binderim, Denny", ,N2,NW,36,01S,03EI,Murray,Vested,1,Irrigation,5/4/1954 0:00,8/12/1969 0:00,11130303,1081,34.4320388,-96.94641888
493,1773,404,19490133,Permit,Surface Water,Active,"Long Estate, John R", , , ,4,01S,04EI,Murray,Vested,189,"Recreation, Fish, Wildlife",11/10/1949 0:00,8/12/1969 0:00,11130304,1090,34.49901187,-96.8895904
460,1786,13037,19730412,Permit,Surface Water,Active,U S Silica Company,NE,NE,SW,14,01S,04EI,Johnston,Regular,43,Mining,10/16/1973 0:00,2/12/1974 0:00,11130304,1090,34.46929055,-96.85560285
461,1790,12769,19730412,Permit,Surface Water,Active,U S Silica Company,NE,SW,NE,14,01S,04EI,Johnston,Regular,43,Mining,10/16/1973 0:00,2/12/1974 0:00,11130304,1090,34.47291355,-96.85115165
223,1796,53180,20040033,Permit,Surface Water,Active,Vulcan Construction Materials LLC, , , ,25,01S,04EI,Johnston,Regular,1425,Mining,10/26/2004 0:00,12/14/2004 0:00,11130303,1090,34.44118686,-96.83698987
128,1799,16423,19480064,Permit,Surface Water,Active,"Warren, Paul O. & David M.", ,SW,NE,34,01S,04EI,Johnston,Vested,160,Irrigation,7/31/1948 0:00,8/12/1969 0:00,11130304,1090,34.42840821,-96.86999165
126,1800,16396,19480064,Permit,Surface Water,Active,"Warren, Paul O. & David M.", , ,S2,34,01S,04EI,Johnston,Vested,160,Irrigation,7/31/1948 0:00,8/12/1969 0:00,11130304,1090,34.4230154,-96.87211153
127,1801,16397,19480064,Permit,Surface Water,Active,"Warren, Paul O. & David M.", ,SE,NW,34,01S,04EI,Johnston,Vested,160,Irrigation,7/31/1948 0:00,8/12/1969 0:00,11130304,1090,34.42840907,-96.87436359
224,1803,53701,20040033,Permit,Surface Water,Active,Vulcan Construction Materials LLC, , ,W2,36,01S,04EI,Johnston,Regular,1425,Mining,10/26/2004 0:00,12/14/2004 0:00,11130303,1090,34.42667669,-96.84139198
393,1858,16923,19590141,Permit,Surface Water,Active,Big Fish Lake LLC, , , ,6,01S,05WI,Stephens,Vested,115,"Recreation, Fish, Wildlife",5/25/1959 0:00,8/12/1969 0:00,11130303,1081,34.49991329,-97.76347883
199,1898,51020,20070048,Permit,Surface Water,Active,"Montin, Gary J", ,S2,SW,24,01S,06EI,Johnston,Regular,107,Irrigation,11/26/2007 0:00,4/8/2008 0:00,11140102,1060,34.45038466,-96.63156696
424,1899,29035,19670320,Permit,Surface Water,Active,"Woods, Bruce & Michele", ,SE,NE,24,01S,06EI,Johnston,Regular,25,Agriculture,4/7/1967 0:00,6/13/1967 0:00,11140102,1060,34.45767356,-96.62055158
84,1900,18581,19850013,Permit,Surface Water,Active,"Inslee, Theophilus", , ,NW,24,01S,06EI,Johnston,Regular,970,Agriculture,2/8/1985 0:00,11/12/1985 0:00,11140102,1060,34.4594653,-96.63155705
85,1901,18582,19850013,Permit,Surface Water,Active,"Inslee, Theophilus",N2,N2,SW,24,01S,06EI,Johnston,Regular,970,Agriculture,2/8/1985 0:00,11/12/1985 0:00,11140102,1060,34.45493955,-96.63157457
94,1905,18913,19780104,Permit,Surface Water,Active,"Duncan, Joe S", ,NE,NE,36,01S,06EI,Johnston,Regular,129,Irrigation,8/24/1978 0:00,12/12/1978 0:00,11140102,1060,34.43221502,-96.62066428
92,1906,19009,19780104,Permit,Surface Water,Active,"Duncan, Joe S",S2,NW,NE,36,01S,06EI,Johnston,Regular,129,Irrigation,8/24/1978 0:00,12/12/1978 0:00,11140102,1060,34.43123555,-96.62508559
91,1907,19008,19780104,Permit,Surface Water,Active,"Duncan, Joe S", ,S2,NE,36,01S,06EI,Johnston,Regular,129,Irrigation,8/24/1978 0:00,12/12/1978 0:00,11140102,1060,34.42852689,-96.62288948
90,1908,19007,19780104,Permit,Surface Water,Active,"Duncan, Joe S",SE,SE,NW,36,01S,06EI,Johnston,Regular,129,Irrigation,8/24/1978 0:00,12/12/1978 0:00,11140102,1060,34.42762155,-96.62839309
141,1909,36599,20020011,Permit,Surface Water,Active,Howell Family Trust, , ,CR,1,01S,07EI,Johnston,Regular,5,"Recreation, Fish, Wildlife",3/11/2002 0:00,8/30/2002 0:00,11140104,1042,34.49890329,-96.52255134
193,1910,48780,20020012,Permit,Surface Water,Active,Howell Family Trust, ,S2,S2,1,01S,07EI,Johnston,Regular,26,"Recreation, Fish, Wildlife",3/11/2002 0:00,7/9/2002 0:00,11140104,1040,34.49413812,-96.52256368
194,1911,49279,20020012,Permit,Surface Water,Active,Howell Family Trust,NE,NE,NW,12,01S,07EI,Johnston,Regular,26,"Recreation, Fish, Wildlife",3/11/2002 0:00,7/9/2002 0:00,11140104,1040,34.49137279,-96.52375083
121,1915,42785,19800140,Permit,Surface Water,Active,"LeMay, Austin",E2,NW,SE,22,01S,07EI,Johnston,Regular,11,Irrigation,9/17/1980 0:00,12/9/1980 0:00,11140104,1042,34.45407213,-96.55426976
122,1916,42582,19800140,Permit,Surface Water,Active,"LeMay, Austin",SW,NW,NE,22,01S,07EI,Johnston,Regular,11,Irrigation,9/17/1980 0:00,12/9/1980 0:00,11140104,1042,34.46039656,-96.55645307
123,1917,42583,19800140,Permit,Surface Water,Active,"LeMay, Austin",W2,SW,NE,22,01S,07EI,Johnston,Regular,11,Irrigation,9/17/1980 0:00,12/9/1980 0:00,11140104,1042,34.45768756,-96.55645444
93,1926,19010,19780104,Permit,Surface Water,Active,"Duncan, Joe S", , ,NW,31,01S,07EI,Johnston,Regular,129,Irrigation,8/24/1978 0:00,12/12/1978 0:00,11140102,1060,34.43041801,-96.61437477
423,1927,12524,19820061,Permit,Surface Water,Active,Arbuckle Area Council, , , ,35,01S,07EI,Johnston,Regular,457,Public Supply,4/12/1982 0:00,7/13/1982 0:00,11140104,1042,34.42682148,-96.54014609
463,1929,39149,19620028,Permit,Surface Water,Active,"Duncan, City of", , , ,5,01S,07WI,Stephens,Vested,1245,Public Supply,2/2/1962 0:00,8/12/1969 0:00,11130303,1081,34.49993372,-97.95629486
334,1930,23289,19550061,Permit,Surface Water,Active,"Duncan, City of", , , ,5,01S,07WI,Stephens,Vested,2168,Public Supply,1/7/1955 0:00,8/12/1969 0:00,11130303,1081,34.49993372,-97.95629486
102,1931,22860,19890003,Permit,Surface Water,Active,"Duncan, City of", , , ,5,01S,07WI,Stephens,Regular,3240,Public Supply,12/23/1988 0:00,12/13/1994 0:00,11130303,1081,34.49993372,-97.95629486
360,1952,51597,19940006,Permit,Surface Water,Active,DHM Enterprises Inc,W2,NE,SW,23,01S,08EI,Coal,Regular,8,Agriculture,2/1/1994 0:00,5/10/1994 0:00,11140104,1042,34.45296,-96.43654598
149,1953,3520,19910012,Permit,Surface Water,Active,"Willis, Ron",SE,SE,SW,32,01S,08EI,Coal,Regular,1,"Recreation, Fish, Wildlife",4/3/1991 0:00,5/6/1991 0:00,11140104,1042,34.42047793,-96.4884725
447,2027,47248,19700195,Permit,Surface Water,Active,"Bowen, Eddie & Ronnie", , ,SE,33,01S,12EI,Atoka,Regular,13,Irrigation,6/22/1970 0:00,9/8/1970 0:00,11140103,1041,34.42165003,-96.04495846
448,2028,47250,19700195,Permit,Surface Water,Active,"Bowen, Eddie & Ronnie", , ,NW,33,01S,12EI,Atoka,Regular,13,Irrigation,6/22/1970 0:00,9/8/1970 0:00,11140103,1041,34.42892067,-96.05363352
325,2029,34038,19990029,Permit,Surface Water,Active,"Bowen, Eddie & Ronnie", , ,NW,33,01S,12EI,Atoka,Regular,8,Irrigation,8/26/1999 0:00,12/14/1999 0:00,11140103,1041,34.42892067,-96.05363352
435,2030,1671,19800064,Permit,Surface Water,Active,"Bowen, Eddie & Ronnie", ,S2,NW,33,01S,12EI,Atoka,Regular,4,Irrigation,5/8/1980 0:00,10/14/1980 0:00,11140103,1041,34.42706576,-96.05363694
434,2031,4945,19800064,Permit,Surface Water,Active,"Bowen, Eddie & Ronnie", ,N2,SW,33,01S,12EI,Atoka,Regular,4,Irrigation,5/8/1980 0:00,10/14/1980 0:00,11140103,1041,34.42346631,-96.05363756
329,2033,8983,19640395,Permit,Surface Water,Active,"Wildlife Conservation, Dept of", , , ,15,01S,13EI,Atoka,Regular,53,"Recreation, Fish, Wildlife",5/5/1964 0:00,7/14/1964 0:00,11140103,1041,34.46833837,-95.92753563
238,2042,22,19660356,Permit,Surface Water,Active,"Cash, Bernardita", , ,SW,18,01S,13WI,Comanche,Regular,5,Irrigation,6/29/1966 0:00,8/9/1966 0:00,11130203,1132,34.46776013,-98.60533442
227,2072,44056,19890054,Permit,Surface Water,Active,"Holloway, Kenneth", , ,SW,11,01S,15WI,Tillman,Regular,548,Irrigation,8/8/1989 0:00,12/12/1989 0:00,11130203,1132,34.48180611,-98.74489649
229,2073,44786,19890054,Permit,Surface Water,Active,"Holloway, Kenneth", , ,NW,11,01S,15WI,Tillman,Regular,548,Irrigation,8/8/1989 0:00,12/12/1989 0:00,11130203,1132,34.48903805,-98.74485795
230,2074,45108,19890054,Permit,Surface Water,Active,"Holloway, Kenneth", , ,NE,11,01S,15WI,Tillman,Regular,548,Irrigation,8/8/1989 0:00,12/12/1989 0:00,11130203,1132,34.48902032,-98.7361325
231,2075,45109,19890054,Permit,Surface Water,Active,"Holloway, Kenneth", , ,SE,11,01S,15WI,Tillman,Regular,548,Irrigation,8/8/1989 0:00,12/12/1989 0:00,11130203,1132,34.48179552,-98.7361326
272,2087,52921,19980005,Permit,Surface Water,Active,"Jackson, Dale", , ,NW,3,01S,17EI,Pushmataha,Regular,310,Irrigation,2/24/1998 0:00,10/13/1998 0:00,11140105,1030,34.50249799,-95.51362135
273,2088,52922,19980005,Permit,Surface Water,Active,"Jackson, Dale", ,SE,SE,4,01S,17EI,Pushmataha,Regular,310,Irrigation,2/24/1998 0:00,10/13/1998 0:00,11140105,1030,34.49232211,-95.52030679
345,2459,702,19490058,Permit,Surface Water,Active,"Holder, Tanner", , ,SE,24,01S,24WI,Jackson,Vested,134,Irrigation,4/6/1949 0:00,8/11/1964 0:00,11130101,1170,34.4539187,-99.66047977
116,2613,50956,19540102,Permit,Surface Water,Active,"Dilday, Russel & Carolyn", , ,SW,18,02N,02EI,Garvin,Vested,230,"Recreation, Fish, Wildlife",3/16/1954 0:00,8/12/1969 0:00,11130303,1081,34.64076846,-97.13833888
147,2628,14447,19650648,Permit,Surface Water,Active,"Elmore City, City of", ,NE,SE,22,02N,02WI,Garvin,Regular,238,Public Supply,12/27/1965 0:00,5/12/1970 0:00,11130303,1081,34.6284031,-97.38974399
117,2736,6557,19610130,Permit,Surface Water,Active,"Maxwell, Jack D", , ,SW,32,02N,04WI,Stephens,Vested,157,"Recreation, Fish, Wildlife",9/19/1961 0:00,8/12/1969 0:00,11130303,1081,34.59786969,-97.64635986
317,2888,25033,19820068,Permit,Surface Water,Active,"Hussey Enterprises, Inc.", ,E2,SE,10,02N,05WI,Stephens,Regular,36,Irrigation,4/23/1982 0:00,7/13/1982 0:00,11130303,1081,34.65606386,-97.70588666
315,2890,26919,19820068,Permit,Surface Water,Active,"Hussey Enterprises, Inc.", ,NW,SW,11,02N,05WI,Stephens,Regular,36,Irrigation,4/23/1982 0:00,7/13/1982 0:00,11130303,1081,34.65780744,-97.70145041
316,2892,27416,19820068,Permit,Surface Water,Active,"Hussey Enterprises, Inc.", ,NE,NE,15,02N,05WI,Stephens,Regular,36,Irrigation,4/23/1982 0:00,7/13/1982 0:00,11130303,1081,34.65061445,-97.70588769
47,2902,40037,19960059,Permit,Surface Water,Active,"Bolin Revocable Trust, William B", , ,S2,13,02N,06EI,Pontotoc,Regular,300,Irrigation,12/27/1996 0:00,5/13/1997 0:00,11140104,1042,34.63992954,-96.62612522
118,2907,16176,19690309,Permit,Surface Water,Active,Dunn's Fish Farm of Arkansas Inc,W2,SE,SE,26,02N,06EI,Pontotoc,Regular,23,Agriculture,7/22/1969 0:00,10/14/1969 0:00,11140104,1042,34.60928824,-96.63810704
457,2908,18191,19770158,Permit,Surface Water,Active,"Ada, City of",W2,SE,SE,26,02N,06EI,Pontotoc,Regular,77,Agriculture,12/5/1977 0:00,12/12/1978 0:00,11140104,1042,34.60928824,-96.63810704
120,2909,19666,19690309,Permit,Surface Water,Active,Dunn's Fish Farm of Arkansas Inc,E2,SW,SE,26,02N,06EI,Pontotoc,Regular,23,Agriculture,7/22/1969 0:00,10/14/1969 0:00,11140104,1042,34.60928709,-96.64030208
119,2910,19694,19690309,Permit,Surface Water,Active,Dunn's Fish Farm of Arkansas Inc,SW,SW,SE,26,02N,06EI,Pontotoc,Regular,23,Agriculture,7/22/1969 0:00,10/14/1969 0:00,11140104,1042,34.60838013,-96.64249668
