inVariable,inReportingUnitTypeCV,inReportingUnitName,inReportingUnitNativeID,inYear,inBenUse,inAmount,inTimeframeStart,inTimeframeEnd
Applied Water Use,Planning Area,402,402,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,402,402,2013,Urban,1479400.0000000002,01/01/2013,12/31/2013
Applied Water Use,Planning Area,402,402,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,402,402,2014,Agriculture,7500.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,402,402,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,402,402,2014,Managed Wetlands,27900.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,402,402,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,402,402,2014,Urban,1542900.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,402,402,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,402,402,2015,Agriculture,6100.000000000001,01/01/2015,12/31/2015
Applied Water Use,Planning Area,402,402,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,402,402,2015,Managed Wetlands,25000.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,402,402,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,402,402,2015,Urban,1325300.0000000002,01/01/2015,12/31/2015
Applied Water Use,Planning Area,402,402,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,403,403,2011,Agriculture,145800.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,403,403,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,403,403,2011,Managed Wetlands,6100.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,403,403,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,403,403,2011,Urban,1168000.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,403,403,2011,Wild and Scenic River,14600.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,403,403,2012,Agriculture,165100.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,403,403,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,403,403,2012,Managed Wetlands,6100.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,403,403,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,403,403,2012,Urban,1258899.9999999998,01/01/2012,12/31/2012
Applied Water Use,Planning Area,403,403,2012,Wild and Scenic River,900.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,403,403,2013,Agriculture,219000.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,403,403,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,403,403,2013,Managed Wetlands,6100.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,403,403,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,403,403,2013,Urban,1282300.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,403,403,2013,Wild and Scenic River,500.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,403,403,2014,Agriculture,223200.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,403,403,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,403,403,2014,Managed Wetlands,6100.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,403,403,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,403,403,2014,Urban,1208700.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,403,403,2014,Wild and Scenic River,400.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,403,403,2015,Agriculture,153400.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,403,403,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,403,403,2015,Managed Wetlands,6100.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,403,403,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,403,403,2015,Urban,1061800.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,403,403,2015,Wild and Scenic River,400.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,404,404,2011,Agriculture,176700.00000000003,01/01/2011,12/31/2011
Applied Water Use,Planning Area,404,404,2011,Instream Flow Requirements,2100.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,404,404,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,404,404,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,404,404,2011,Urban,509500.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,404,404,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,404,404,2012,Agriculture,210200.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,404,404,2012,Instream Flow Requirements,2100.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,404,404,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,404,404,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,404,404,2012,Urban,669400.0000000001,01/01/2012,12/31/2012
Applied Water Use,Planning Area,404,404,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,404,404,2013,Agriculture,321500.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,404,404,2013,Instream Flow Requirements,2200.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,404,404,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,404,404,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,404,404,2013,Urban,799500.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,404,404,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,404,404,2014,Agriculture,340800.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,404,404,2014,Instream Flow Requirements,2200.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,404,404,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,404,404,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,404,404,2014,Urban,837100.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,404,404,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,404,404,2015,Agriculture,205400.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,404,404,2015,Instream Flow Requirements,2200.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,404,404,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,404,404,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,404,404,2015,Urban,697000.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,404,404,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,501,501,2011,Agriculture,243000.00000000003,01/01/2011,12/31/2011
Applied Water Use,Planning Area,501,501,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,501,501,2011,Managed Wetlands,13300.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,501,501,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,501,501,2011,Urban,12700.000000000002,01/01/2011,12/31/2011
Applied Water Use,Planning Area,501,501,2011,Wild and Scenic River,1463600.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,501,501,2012,Agriculture,301500.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,501,501,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,501,501,2012,Managed Wetlands,15900.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,501,501,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,501,501,2012,Urban,13200.000000000002,01/01/2012,12/31/2012
Applied Water Use,Planning Area,501,501,2012,Wild and Scenic River,1136500.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,501,501,2013,Agriculture,331400.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,501,501,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,501,501,2013,Managed Wetlands,15200.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,501,501,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,501,501,2013,Urban,14000.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,501,501,2013,Wild and Scenic River,970400.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,501,501,2014,Agriculture,346100.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,501,501,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,501,501,2014,Managed Wetlands,19100.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,501,501,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,501,501,2014,Urban,13200.000000000002,01/01/2014,12/31/2014
Applied Water Use,Planning Area,501,501,2014,Wild and Scenic River,736400.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,501,501,2015,Agriculture,304700.00000000006,01/01/2015,12/31/2015
Applied Water Use,Planning Area,501,501,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,501,501,2015,Managed Wetlands,17300.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,501,501,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,501,501,2015,Urban,11300.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,501,501,2015,Wild and Scenic River,828200.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,502,502,2011,Agriculture,6600.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,502,502,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,502,502,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,502,502,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,502,502,2011,Urban,700.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,502,502,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,502,502,2012,Agriculture,10800.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,502,502,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,502,502,2012,Managed Wetlands,0.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,502,502,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,502,502,2012,Urban,700.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,502,502,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,502,502,2013,Agriculture,10100.000000000002,01/01/2013,12/31/2013
Applied Water Use,Planning Area,502,502,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,502,502,2013,Managed Wetlands,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,502,502,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,502,502,2013,Urban,600.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,502,502,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,502,502,2014,Agriculture,4800.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,502,502,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,502,502,2014,Managed Wetlands,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,502,502,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,502,502,2014,Urban,700.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,502,502,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,502,502,2015,Agriculture,3199.9999999999995,01/01/2015,12/31/2015
Applied Water Use,Planning Area,502,502,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,502,502,2015,Managed Wetlands,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,502,502,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,502,502,2015,Urban,799.9999999999999,01/01/2015,12/31/2015
Applied Water Use,Planning Area,502,502,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,503,503,2011,Agriculture,316700.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,503,503,2011,Instream Flow Requirements,2187500.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,503,503,2011,Managed Wetlands,1200.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,503,503,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,503,503,2011,Urban,34100.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,503,503,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,503,503,2012,Agriculture,415799.99999999994,01/01/2012,12/31/2012
Applied Water Use,Planning Area,503,503,2012,Instream Flow Requirements,2194700.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,503,503,2012,Managed Wetlands,1300.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,503,503,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,503,503,2012,Urban,34700.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,503,503,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,503,503,2013,Agriculture,451799.99999999994,01/01/2013,12/31/2013
Applied Water Use,Planning Area,503,503,2013,Instream Flow Requirements,2189300.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,503,503,2013,Managed Wetlands,1300.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,503,503,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,503,503,2013,Urban,40500.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,503,503,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,503,503,2014,Agriculture,457100.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,503,503,2014,Instream Flow Requirements,2160900.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,503,503,2014,Managed Wetlands,1500.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,503,503,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,503,503,2014,Urban,33500.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,503,503,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,503,503,2015,Agriculture,466900.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,503,503,2015,Instream Flow Requirements,2145700.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,503,503,2015,Managed Wetlands,1300.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,503,503,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,503,503,2015,Urban,33699.99999999999,01/01/2015,12/31/2015
Applied Water Use,Planning Area,503,503,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,504,504,2011,Agriculture,232100.00000000003,01/01/2011,12/31/2011
Applied Water Use,Planning Area,504,504,2011,Instream Flow Requirements,0.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,504,504,2011,Managed Wetlands,900.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,504,504,2011,Required Delta Outflow,0.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,504,504,2011,Urban,78300.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,504,504,2011,Wild and Scenic River,0.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,504,504,2012,Agriculture,267700.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,504,504,2012,Instream Flow Requirements,0.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,504,504,2012,Managed Wetlands,1200.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,504,504,2012,Required Delta Outflow,0.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,504,504,2012,Urban,83100.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,504,504,2012,Wild and Scenic River,0.0,01/01/2012,12/31/2012
Applied Water Use,Planning Area,504,504,2013,Agriculture,292500.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,504,504,2013,Instream Flow Requirements,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,504,504,2013,Managed Wetlands,1000.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,504,504,2013,Required Delta Outflow,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,504,504,2013,Urban,70399.99999999999,01/01/2013,12/31/2013
Applied Water Use,Planning Area,504,504,2013,Wild and Scenic River,0.0,01/01/2013,12/31/2013
Applied Water Use,Planning Area,504,504,2014,Agriculture,284500.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,504,504,2014,Instream Flow Requirements,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,504,504,2014,Managed Wetlands,1200.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,504,504,2014,Required Delta Outflow,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,504,504,2014,Urban,64900.00000000001,01/01/2014,12/31/2014
Applied Water Use,Planning Area,504,504,2014,Wild and Scenic River,0.0,01/01/2014,12/31/2014
Applied Water Use,Planning Area,504,504,2015,Agriculture,279200.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,504,504,2015,Instream Flow Requirements,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,504,504,2015,Managed Wetlands,1000.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,504,504,2015,Required Delta Outflow,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,504,504,2015,Urban,62500.00000000001,01/01/2015,12/31/2015
Applied Water Use,Planning Area,504,504,2015,Wild and Scenic River,0.0,01/01/2015,12/31/2015
Applied Water Use,Planning Area,505,505,2011,Agriculture,56200.00000000001,01/01/2011,12/31/2011
Applied Water Use,Planning Area,505,505,2011,Instream Flow Requirements,7200.0,01/01/2011,12/31/2011
Applied Water Use,Planning Area,505,505,2011,Managed Wetlands,0.0,01/01/2011,12/31/2011
