MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,WaterSourceUUID,Amount,AllocationCropDutyAmount,AssociatedNativeAllocationIDs,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,Geometry,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifier,TimeframeEnd,TimeframeStart
UDWRi_Water Use Data,UDWRi,UTSS_S43,UDWRi_Site Specific Withdrawal,UTSS_WS43,395.25,,,Water Supplier,Burrville Culinary Water,,Public,10/29/2020,,,,,20.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S43,UDWRi_Site Specific Withdrawal,UTSS_WS43,360.673,,,Water Supplier,Burrville Culinary Water,,Public,10/29/2020,,,,,20.0,,,Water Supplier,2018,,2018-12-31,2018-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S43,UDWRi_Site Specific Withdrawal,UTSS_WS43,265.0,,,Water Supplier,Burrville Culinary Water,,Public,10/29/2020,,,,,13.0,,,Water Supplier,2015,,2015-12-31,2015-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S43,UDWRi_Site Specific Withdrawal,UTSS_WS43,330.0,,,Water Supplier,Burrville Culinary Water,,Public,10/29/2020,,,,,13.0,,,Water Supplier,2014,,2014-12-31,2014-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S43,UDWRi_Site Specific Withdrawal,UTSS_WS43,330.0,,,Water Supplier,Burrville Culinary Water,,Public,10/29/2020,,,,,13.0,,,Water Supplier,2013,,2013-12-31,2013-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S43,UDWRi_Site Specific Withdrawal,UTSS_WS43,330.0,,,Water Supplier,Burrville Culinary Water,,Public,10/29/2020,,,,,13.0,,,Water Supplier,2012,,2012-12-31,2012-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S43,UDWRi_Site Specific Withdrawal,UTSS_WS43,330.0,,,Water Supplier,Burrville Culinary Water,,Public,10/29/2020,,,,,13.0,,,Water Supplier,2011,,2011-12-31,2011-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S43,UDWRi_Site Specific Withdrawal,UTSS_WS43,330.0,,,Water Supplier,Burrville Culinary Water,,Public,10/29/2020,,,,,13.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S43,UDWRi_Site Specific Withdrawal,UTSS_WS43,330.0,,,Water Supplier,Burrville Culinary Water,,Public,10/29/2020,,,,,13.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S43,UDWRi_Site Specific Withdrawal,UTSS_WS43,265.0,,,Water Supplier,Burrville Culinary Water,,Public,10/29/2020,,,,,13.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S43,UDWRi_Site Specific Withdrawal,UTSS_WS43,931.0646572,,,Water Supplier,Burrville Culinary Water,,Public,10/29/2020,,,,,14.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S43,UDWRi_Site Specific Withdrawal,UTSS_WS43,3260.226405,,,Water Supplier,Burrville Culinary Water,,Public,10/29/2020,,,,,15.0,,,Water Supplier,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S43,UDWRi_Site Specific Withdrawal,UTSS_WS43,2650.184041,,,Water Supplier,Burrville Culinary Water,,Public,10/29/2020,,,,,17.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S43,UDWRi_Site Specific Withdrawal,UTSS_WS43,2650.184041,,,Water Supplier,Burrville Culinary Water,,Public,10/29/2020,,,,,19.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S43,UDWRi_Site Specific Withdrawal,UTSS_WS43,2650.184041,,,Water Supplier,Burrville Culinary Water,,Public,10/29/2020,,,,,23.0,,,Water Supplier,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S46,UDWRi_Site Specific Withdrawal,UTSS_WS46,16169.556,,,Water Supplier,Wallsburg Town,,Public,10/29/2020,,,,,500.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S49,UDWRi_Site Specific Withdrawal,UTSS_WS49,24113.00571,,,Water Supplier,High Creek Culinary Water System,,Public,10/29/2020,,,,,130.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S49,UDWRi_Site Specific Withdrawal,UTSS_WS49,17270.12571,,,Water Supplier,High Creek Culinary Water System,,Public,10/29/2020,,,,,125.0,,,Water Supplier,2014,,2014-12-31,2014-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S49,UDWRi_Site Specific Withdrawal,UTSS_WS49,17270.12571,,,Water Supplier,High Creek Culinary Water System,,Public,10/29/2020,,,,,125.0,,,Water Supplier,2013,,2013-12-31,2013-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S49,UDWRi_Site Specific Withdrawal,UTSS_WS49,17921.828569999998,,,Water Supplier,High Creek Culinary Water System,,Public,10/29/2020,,,,,125.0,,,Water Supplier,2012,,2012-12-31,2012-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S49,UDWRi_Site Specific Withdrawal,UTSS_WS49,17921.828569999998,,,Water Supplier,High Creek Culinary Water System,,Public,10/29/2020,,,,,125.0,,,Water Supplier,2011,,2011-12-31,2011-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S49,UDWRi_Site Specific Withdrawal,UTSS_WS49,18247.68,,,Water Supplier,High Creek Culinary Water System,,Public,10/29/2020,,,,,125.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S50,UDWRi_Site Specific Withdrawal,UTSS_WS50,52656.30669,,,Water Supplier,Loa Town (Culinary),,Public,10/29/2020,,,,,490.0,,,Water Supplier,2005,,2005-12-31,2005-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S50,UDWRi_Site Specific Withdrawal,UTSS_WS50,52622.15432,,,Water Supplier,Loa Town (Culinary),,Public,10/29/2020,,,,,494.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S50,UDWRi_Site Specific Withdrawal,UTSS_WS50,51622.08487,,,Water Supplier,Loa Town (Culinary),,Public,10/29/2020,,,,,494.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S50,UDWRi_Site Specific Withdrawal,UTSS_WS50,49364.6281,,,Water Supplier,Loa Town (Culinary),,Public,10/29/2020,,,,,0.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S52,UDWRi_Site Specific Withdrawal,UTSS_WS52,213000.0,,,Water Supplier,Amalga Municipal Water System,,Public,10/29/2020,,,,,520.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S53,UDWRi_Site Specific Withdrawal,UTSS_WS53,213000.0,,,Water Supplier,Amalga Municipal Water System,,Public,10/29/2020,,,,,520.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S54,UDWRi_Site Specific Withdrawal,UTSS_WS54,213000.0,,,Water Supplier,Amalga Municipal Water System,,Public,10/29/2020,,,,,520.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S52,UDWRi_Site Specific Withdrawal,UTSS_WS52,232437.0,,,Water Supplier,Amalga Municipal Water System,,Public,10/29/2020,,,,,560.0,,,Water Supplier,2018,,2018-12-31,2018-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S53,UDWRi_Site Specific Withdrawal,UTSS_WS53,232437.0,,,Water Supplier,Amalga Municipal Water System,,Public,10/29/2020,,,,,560.0,,,Water Supplier,2018,,2018-12-31,2018-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S52,UDWRi_Site Specific Withdrawal,UTSS_WS52,236740.0,,,Water Supplier,Amalga Municipal Water System,,Public,10/29/2020,,,,,550.0,,,Water Supplier,2017,,2017-12-31,2017-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S53,UDWRi_Site Specific Withdrawal,UTSS_WS53,236740.0,,,Water Supplier,Amalga Municipal Water System,,Public,10/29/2020,,,,,550.0,,,Water Supplier,2017,,2017-12-31,2017-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S55,UDWRi_Site Specific Withdrawal,UTSS_WS55,8437.38,,,Water Supplier,Monte Verde Water Association,,Public,10/29/2020,,,,,76.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S56,UDWRi_Site Specific Withdrawal,UTSS_WS56,43938.201,,,Water Supplier,Glendale Town Corporation,,Public,10/29/2020,,,,,399.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S57,UDWRi_Site Specific Withdrawal,UTSS_WS57,43938.201,,,Water Supplier,Glendale Town Corporation,,Public,10/29/2020,,,,,399.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S57,UDWRi_Site Specific Withdrawal,UTSS_WS57,47300.003,,,Water Supplier,Glendale Town Corporation,,Public,10/29/2020,,,,,388.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S57,UDWRi_Site Specific Withdrawal,UTSS_WS57,17750.232659999998,,,Water Supplier,Glendale Town Corporation,,Public,10/29/2020,,,,,365.0,,,Water Supplier,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S57,UDWRi_Site Specific Withdrawal,UTSS_WS57,8178.567956,,,Water Supplier,Glendale Town Corporation,,Public,10/29/2020,,,,,0.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S57,UDWRi_Site Specific Withdrawal,UTSS_WS57,11240.78061,,,Water Supplier,Glendale Town Corporation,,Public,10/29/2020,,,,,320.0,,,Water Supplier,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S59,UDWRi_Site Specific Withdrawal,UTSS_WS59,225832.0768,,,Irrigation,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3260.0,,,Irrigation,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S59,UDWRi_Site Specific Withdrawal,UTSS_WS59,275362.1224,,,Irrigation,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3297.0,,,Irrigation,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S60,UDWRi_Site Specific Withdrawal,UTSS_WS60,307150.3299,,,Water Supplier,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S61,UDWRi_Site Specific Withdrawal,UTSS_WS61,307150.3299,,,Irrigation,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Irrigation,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S59,UDWRi_Site Specific Withdrawal,UTSS_WS59,307150.3299,,,Irrigation,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Irrigation,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S60,UDWRi_Site Specific Withdrawal,UTSS_WS60,326676.6859,,,Water Supplier,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S61,UDWRi_Site Specific Withdrawal,UTSS_WS61,326676.6859,,,Irrigation,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Irrigation,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S59,UDWRi_Site Specific Withdrawal,UTSS_WS59,326676.6859,,,Irrigation,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Irrigation,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S63,UDWRi_Site Specific Withdrawal,UTSS_WS63,326676.6859,,,Irrigation,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Irrigation,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S60,UDWRi_Site Specific Withdrawal,UTSS_WS60,483293.5621,,,Water Supplier,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Water Supplier,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S61,UDWRi_Site Specific Withdrawal,UTSS_WS61,483293.5621,,,Irrigation,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Irrigation,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S64,UDWRi_Site Specific Withdrawal,UTSS_WS64,483293.5621,,,Irrigation,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Irrigation,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S59,UDWRi_Site Specific Withdrawal,UTSS_WS59,483293.5621,,,Irrigation,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Irrigation,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S63,UDWRi_Site Specific Withdrawal,UTSS_WS63,483293.5621,,,Irrigation,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Irrigation,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S60,UDWRi_Site Specific Withdrawal,UTSS_WS60,232384.1378,,,Water Supplier,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Water Supplier,1996,,1996-12-31,1996-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S61,UDWRi_Site Specific Withdrawal,UTSS_WS61,232384.1378,,,Irrigation,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Irrigation,1996,,1996-12-31,1996-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S59,UDWRi_Site Specific Withdrawal,UTSS_WS59,232384.1378,,,Irrigation,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Irrigation,1996,,1996-12-31,1996-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S63,UDWRi_Site Specific Withdrawal,UTSS_WS63,232384.1378,,,Irrigation,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Irrigation,1996,,1996-12-31,1996-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S63,UDWRi_Site Specific Withdrawal,UTSS_WS63,248278.2415,,,Irrigation,Blanding City Municipal Water System (Culinary),,Public,10/29/2020,,,,,3299.0,,,Irrigation,1995,,1995-12-31,1995-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S66,UDWRi_Site Specific Withdrawal,UTSS_WS66,13929.492,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,580.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S67,UDWRi_Site Specific Withdrawal,UTSS_WS67,13929.492,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,580.0,,,Water Supplier,2019,,2019-12-31,2019-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S66,UDWRi_Site Specific Withdrawal,UTSS_WS66,4730.4,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,523.0,,,Water Supplier,2011,,2011-12-31,2011-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S67,UDWRi_Site Specific Withdrawal,UTSS_WS67,0.0,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,512.0,,,Water Supplier,2007,,2007-12-31,2007-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S67,UDWRi_Site Specific Withdrawal,UTSS_WS67,0.0,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,204.0,,,Water Supplier,2006,,2006-12-31,2006-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S67,UDWRi_Site Specific Withdrawal,UTSS_WS67,0.0,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,491.0,,,Water Supplier,2004,,2004-12-31,2004-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S67,UDWRi_Site Specific Withdrawal,UTSS_WS67,0.0,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,409.0,,,Water Supplier,2003,,2003-12-31,2003-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S66,UDWRi_Site Specific Withdrawal,UTSS_WS66,1960.136121,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,430.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S67,UDWRi_Site Specific Withdrawal,UTSS_WS67,1960.136121,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,430.0,,,Water Supplier,2002,,2002-12-31,2002-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S66,UDWRi_Site Specific Withdrawal,UTSS_WS66,0.0,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,492.0,,,Water Supplier,2001,,2001-12-31,2001-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S66,UDWRi_Site Specific Withdrawal,UTSS_WS66,24791.72165,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,500.0,,,Water Supplier,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S68,UDWRi_Site Specific Withdrawal,UTSS_WS68,24791.72165,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,500.0,,,Water Supplier,2000,,2000-12-31,2000-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S66,UDWRi_Site Specific Withdrawal,UTSS_WS66,24791.72165,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,500.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S68,UDWRi_Site Specific Withdrawal,UTSS_WS68,24791.72165,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,500.0,,,Water Supplier,1999,,1999-12-31,1999-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S66,UDWRi_Site Specific Withdrawal,UTSS_WS66,24791.72165,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,500.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S68,UDWRi_Site Specific Withdrawal,UTSS_WS68,24791.72165,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,500.0,,,Water Supplier,1998,,1998-12-31,1998-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S66,UDWRi_Site Specific Withdrawal,UTSS_WS66,24791.72165,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,477.0,,,Water Supplier,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S68,UDWRi_Site Specific Withdrawal,UTSS_WS68,24791.72165,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,477.0,,,Water Supplier,1997,,1997-12-31,1997-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S66,UDWRi_Site Specific Withdrawal,UTSS_WS66,24791.72165,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,500.0,,,Water Supplier,1996,,1996-12-31,1996-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S68,UDWRi_Site Specific Withdrawal,UTSS_WS68,24791.72165,,,Water Supplier,Mayfield Water Department,,Public,10/29/2020,,,,,500.0,,,Water Supplier,1996,,1996-12-31,1996-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S69,UDWRi_Site Specific Withdrawal,UTSS_WS69,8056314.876,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,98000.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S70,UDWRi_Site Specific Withdrawal,UTSS_WS70,8056314.876,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,98000.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S71,UDWRi_Site Specific Withdrawal,UTSS_WS71,8056314.876,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,98000.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S72,UDWRi_Site Specific Withdrawal,UTSS_WS72,8056314.876,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,98000.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S74,UDWRi_Site Specific Withdrawal,UTSS_WS74,8056314.876,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,98000.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S75,UDWRi_Site Specific Withdrawal,UTSS_WS75,8056314.876,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,98000.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S77,UDWRi_Site Specific Withdrawal,UTSS_WS77,8056314.876,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,98000.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S78,UDWRi_Site Specific Withdrawal,UTSS_WS78,8056314.876,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,98000.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S79,UDWRi_Site Specific Withdrawal,UTSS_WS79,8056314.876,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,98000.0,,,Water Supplier,2010,,2010-12-31,2010-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S69,UDWRi_Site Specific Withdrawal,UTSS_WS69,8206320.581,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S70,UDWRi_Site Specific Withdrawal,UTSS_WS70,8206320.581,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S71,UDWRi_Site Specific Withdrawal,UTSS_WS71,8206320.581,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S81,UDWRi_Site Specific Withdrawal,UTSS_WS81,8206320.581,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S72,UDWRi_Site Specific Withdrawal,UTSS_WS72,8206320.581,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S74,UDWRi_Site Specific Withdrawal,UTSS_WS74,8206320.581,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S83,UDWRi_Site Specific Withdrawal,UTSS_WS83,8206320.581,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S84,UDWRi_Site Specific Withdrawal,UTSS_WS84,8206320.581,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S75,UDWRi_Site Specific Withdrawal,UTSS_WS75,8206320.581,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S85,UDWRi_Site Specific Withdrawal,UTSS_WS85,8206320.581,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S77,UDWRi_Site Specific Withdrawal,UTSS_WS77,8206320.581,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S78,UDWRi_Site Specific Withdrawal,UTSS_WS78,8206320.581,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S79,UDWRi_Site Specific Withdrawal,UTSS_WS79,8206320.581,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,0.0,,,Water Supplier,2009,,2009-12-31,2009-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S69,UDWRi_Site Specific Withdrawal,UTSS_WS69,8209343.0,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,99750.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S70,UDWRi_Site Specific Withdrawal,UTSS_WS70,8209343.0,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,99750.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S71,UDWRi_Site Specific Withdrawal,UTSS_WS71,8209343.0,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,99750.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S74,UDWRi_Site Specific Withdrawal,UTSS_WS74,8209343.0,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,99750.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S83,UDWRi_Site Specific Withdrawal,UTSS_WS83,8209343.0,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,99750.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S87,UDWRi_Site Specific Withdrawal,UTSS_WS87,8209343.0,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,99750.0,,,Water Supplier,2008,,2008-12-31,2008-01-01
UDWRi_Water Use Data,UDWRi,UTSS_S74,UDWRi_Site Specific Withdrawal,UTSS_WS74,9878720.453,,,Water Supplier,Sandy City Corporation,,Public,10/29/2020,,,,,90000.0,,,Water Supplier,2007,,2007-12-31,2007-01-01
