OBJECTID,polygon id,app,cert,app_status,mou,site_name,permit_info,basin,county,source,duty_balance,div_balance,prior_dt,pou_acre_total,Shape__Area,Shape__Length
129,185,15213,4635    ,CER,IRR,195  N13 E70 04CDCC1,http://water.nv.gov/permitinformation.aspx?app=15213,195 ,WP,UG ,681.78,1,6/20/1953 12:00:00 AM,170.444,642683.157714844,3396.0889246259
130,186,16204,5309    ,CER,IRR,195  N14 E70 07DADC1,http://water.nv.gov/permitinformation.aspx?app=16204,195 ,WP,STR,405.6,0,3/21/1955 12:00:00 AM,101.397,417064.683837891,5296.32073020209
131,189,19524,5948    ,CER,IRR,195  N15 E68 33DBAB1,http://water.nv.gov/permitinformation.aspx?app=19524,195 ,WP,SPR,23.2,0.2,2/1/1961 12:00:00 AM,5.8,27106.3818359375,983.793711435121
132,190,19740,6473    ,CER,IRR,195  N13 E70 10ABAB1,http://water.nv.gov/permitinformation.aspx?app=19740,195 ,WP,UG ,1816.22,5.4,4/10/1961 12:00:00 AM,454.054,1836536.0234375,5909.15564044508
133,191,20063,5853    ,CER,IRR,195  N14 E69 35DBCC1,http://water.nv.gov/permitinformation.aspx?app=20063,195 ,WP,SPR,4.11,0.11,8/31/1961 12:00:00 AM,1.028,3903.853515625,339.936304765882
134,192,21174,7574    ,CER,IRR,195  N14 E70 19BCBC1,http://water.nv.gov/permitinformation.aspx?app=21174,195 ,WP,SPR,183.08,0.253,4/3/1963 12:00:00 AM,59.832,233259.237060547,1920.45839474728
135,197,23195,6417    ,CER,IRR,195  N15 E69 35ABDD1,http://water.nv.gov/permitinformation.aspx?app=23195,195 ,WP,STR,106.1,0.045,3/17/1955 12:00:00 AM,26.526,108418.467773438,3942.50137057902
136,198,23580,7955    ,CER,IRR,195  N13 E70 16ACDB1,http://water.nv.gov/permitinformation.aspx?app=23580,195 ,WP,UG ,30.44,1,1/3/1967 12:00:00 AM,7.61,56464.1420898438,991.315363879428
137,200,27079,8614    ,CER,IRR,195  N13 E70 16DBDB1,http://water.nv.gov/permitinformation.aspx?app=27079,195 ,WP,UG ,55.2,0.5,10/17/1972 12:00:00 AM,13.8,55124.0092773438,1113.13884672033
138,202,83218,,PER,IRR,195  N14 E71 18AA 1,http://water.nv.gov/permitinformation.aspx?app=83218,195 ,WP,UG ,196.6,0.3249,4/5/1982 12:00:00 AM,0,480261.333251953,2457.67300801336
139,203,V01235,,VST,IRR,195  N14 E69 32DDBB1,http://water.nv.gov/permitinformation.aspx?app=V01235,195 ,WP,STR,91.5999999,0,12/31/1896 12:00:00 AM,45.8,123129.571289063,1889.53172059251
140,204,V01651,,VST,IRR,195  N10 E70 33ABCC3,http://water.nv.gov/permitinformation.aspx?app=V01651,195 ,WP,STR,534.8,1.555,,133.7,675904.579833984,7407.73652628203
141,205,920,866     ,CER,IRR,184  N13 E67 22AADC1,http://water.nv.gov/permitinformation.aspx?app=920,184 ,WP,STR,543.99,1.813,4/16/1908 12:00:00 AM,181.33,772141.202148438,5047.9620975368
142,206,1159,134     ,CER,IRR,184  N17 E67 32DDDC1,http://water.nv.gov/permitinformation.aspx?app=1159,184 ,WP,STR,758.44,2.09,10/28/1908 12:00:00 AM,209.1,830265.115234375,3981.20490727616
143,207,2852,902     ,CER,IRR,184  N16 E66 25BBBB2,http://water.nv.gov/permitinformation.aspx?app=2852,184 ,WP,STR,2406.48,8.02,12/1/1913 12:00:00 AM,802.16,3265911.05981445,7888.81055591478
144,208,3203,2645    ,CER,IRR,184  N16 E67 09DDBA1,http://water.nv.gov/permitinformation.aspx?app=3203,184 ,WP,SPR,190.6,0.35,12/9/1914 12:00:00 AM,35,132662.631591797,3125.00085825568
145,209,3383,1036    ,CER,IRR,184  N17 E66 14CAAC1,http://water.nv.gov/permitinformation.aspx?app=3383,184 ,WP,STR,59.88,0.1996,5/5/1915 12:00:00 AM,19.96,92939.7844238281,1415.68640546412
146,210,3433,1210    ,CER,IRR,184  N22 E66 33CCDD1,http://water.nv.gov/permitinformation.aspx?app=3433,184 ,WP,STR,261.36,0.726,6/14/1915 12:00:00 AM,72.5999999,290291.708496094,2666.39519756799
147,212,3793,2377    ,CER,IRR,184  N16 E68 15CDCA1,http://water.nv.gov/permitinformation.aspx?app=3793,184 ,WP,SPR,50,0.102,12/11/1915 12:00:00 AM,10.22,40898.6413574219,1692.61125314024
148,213,4289,819     ,CER,IRR,196  N06 E69 11CDCD1,http://water.nv.gov/permitinformation.aspx?app=4289,196 ,LI,STR,7.5,0.025,2/2/1917 12:00:00 AM,5,19711.5744628906,590.952513219449
149,214,10161,2625    ,CER,IRR,196  N06 E70 33DBDA1,http://water.nv.gov/permitinformation.aspx?app=10161,196 ,LI,SPR,229,0.316,9/7/1937 12:00:00 AM,31.62,129486.006103516,2616.76699661847
150,216,45499,11968   ,CER,STK,196  N08 E70 06B   1,http://water.nv.gov/permitinformation.aspx?app=45499,196 ,LI,UG ,86.84987,0.12,4/2/1982 12:00:00 AM,0,326494.795166016,2421.06786086487
151,217,50396,13365   ,CER,IRR,196  N05 E70 11DCCB1,http://water.nv.gov/permitinformation.aspx?app=50396,196 ,LI,STR,12.1,0.057,7/9/1981 12:00:00 AM,5.01,323602.200195313,2412.95221073402
152,220,71840,,PER,IRR,184  N20 E66 13ABCB1,http://water.nv.gov/permitinformation.aspx?app=71840,184 ,WP,UG ,1120,3,6/19/2013 12:00:00 AM,0,1247443.41235352,5574.43609744403
153,221,76453,,WDR,QM ,105  N12 E20 09CDAB1,http://water.nv.gov/permitinformation.aspx?app=76453,105 ,DO,UG ,6.03,0,1/16/1967 12:00:00 AM,0,11604524.4482422,25672.0477031061
154,222,66129,,CAN,IRR,180  N07 E64 33CDAD1,http://water.nv.gov/permitinformation.aspx?app=66129,180 ,LI,SPR,80,0.15,3/21/2005 12:00:00 AM,20,157792.610107422,1589.04182124177
155,225,58934,,ABR,MUN,103  N16 E21 14AAAA1,http://water.nv.gov/permitinformation.aspx?app=58934,103 ,LY,UG ,0,0,12/26/1972 12:00:00 AM,0,16926169.876709,40136.405694006
156,226,V02694,,VST,IRR,180  N09 E63 11BCBA1,http://water.nv.gov/permitinformation.aspx?app=V02694,180 ,LI,SPR,0,0.12,12/31/1890 12:00:00 AM,19.8,110750.270751953,1489.918408924
157,227,4041,1930    ,CER,IRR,184  N19 E66 14ABCB1,http://water.nv.gov/permitinformation.aspx?app=4041,184 ,WP,STR,435,1.2,6/29/1916 12:00:00 AM,120,488714.542480469,3230.86855607459
158,239,28653,10020   ,ABR,IRR,184  N13 E67 34ADDD1,http://water.nv.gov/permitinformation.aspx?app=28653,184 ,WP,UG ,0,0,9/9/1974 12:00:00 AM,0.3,23732.8374023438,645.441499945846
159,243,13457,4236    ,CER,IRR,184  N18 E66 15DDBB1,http://water.nv.gov/permitinformation.aspx?app=13457,184 ,WP,STR,613.9,3.44,7/31/1950 12:00:00 AM,153.464,647796.252197266,3174.06983334609
160,244,5923,1280    ,CER,IRR,184  N18 E68 27CBDC1,http://water.nv.gov/permitinformation.aspx?app=5923,184 ,WP,STR,306,0.85,12/26/1919 12:00:00 AM,85.16,337793.830078125,2600.57674829847
161,246,5546,714     ,CER,IRR,184  N15 E68 16CCBA1,http://water.nv.gov/permitinformation.aspx?app=5546,184 ,WP,SPR,93,0.232,6/18/1919 12:00:00 AM,23.25,99161.6010742188,2252.75896272249
162,248,4418,660     ,CER,IRR,184  N13 E68 32DAAC1,http://water.nv.gov/permitinformation.aspx?app=4418,184 ,WP,STR,1349.7,3.697,2/8/1908 12:00:00 AM,449.7,1704097.80322266,9125.8768454307
163,249,1922,179     ,CER,IRR,184  N15 E68 21ADAD1,http://water.nv.gov/permitinformation.aspx?app=1922,184 ,WP,SPR,60,0.2,1/2/1911 12:00:00 AM,20,79443.4260253906,1206.40029724907
164,250,3927,469     ,CER,IRR,184  N17 E68 27BCAA1,http://water.nv.gov/permitinformation.aspx?app=3927,184 ,WP,SPR,40,0.1,4/24/1916 12:00:00 AM,10,68268.4208984375,1557.85336253141
165,251,2005,406     ,CER,IRR,184  N13 E68 32BBAB1,http://water.nv.gov/permitinformation.aspx?app=2005,184 ,WP,STR,291.97,0.8,4/12/1911 12:00:00 AM,80,326405.438476563,2425.24364300511
166,255,813,659     ,CER,IRR,184  N12 E68 08CCDA1,http://water.nv.gov/permitinformation.aspx?app=813,184 ,WP,STR,60,0.2,2/8/1908 12:00:00 AM,20,82812.3159179688,1181.71887857696
167,257,1052,244     ,CER,IRR,184  N13 E68 06BAAA1,http://water.nv.gov/permitinformation.aspx?app=1052,184 ,WP,STR,80,0.2,7/13/1908 12:00:00 AM,20,480450.849853516,3173.99972689047
168,262,71603,,ABR,IRR,184  N12 E67 12DDDD1,http://water.nv.gov/permitinformation.aspx?app=71603,184 ,WP,UG ,0,0,8/6/2001 12:00:00 AM,54.42,1791860.48828125,11840.5660064561
169,263,18827,7567    ,ABR,IRR,184  N12 E67 12DDDD1,http://water.nv.gov/permitinformation.aspx?app=18827,184 ,WP,UG ,0,0,5/11/1960 12:00:00 AM,448,1824077.56420898,8530.08272830312
170,264,24260,8030    ,CER,MM ,184  N13 E68 28BCAC1,http://water.nv.gov/permitinformation.aspx?app=24260,184 ,WP,SPR,5.646776,0.008,12/4/1967 12:00:00 AM,0,645994.826904297,3214.96582702313
171,265,31239,10334   ,CER,MM ,184  N14 E67 15DBAA1,http://water.nv.gov/permitinformation.aspx?app=31239,184 ,WP,UG ,177.4315224,0.49,3/25/1977 12:00:00 AM,0,8494584.31469727,12889.9303506356
172,267,5247,,PER,IRR,184  N20 E66 15CBAC1,http://water.nv.gov/permitinformation.aspx?app=5247,184 ,WP,STR,201.64,2,9/16/1918 12:00:00 AM,200,671894.864990234,3279.6001267647
173,280,V02851,,VST,IRR,184  N13 E67 26ACAB1,http://water.nv.gov/permitinformation.aspx?app=V02851,184 ,WP,SPR,529.6,0,12/31/1904 12:00:00 AM,132.4,536072.962890625,2997.45438872198
174,281,V01219,,DEC,IRR,184  N18 E66 02BDAD1,http://water.nv.gov/permitinformation.aspx?app=V01219,184 ,WP,STR,1804.26,7.728,1/1/1878 12:00:00 AM,370.05,2126540.07714844,12615.9746665856
175,282,V01214,,VST,IRR,184  N18 E66 26DBDD1,http://water.nv.gov/permitinformation.aspx?app=V01214,184 ,WP,STR,2000,0,1/1/1888 12:00:00 AM,500,2119514.53100586,8232.29027251796
176,283,V02852,,VST,IRR,184  N13 E67 25CBCC1,http://water.nv.gov/permitinformation.aspx?app=V02852,184 ,WP,SPR,574.4,0,12/31/1904 12:00:00 AM,143.6,582445.864013672,3431.57422720514
177,285,V02332,,DEC,IRR,184  N20 E66 28CDDA1,http://water.nv.gov/permitinformation.aspx?app=V02332,184 ,WP,STR,517.559999,1.418,1/1/1900 12:00:00 AM,86.26,447003.488769531,3533.08277326566
178,286,V02305,,DEC,IRR,184  N20 E66 34ABDA1,http://water.nv.gov/permitinformation.aspx?app=V02305,184 ,WP,STR,877.2,2.404,6/29/1916 12:00:00 AM,146.2,601182.573974609,4108.5731412186
179,287,V01216,,ABR,IRR,184  N15 E66 24CABA1,http://water.nv.gov/permitinformation.aspx?app=V01216,184 ,WP,STR,0,0,12/31/1882 12:00:00 AM,100,298090.494628906,2504.87109336171
180,288,V01215,,VST,IRR,184  N17 E66 01DBAB1,http://water.nv.gov/permitinformation.aspx?app=V01215,184 ,WP,STR,6400,0,1/1/1886 12:00:00 AM,1600,2166383.30395508,10817.9812611152
181,293,V01764,,VST,IRR,184  N17 E67 30CADC1,http://water.nv.gov/permitinformation.aspx?app=V01764,184 ,WP,STR,40,0,4/1/1902 12:00:00 AM,10,83980.4833984375,1126.27964102789
182,294,V01648,,VST,IRR,184  N18 E68 27CBDC1,http://water.nv.gov/permitinformation.aspx?app=V01648,184 ,WP,STR,300,1,1/1/1891 12:00:00 AM,100,390731.616210938,2756.37956889241
183,295,V01213,,VST,IRR,184  N18 E66 14ADDA1,http://water.nv.gov/permitinformation.aspx?app=V01213,184 ,WP,STR,1280,0,1/1/1888 12:00:00 AM,320,3150855.00585938,7788.12547398263
184,296,56236,16462   ,CER,DOM,184  N21 E69 21CCAB2,http://water.nv.gov/permitinformation.aspx?app=56236,184 ,WP,SPR,1.03,0.005,4/26/1991 12:00:00 AM,0,163103.55078125,1615.45574429637
185,299,9259,2531    ,CER,IRR,183  N06 E67 35DADD1,http://water.nv.gov/permitinformation.aspx?app=9259,183 ,LI,STR,69.38,0.163,5/19/1930 12:00:00 AM,17.2,74161.3273925781,1243.10660475329
186,300,20027,8190    ,CER,IRR,183  N05 E67 01BCAC1,http://water.nv.gov/permitinformation.aspx?app=20027,183 ,LI,SPR,8.00274174,0.125,8/3/1961 12:00:00 AM,2.85,18724.2854003906,760.505160929471
187,301,70981,,PER,QM ,183  N06 E67 35DADD1,http://water.nv.gov/permitinformation.aspx?app=70981,183 ,LI,STR,3.3880656,0.0085,4/24/2018 12:00:00 AM,0,162017.176513672,1610.05909809012
188,303,27311,9639    ,CER,IRR,106  N09 E22 13CCDA1,http://water.nv.gov/permitinformation.aspx?app=27311,106 ,DO,UG ,1707.2,4.2,2/26/1973 12:00:00 AM,571.6,1702964.89404297,7435.74994048166
189,304,46841,11663   ,CER,IRR,106  N09 E22 13CCDA1,http://water.nv.gov/permitinformation.aspx?app=46841,106 ,DO,UG ,567.2,1.371,5/22/1985 12:00:00 AM,144.8,619072.920654297,3132.42313774772
190,305,24469,7845    ,CER,IRR,106  N10 E22 18ACDA1,http://water.nv.gov/permitinformation.aspx?app=24469,106 ,DO,UG ,40.4,0.089,5/8/1968 12:00:00 AM,80.7,313174.694702148,3500.18727766902
191,307,83405,,PER,IRR,106  N10 E22 17CCAD2,http://water.nv.gov/permitinformation.aspx?app=83405,106 ,DO,UG ,20,0.075,5/8/1968 12:00:00 AM,0,793496.450683594,5006.74312815075
192,309,21474,6877    ,CER,IRR,103  N16 E22 09BCBC1,http://water.nv.gov/permitinformation.aspx?app=21474,103 ,LY,UG ,45.7,0.357,8/12/1954 12:00:00 AM,112,43920.3656005859,1244.19508422272
193,310,28555,9838    ,ABR,IRR,102  N17 E25 31ADDA1,http://water.nv.gov/permitinformation.aspx?app=28555,102 ,LY,UG ,0,0,7/29/1974 12:00:00 AM,0,17341.1928710938,562.270882800358
194,314,26729,8957    ,CER,IRR,103  N16 E22 07BBCA1,http://water.nv.gov/permitinformation.aspx?app=26729,103 ,LY,UG ,455.16,1.8964,5/17/1972 12:00:00 AM,180,541855.852783203,6886.89245877007
195,315,28586,8873    ,CER,IRR,103  N16 E22 09ABCB1,http://water.nv.gov/permitinformation.aspx?app=28586,103 ,LY,UG ,2.02000046,0.003,11/27/1968 12:00:00 AM,4.74,2743.55932617188,251.400265501794
196,316,25494,8225    ,CER,IRR,103  N16 E22 09CCCB1,http://water.nv.gov/permitinformation.aspx?app=25494,103 ,LY,UG ,28.03,0.0618,3/11/1970 12:00:00 AM,33,93910.6315917969,1742.52409050121
197,317,30224,9015    ,CER,IRR,103  N16 E21 13DCBC1,http://water.nv.gov/permitinformation.aspx?app=30224,103 ,LY,UG ,271.16,0.93,4/21/1971 12:00:00 AM,67.79,288372.469604492,2684.98456886382
198,318,74654,,PER,COM,103  N17 E22 28DADB1,http://water.nv.gov/permitinformation.aspx?app=74654,103 ,LY,UG ,1.44,0.04,6/24/2015 12:00:00 AM,0,10869.6389160156,479.667716768406
199,319,73808,18897   ,CER,COM,103  N16 E22 05ADDB1,http://water.nv.gov/permitinformation.aspx?app=73808,103 ,LY,UG ,0.73,0.03,2/6/2006 12:00:00 AM,0,19614.4869384766,560.524943016116
200,322,82698,,PER,QM ,106  N10 E22 29DCCC1,http://water.nv.gov/permitinformation.aspx?app=82698,106 ,DO,UG ,10,0.04,1/17/1989 12:00:00 AM,0,111154.902587891,1587.3292573191
201,323,75042,,RFP,STO,021  N31 E18 05CCBA1,http://water.nv.gov/permitinformation.aspx?app=75042,021 ,WA,STR,18000,3000,11/9/2006 12:00:00 AM,0,3770438.46179199,13059.336924092
202,325,75110,19091   ,CER,COM,162  S21 E53 02CDDD1,http://water.nv.gov/permitinformation.aspx?app=75110,162 ,NY,UG ,0.295,0.0016,11/20/2006 12:00:00 AM,0,4241.47265625,273.830641716475
203,327,75165,,DEN,IRR,069  N38 E39 28BAAA1,http://water.nv.gov/permitinformation.aspx?app=75165,069 ,HU,UG ,281,5,12/8/2006 12:00:00 AM,0,312753.301025391,2376.49798946536
204,328,75167,,DEN,IRR,069  N38 E39 28CDDD1,http://water.nv.gov/permitinformation.aspx?app=75167,069 ,HU,UG ,800,4,12/8/2006 12:00:00 AM,0,814667.256347656,3657.02754542671
205,329,75166,,DEN,IRR,069  N38 E39 21AAA 1,http://water.nv.gov/permitinformation.aspx?app=75166,069 ,HU,UG ,564.3,1.425,12/8/2006 12:00:00 AM,0,607474.398803711,3167.49895601337
206,330,75169,,DEN,IRR,069  N38 E39 28AADA1,http://water.nv.gov/permitinformation.aspx?app=75169,069 ,HU,UG ,1161.6,4,12/8/2006 12:00:00 AM,0,1158682.88366699,4498.99302223196
207,332,83406,,PER,COM,105  N13 E20 18AABB1,http://water.nv.gov/permitinformation.aspx?app=83406,105 ,DO,UG ,3,0.0041,12/8/1978 12:00:00 AM,0,157190.255126953,1670.24757273559
208,334,75323,18915   ,CER,DEC,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=75323,101 ,CH,STR,72.695,0,7/2/1902 12:00:00 AM,20.77,448003.602050781,3666.20727223026
209,335,75322,,ABR,DEC,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=75322,101 ,CH,STR,0,0,7/2/1902 12:00:00 AM,0,56498.0832519531,1466.05901685435
210,336,75325,18158   ,CER,DEC,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=75325,101 ,CH,STR,2.8,0,7/2/1902 12:00:00 AM,0,3337.52160644531,229.474071905073
211,337,75326,18260   ,CER,DEC,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=75326,101 ,CH,STR,285.635,0,7/2/1902 12:00:00 AM,0,814375.779174805,4034.03398472211
212,338,75329,,WDR,DEC,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=75329,101 ,CH,STR,283.815,0,7/2/1902 12:00:00 AM,0,323447.541259766,2415.09084399724
213,339,75330,,WDR,DEC,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=75330,101 ,CH,STR,953.865,0,7/2/1902 12:00:00 AM,0,1304725.4432373,5650.68094164467
214,340,75241,20755   ,CER,QM ,049  N35 E56 09CCAC1,http://water.nv.gov/permitinformation.aspx?app=75241,049 ,EL,UG ,2.134,0.1,8/25/1997 12:00:00 AM,0,18134.5532226563,762.576117280516
215,341,75377,18167   ,CER,DEC,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=75377,101 ,CH,STR,1.935,0,7/2/1902 12:00:00 AM,0,3506.92297363281,855.510349019833
216,343,75423,18211   ,ABR,DEC,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=75423,101 ,CH,STR,0,0,7/2/1902 12:00:00 AM,0,13113.3096923828,533.56644622431
217,345,75466,18065   ,CER,IRR,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=75466,101 ,CH,STR,29.75,0,7/2/1902 12:00:00 AM,0,199276.170654297,1916.32121894215
218,346,75473,18348   ,CER,IRR,084  N22 E21 05BADD1,http://water.nv.gov/permitinformation.aspx?app=75473,084 ,WA,UG ,114.8,0.1589,2/20/1962 12:00:00 AM,0,111443.101074219,1357.61875736518
219,347,75492,18159   ,CER,IRR,083  N20 E23 19C   1,http://water.nv.gov/permitinformation.aspx?app=75492,083 ,ST,STR,2.925,0,7/2/1902 12:00:00 AM,0,3456.10266113281,349.179864447393
220,348,75493,18160   ,CER,DEC,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=75493,101 ,CH,STR,14.28,0,7/2/1902 12:00:00 AM,0,16529.1936035156,1487.03789714361
221,349,75516,,ABR,COM,087  N19 E19 01CDCC1,http://water.nv.gov/permitinformation.aspx?app=75516,087 ,WA,UG ,0,0,9/22/1960 12:00:00 AM,0,13236.1577148438,472.183783435702
222,350,75553,19177   ,CER,IRR,084  N22 E21 04BCAD1,http://water.nv.gov/permitinformation.aspx?app=75553,084 ,WA,UG ,61.2,0.143,11/30/1948 12:00:00 AM,0,63078.1772460938,1005.57241817304
223,351,75597,,ABR,MUN,106  N10 E22 25BDAC1,http://water.nv.gov/permitinformation.aspx?app=75597,106 ,DO,UG ,0,0,8/5/1949 12:00:00 AM,0,23377704.6793213,42705.3115726274
224,352,75600,,PER,IRR,071  N35 E37 25CAAA1,http://water.nv.gov/permitinformation.aspx?app=75600,071 ,HU,UG ,477.96,2.632,9/19/1961 12:00:00 AM,0,465180.661621094,2419.2055098262
225,353,80012,,ABR,IRR,087  N18 E19 12DABB1,http://water.nv.gov/permitinformation.aspx?app=80012,087 ,WA,UG ,0,0,2/3/1949 12:00:00 AM,0,10146.6448974609,449.173419994384
226,354,75619,,PER,COM,102  N18 E24 24ADAB1,http://water.nv.gov/permitinformation.aspx?app=75619,102 ,LY,UG ,0.81,0.025,4/20/2007 12:00:00 AM,0,10526.0524902344,441.22458108312
227,355,75620,,CAN,COM,102  N18 E24 36DAAC1,http://water.nv.gov/permitinformation.aspx?app=75620,102 ,LY,UG ,1.79,0.025,4/20/2007 12:00:00 AM,0,7138.69226074219,344.841104946149
228,356,75646,19542   ,CER,DEC,105  N12 E20 29BBCB1,http://water.nv.gov/permitinformation.aspx?app=75646,105 ,DO,STR,0,0,1/1/1900 12:00:00 AM,0,50821.2862548828,967.026676589799
229,357,75665,19200   ,CER,IRR,089  N16 E19 23BDBC1,http://water.nv.gov/permitinformation.aspx?app=75665,089 ,WA,UG ,2.02,0.0392,6/21/1973 12:00:00 AM,0.505,2017.11047363281,179.352787358674
230,358,75668,19192   ,CER,DEC,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=75668,101 ,CH,STR,117.6,0,7/2/1902 12:00:00 AM,0,137744.038696289,1583.04151496273
231,361,75770,,WDR,MM ,072  N31 E33 03BADD1,http://water.nv.gov/permitinformation.aspx?app=75770,072 ,PE,UG ,2.3,0.8,6/18/1986 12:00:00 AM,0,23534853.2946777,19359.874334002
232,362,75855,,ABR,IRR,204  S04 E70 32DCDC1,http://water.nv.gov/permitinformation.aspx?app=75855,204 ,LI,UG ,0,0,7/11/1996 12:00:00 AM,0,161508.348388672,1607.5707477515
233,363,87426E,,PER,ENV,072  N31 E33 03ACBC1,http://water.nv.gov/permitinformation.aspx?app=87426E,072 ,PE,UG ,20.5,0.02,10/19/2017 12:00:00 AM,0,23830572.6260986,20174.8529635748
234,364,75953,,PER,COM,102  N18 E24 36DACB1,http://water.nv.gov/permitinformation.aspx?app=75953,102 ,LY,UG ,1.42,0.2,6/26/2007 12:00:00 AM,0,19196.3933105469,582.087295355008
235,365,75957,19485   ,CER,COM,070  N35 E37 02CAAD1,http://water.nv.gov/permitinformation.aspx?app=75957,070 ,HU,UG ,1.44,0.045,6/27/2007 12:00:00 AM,0,13017.1444091797,484.549943823844
236,366,76037,17668   ,CER,IRR,053  N29 E52 29BAAC1,http://water.nv.gov/permitinformation.aspx?app=76037,053 ,EU,UG ,150.3,0.7014,2/27/2002 12:00:00 AM,0,538717.739013672,2603.71991968109
237,367,80174,,PER,MM ,072  N34 E35 31BDAA1,http://water.nv.gov/permitinformation.aspx?app=80174,072 ,PE,UG ,887,2,3/28/2008 12:00:00 AM,0,12377531.0288086,20262.1889890396
238,368,84760,,CAN,COM,162  S20 E52 12DDCA1,http://water.nv.gov/permitinformation.aspx?app=84760,162 ,NY,UG ,4,0.01,10/9/1952 12:00:00 AM,0,41602.1518554688,816.096590359351
239,369,76137,,CAN,COM,162  S20 E53 15CCBC1,http://water.nv.gov/permitinformation.aspx?app=76137,162 ,NY,UG ,1,0.0016,8/6/2007 12:00:00 AM,0,10224.8076171875,500.916492887621
240,370,76141,,CAN,COM,212  S22 E60 23ADAD1,http://water.nv.gov/permitinformation.aspx?app=76141,212 ,CL,UG ,2,0.0028,8/9/2007 12:00:00 AM,0,9919.02954101563,398.441721020136
241,372,76146,,CAN,COM,162  S20 E53 15BCBD2,http://water.nv.gov/permitinformation.aspx?app=76146,162 ,NY,UG ,2,0.045,8/13/2007 12:00:00 AM,0,3825.09350585938,308.432250072673
242,373,76148,20263   ,CER,DEC,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=76148,101 ,CH,STR,19.95,0,7/2/1902 12:00:00 AM,0,161369.241821289,1606.87055637537
243,374,76150,18162   ,CER,DEC,083  N20 E23 19C   1,http://water.nv.gov/permitinformation.aspx?app=76150,083 ,ST,STR,4.05,0,8/14/2007 12:00:00 AM,0,4611.75463867188,295.155307767882
244,375,76159,,DEN,STO,024  N34 E23 35BBDC1,http://water.nv.gov/permitinformation.aspx?app=76159,024 ,WA,STR,1500,10,8/14/2007 12:00:00 AM,0,16163399.6062012,30249.6514634188
245,376,76153,,DEN,STO,024  N36 E23 34DAAA1,http://water.nv.gov/permitinformation.aspx?app=76153,024 ,WA,STR,3500,30,8/14/2007 12:00:00 AM,0,20544432.5952148,41823.1750783902
246,377,86013,,PER,MUN,222  S13 E71 08BCAC1,http://water.nv.gov/permitinformation.aspx?app=86013,222 ,CL,UG ,491.11,2.3346,3/26/2009 12:00:00 AM,0,826382420.07373,130553.8724662
247,379,76196,,PER,MM ,131  N32 E42 31DBBC1,http://water.nv.gov/permitinformation.aspx?app=76196,131 ,HU,UG ,88.72,0.25,9/8/1981 12:00:00 AM,0,40976535.151001,25634.7044804279
248,380,76203,18119   ,CER,DEC,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=76203,101 ,CH,STR,42.84,0,7/2/1902 12:00:00 AM,0,51713.8612060547,3186.87613186768
249,381,76208,18399   ,ABR,DEC,102  N19 E26 33DCAD1,http://water.nv.gov/permitinformation.aspx?app=76208,101 ,CH,STR,0,0,7/2/1902 12:00:00 AM,0,9960.77478027344,557.854352368259
250,382,76221,,REL,DOM,093  N22 E19 14BCCD1,http://water.nv.gov/permitinformation.aspx?app=76221,093 ,WA,UG ,0,0,8/31/2007 12:00:00 AM,0,166084.044555664,1703.75957688376
