RightID,RightStatus,RightUse,ApplicationNumber,Location,PointOfDiversionID,PrimaryIndicator,PointofDiversionStatus,WaterDivision,FieldOffice,CarrierA,CarrierB,SourceName,ProGrant,Units,GPM,Rate,CurrentTotalAcres,CountyName,NRDName,HUC12,PriorityDate,BeneficialDate,ApprovalDate,IrrigationProject,Notice_Status,Notice_EffectiveDate,Notice_Type,Reason_AdminAction,BeneficialUseCategory,ReasonRemoved,index
9873,Active    ,ST,A-18264,NENW S15-T3-R6E,9416,1,1,1D,,Belding Lower Reservoir,,"Blue River, Big, Trib. To",14.2,AF,,,,Gage,Lower Big Blue,102702020409,2004-08-16,2007-04-01T00:00:00,2005-02-22T00:00:00,,,,,,Storage,Null GPM,0.0
9883,Active    ,ST,A-18273,SENE S1-T27-R37W,9574,1,1,2A,,Adamson WRP Reservoir,,"Loup River, North",68.1,AF,,,,Cherry,Upper Loup,102100060102,2004-11-08,,2005-02-09T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
9891,Active    ,ST,A-18280,SWNE S13-T8-R13E,3531,1,1,1F,,NE City Rd Grade Res.,,"Table Creek, South, Trib. To",6.78,AF,,,,Otoe,Nemaha,102400010307,2005-02-14,,2005-06-13T00:00:00,,,,,,Storage,Null GPM,0.0
9897,Active    ,ST,A-18281,SENW S17-T3-R16E,9473,1,1,1F,,Bill Ankrom CRP Reservoir,,"Deroin Creek, Trib. To",0.55,AF,,,,Richardson,Nemaha,102400050200,2005-02-18,,2005-04-27T00:00:00,,,,,,Storage,Null GPM,0.0
9902,Active    ,ST,A-18286,NWNE S15-T33-R2W,10117,1,1,2F,,Merchant Reservoir No 2,,Missouri River,1.3,AF,,,,Knox,Lewis & Clark,101701010909,2005-03-09,2005-10-14T00:00:00,2005-10-14T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
9913,Active    ,ST,A-18297,SENE S14-T15-R11W,5460,1,1,2A,,Oeltjen Reservoir,,"Loup River, North, Trib. To",22.2,AF,,,,Howard,Lower Loup,102100070706,2005-04-05,,2005-06-13T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
9923,Active    ,ST,A-18305, S18-T15-R11E,10125,1,1,2F,,Site 13 Reservoir,,"Papillion Creek, West, Trib. To",496.0,AF,,,,Douglas,Papio-Missouri River,102300060101,2005-04-27,,2005-10-14T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
9931,Active    ,ST,A-18313,NENW S21-T9-R7E,3898,1,1,2B,,Campbells Reservoir,,"Beal Slough, Trib. To",20.0,AF,,,,Lancaster,Lower Platte South,102002030307,2005-05-24,,2005-10-14T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
9932,Active    ,ST,A-18314, S34-T13-R12E,9660,1,1,2B,,Raven's Nest East Lake,,"Platte River, Trib. To",19.2,AF,,,,Cass,Lower Platte South,102002020208,2005-06-08,,2005-10-14T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
13532,Active    ,CS,CSW-1806,SWNW S24-T7-R15W,8064,3,1,1A,,,,Platte River,,,,,,Phelps,Tri-Basin,102001011101,2007-03-15,,2008-01-21T00:00:00,,,,,,Unknown,Null GPM,0.0
13532,Active    ,CS,CSW-1806,NWNW S24-T7-R15W,8674,4,1,1A,,,,Platte River,,,,,,Phelps,Tri-Basin,102001011101,2007-03-15,,2008-01-21T00:00:00,,,,,,Unknown,Null GPM,0.0
13453,Active    ,CS,CSW-1676, S12-T30-R57W,9122,3,1,2C,,,,Niobrara River,,,,,,Sioux,Upper Niobrara-White,101500020304,2007-03-07,,2009-07-14T00:00:00,,,,,,Unknown,Null GPM,0.0
13453,Active    ,CS,CSW-1676, S18-T30-R56W,9124,4,1,2C,,,,Niobrara River,,,,,,Sioux,Upper Niobrara-White,101500020304,2007-03-07,,2009-07-14T00:00:00,,,,,,Unknown,Null GPM,0.0
10666,Active    ,ST,A-18621, S26-T2-R16E,8794,1,1,1F,,Jon Snethen Pond,,"Muddy Creek, Trib. To",65.46,AF,,,,Richardson,Nemaha,102400080307,2008-12-12,,2009-02-20T00:00:00,,,,,,Storage,Null GPM,0.0
10740,Active    ,ST,A-18657, S30-T8-R2E,9069,1,1,1D,,Galen Tuttle Pond,,"Turkey Creek, Trib. To",43.83,AF,,,,Saline,Lower Big Blue,102702040305,2009-04-10,,2009-07-20T00:00:00,,,,,,Storage,Null GPM,0.0
10633,Active    ,SO,A-10943A,NWNW S2-T32-R12W,8578,1,1,2C,,Pump,,Cuatt Reservoir No. 1,2.0,AF,,,92.0,Holt,Lower Niobrara,101500070504,1966-08-29,1967-10-01T00:00:00,1966-12-09T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10634,Active    ,SO,A-10943B,NWNW S2-T32-R12W,8580,1,1,2C,,Pump,,Cuatt Reservoir No. 1,2.0,AF,,,60.8,Holt,Lower Niobrara,101500070504,1966-08-29,1967-10-01T00:00:00,1966-12-09T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10820,Active    ,SO,A-11735A, S31-T2-R6W,10239,7,1,1B,,Pump,,Higer Reservoir,64.8,AF,,,117.0,Nuckolls,Little Blue,102500160803,1969-06-23,1971-10-01T00:00:00,1970-02-27T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10820,Active    ,SO,A-11735A, S31-T2-R6W,10240,7,1,1B,,Pump,,Higer Reservoir,64.8,AF,,,117.0,Nuckolls,Little Blue,102500160803,1969-06-23,1971-10-01T00:00:00,1970-02-27T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10820,Active    ,SO,A-11735A, S31-T2-R6W,10241,1,1,1B,,Pump,,Higer Reservoir,64.8,AF,,,117.0,Nuckolls,Little Blue,102500160803,1969-06-23,1971-10-01T00:00:00,1970-02-27T00:00:00,,Open,2020-09-15T00:00:00,Open,Localized Administration,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10822,Active    ,SO,A-11735C, S31-T2-R6W,10242,7,1,1B,,Pump,,Higer Reservoir,64.8,AF,,,29.0,Nuckolls,Little Blue,102500160803,1969-06-23,1971-10-01T00:00:00,1970-02-27T00:00:00,,Close,2020-02-27T00:00:00,Close,"Administrative Action (No Water Use Report, irrigating lands not under permit, not updating contact info)",Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10822,Active    ,SO,A-11735C, S31-T2-R6W,10243,7,1,1B,,Pump,,Higer Reservoir,64.8,AF,,,29.0,Nuckolls,Little Blue,102500160803,1969-06-23,1971-10-01T00:00:00,1970-02-27T00:00:00,,Close,2020-02-27T00:00:00,Close,"Administrative Action (No Water Use Report, irrigating lands not under permit, not updating contact info)",Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10822,Active    ,SO,A-11735C, S31-T2-R6W,10247,1,1,1B,,Pump,,Higer Reservoir,64.8,AF,,,29.0,Nuckolls,Little Blue,102500160803,1969-06-23,1971-10-01T00:00:00,1970-02-27T00:00:00,,Close,2020-02-27T00:00:00,Close,"Administrative Action (No Water Use Report, irrigating lands not under permit, not updating contact info)",Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10754,Active    ,ST,A-18667,NW S10-T33-R1E,10140,1,1,2F,,Dean Bruening WRP,,"Missouri River, Trib. To",25.8,AF,,,,Cedar,Lewis & Clark,101701011206,2009-06-03,,2009-08-24T00:00:00,,Open,2016-04-29T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
10641,Active    ,SO,A-18614,SENE S14-T15-R11W,8901,1,1,2A,,Pump,,Oeltjen Reservoir,5.0,AF,,,8.0,Howard,Lower Loup,102100070706,2008-09-18,2012-09-01T00:00:00,2010-01-19T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
9850,Active    ,ST,A-18256,NWNW S14-T14-R13W,8597,1,1,2A,,PIWO Reservoir,,"Deer Creek, Trib. To",7.82,AF,,,,Sherman,Lower Loup,102100030706,2004-07-26,,2004-12-29T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
10509,Active    ,ST,A-18565, S31-T15-R10W,9576,1,1,2A,,Rickertsen Reservoir,,"Loup River, South, Trib. To",16.4,AF,,,,Howard,Lower Loup,102100030804,2008-01-28,,2009-08-24T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
10758,Active    ,ST,A-18670, S10-T4-R13E,9150,1,1,1F,,Blayne Behrends Reservoir,,"Muddy Creek, Trib. To",54.6,AF,,,,Nemaha,Nemaha,102400080301,2009-07-01,,2009-08-14T00:00:00,,,,,,Storage,Null GPM,0.0
10573,Active    ,ST,A-18593,NW S18-T20-R2E,7967,1,1,2B,,Leigh Reservoir,,"Maple Creek, West Fork",1178.7,AF,,,,Colfax,Lower Elkhorn,102200030501,2008-05-07,,2008-06-09T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
10719,Active    ,ST,A-18651,NENW S12-T3-R9E,8978,1,1,1F,,Dennis Schuster Reservoir,,"Turkey Creek, Trib. To",79.4,AF,,,,Pawnee,Nemaha,102400070101,2009-03-02,,2009-04-23T00:00:00,,,,,,Storage,Null GPM,0.0
9818,Active    ,ST,A-18232,NWNE S27-T9-R16W,9353,1,1,1A,,Lighthouse Point Dam,,"Wood River, Trib. To",49.5,AF,,,,Buffalo,Central Platte,102001020303,2004-04-12,,,,Open,2020-09-15T00:00:00,Open,Canal Administration,Storage,Null GPM,0.0
10872,Active    ,ST,A-18699, S19-T12-R11E,10465,1,1,2B,,Jenny Newman Lake,,"Platte River, Trib. To",33.77,AF,,,,Cass,Lower Platte South,102002020203,2010-04-09,,2010-06-29T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
10453,Active    ,SO,A-18544, S33-T32-R10W,8174,1,1,2C,,Pump,,Timperley Reservoir,20.9,AF,,,59.9,Holt,Lower Niobrara,101500070404,2007-10-22,2010-10-01T00:00:00,2008-08-18T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10627,Active    ,ST,A-18607,NENE S6-T25-R26W,8479,1,1,2A,,Neiman WRP Reservoir,,Calf Creek,85.4,AF,,,,Cherry,Upper Loup,102100060409,2008-08-06,,2010-02-19T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
13517,Active    ,CS,CSW-1791, S6-T23-R57W,10639,3,1,1A,,,,North Platte River,,,,,,Scotts Bluff,North Platte,101800090707,2003-04-28,,2004-10-14T00:00:00,,,,,,Unknown,Null GPM,0.0
13517,Active    ,CS,CSW-1791, S6-T23-R57W,10640,4,1,1A,,,,North Platte River,,,,,,Scotts Bluff,North Platte,101800090706,2003-04-28,,2004-10-14T00:00:00,,,,,,Unknown,Null GPM,0.0
13517,Active    ,CS,CSW-1791, S6-T23-R57W,10641,4,1,1A,,,,North Platte River,,,,,,Scotts Bluff,North Platte,101800090707,2003-04-28,,2004-10-14T00:00:00,,,,,,Unknown,Null GPM,0.0
13517,Active    ,CS,CSW-1791, S6-T23-R57W,10642,4,1,1A,,,,North Platte River,,,,,,Scotts Bluff,North Platte,101800090707,2003-04-28,,2004-10-14T00:00:00,,,,,,Unknown,Null GPM,0.0
13517,Active    ,CS,CSW-1791, S26-T24-R58W,10643,4,1,1A,,,,North Platte River,,,,,,Sioux,North Platte,101800090706,2003-04-28,,2004-10-14T00:00:00,,,,,,Unknown,Null GPM,0.0
13517,Active    ,CS,CSW-1791,SENE S26-T24-R58W,10644,4,1,1A,,,,North Platte River,,,,,,Sioux,North Platte,101800090706,2003-04-28,,2004-10-14T00:00:00,,,,,,Unknown,Null GPM,0.0
13517,Active    ,CS,CSW-1791, S15-T25-R60W,10645,3,1,1A,,,,North Platte River,,,,,,,North Platte,101800090705,2003-04-28,,2004-10-14T00:00:00,,,,,,Unknown,Null GPM,0.0
9856,Active    ,SS,A-18259, S34-T11-R3E,9414,1,1,1D,,Beckler North,,"Blue River, Big, Trib. To",9.1,AF,,,,Seward,Upper Big Blue,102702020104,2004-07-28,2005-05-10T00:00:00,2005-05-10T00:00:00,,,,,,Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
2152,Active    ,ST,A-17752,NW S17-T3-R7W,9361,1,1,1C,,Dan Shaw Pond,,"Elk Creek, Trib. To",34.0,AF,,,0.0,Nuckolls,Little Blue,102702060507,1999-03-18,,1999-05-11T00:00:00,,Open,2018-08-20T00:00:00,Open,Blue River Compact,Storage,Null GPM,0.0
13531,Active    ,CS,CSW-1805,NWNW S24-T7-R15W,8065,4,1,1A,,,,Platte River,,,,,,Phelps,Tri-Basin,102001011101,2004-06-14,,2008-01-21T00:00:00,,,,,,Unknown,Null GPM,0.0
13531,Active    ,CS,CSW-1805,SWNW S24-T7-R15W,8675,3,1,1A,,,,Platte River,,,,,,Phelps,Tri-Basin,102001011101,2004-06-14,,2008-01-21T00:00:00,,,,,,Unknown,Null GPM,0.0
10741,Active    ,ST,A-18658,NENW S14-T4-R13E,9080,1,1,1F,,Ray Caspers Road Res,,"Mud Creek, Trib. To",108.16,AF,,,,Nemaha,Nemaha,102400080304,2009-04-14,,2009-07-28T00:00:00,,,,,,Storage,Null GPM,0.0
10783,Active    ,ST,A-18675, S16-T4-R13E,9226,1,1,1F,,Larry Bohlken Reservoir,,"Muddy Creek, Trib. To",24.52,AF,,,,Nemaha,Nemaha,102400080301,2009-08-25,,2009-12-09T00:00:00,,,,,,Storage,Null GPM,0.0
9960,Active    ,ST,A-18341, S11-T31-R8W,9727,1,1,2C,,Lightner Reservoir No. 3,,Soldier Creek,14.4,AF,,,0.0,Knox,Lower Niobrara,101500071004,2005-09-08,,2007-03-28T00:00:00,,Open,2018-04-17T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
13481,Active    ,CS,CSW-1755, S4-T9-R20W,3890,4,1,1A,,,,Platte River,,,,,,Dawson,Central Platte,102001010807,1998-07-14,,1999-06-10T00:00:00,,,,,,Unknown,Null GPM,0.0
13481,Active    ,CS,CSW-1755,NENW S32-T10-R20W,3953,3,1,1A,,,,Platte River,,,,,,Dawson,Central Platte,102001010807,1998-07-14,,1999-06-10T00:00:00,,,,,,Unknown,Null GPM,0.0
9962,Active    ,ST,A-18343,SWNE S27-T15-R7E,9661,1,1,2B,,Lake Wanahoo,,Sand Creek,7150.0,AF,,,,Saunders,Lower Platte North,102002030603,2005-09-08,,2008-10-14T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
10922,Active    ,ST,A-18739, S10-T31-R12W,11087,1,1,2C,,Gokie Reservoir No. 2,,"Honey Creek, Trib To",40.0,AF,,,,Holt,Lower Niobrara,101500070304,2011-01-20,,2011-06-17T00:00:00,,Open,2018-04-17T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
10534,Active    ,SO,A-18575,NW S6-T4-R8E,7886,1,1,1D,,Pump,,Bear-Pierce-Cedar 8-C Reservoir,77.4,AF,,,77.7,Gage,Lower Big Blue,102702020407,2008-03-12,2010-09-01T00:00:00,2008-05-21T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10863,Active    ,ST,A-18692, S5-T16-R5E,15740,1,1,2B,,Sand Creek Reservoir 24,,"Sand Creek, Trib. To",119.6,AF,,,,Saunders,Lower Platte North,102002030601,2010-03-19,,2010-09-10T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
10864,Active    ,ST,A-18693, S31-T16-R6E,15741,1,1,2B,,Duck Creek Site 2 Res.,,"Duck Creek, Trib to",117.0,AF,,,,Saunders,Lower Platte North,102002030602,2010-03-19,,2010-09-10T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
10865,Active    ,ST,A-18694, S29-T16-R6E,15742,1,1,2B,,Duck Creek Site 3 Res.,,"Duck Creek, Trib to",79.1,AF,,,,Saunders,Lower Platte North,102002030602,2010-03-19,,2010-09-10T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
10866,Active    ,ST,A-18695, S33-T16-R6E,10453,1,1,2B,,Duck Creek Site 6 Res.,,"Duck Creek, Trib to",161.0,AF,,,,Saunders,Lower Platte North,102002030602,2010-03-19,,2010-09-10T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
10868,Active    ,ST,A-18697, S16-T16-R5E,10455,1,1,2B,,Sand Creek Site 15 Res.,,"Sand Creek, Trib. To",265.4,AF,,,,Saunders,Lower Platte North,102002030601,2010-03-19,,2010-09-10T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
10869,Active    ,ST,A-18698, S14-T16-R5E,10456,1,1,2B,,Sand Creek Site 16 Res.,,"Sand Creek, Trib. To",127.6,AF,,,,Saunders,Lower Platte North,102002030601,2010-03-19,,2010-09-10T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
10890,Active    ,ST,A-18712, S1-T31-R8W,10687,1,1,2C,,Big L Reservoir,,Soldier Creek,250.0,AF,,,,Knox,Lower Niobrara,101500071004,2010-07-19,,2010-12-10T00:00:00,,Open,2018-04-17T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
10893,Active    ,SO,A-18715, S30-T9-R8E,11277,1,1,2B,,Pump,,Magee Reservoir,0.1,AF,,,2.0,Lancaster,Lower Platte South,102002030902,2010-08-20,2013-09-01T00:00:00,2010-12-14T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10912,Active    ,ST,A-18729, S33-T3-R8E,11007,1,1,1D,,Hofeling Pond No. 2,,"Wild Cat Creek, Trib. To",7.59,AF,,,,Gage,Lower Big Blue,102702020605,2010-12-10,,2011-06-08T00:00:00,,,,,,Storage,Null GPM,0.0
10913,Active    ,ST,A-18730,NENW S33-T3-R8E,11008,1,1,1D,,Hofeling Pond No. 3,,"Wild Cat Creek, Trib. To",16.8,AF,,,,Gage,Lower Big Blue,102702020605,2010-12-10,,2011-06-08T00:00:00,,,,,,Storage,Null GPM,0.0
10854,Active    ,SO,A-18688,NWNW S14-T14-R13W,10276,1,1,2A,,Pump,,PIWO Reservoir,7.82,AF,,,49.2,Sherman,Lower Loup,102100030706,2010-02-08,2013-09-01T00:00:00,2011-03-03T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10914,Active    ,SO,A-18731, S33-T3-R8E,10920,1,1,1D,,Pump,,Hofeling Pond No 1,5.07,AF,,,137.3,Gage,Lower Big Blue,102702020605,2010-12-10,2013-09-01T00:00:00,2011-06-08T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10296,Active    ,SO,A-18501, S7-T7-R2W,7831,1,1,1D,,Pump,,Reinsch Reservoir,40.0,AF,,,43.6,Fillmore,Upper Big Blue,102702040104,2007-04-10,2010-09-01T00:00:00,2008-02-18T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10751,Active    ,ST,A-18664,SENE S21-T6-R39W,9116,1,1,1B,,Champion Mill Lake,,Frenchman River,60.0,AF,,,,Chase,Upper Republican,102500050212,2009-05-22,,2009-12-29T00:00:00,,Close,2020-09-23T00:00:00,Close,Localized Administration,Storage,Null GPM,0.0
9819,Active    ,SO,A-18233,SENE S9-T10-R11E,4333,1,1,1F,,Pump,,Weeping Water Reservoir 4J,42.0,AF,,,73.9,Cass,Lower Platte South,102400010202,2004-04-19,,2004-06-22T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10815,Active    ,SO,A-18682, S35-T2-R6E,10145,1,1,1D,,Pump,,"Indian Creek, Big, Reservoir 2-A",57.0,AF,,,59.9,Gage,Lower Big Blue,102702020506,2009-11-04,2012-09-01T00:00:00,2010-04-26T00:00:00,,,,,,Storage Use-only (irrigation from reservoir on lands not covered by natural flow appropriation),Null GPM,0.0
10428,Active    ,ST,A-18538,NENE S22-T22-R1W,7758,1,1,2B,,Schroeter Reservoir,,"Union Creek, trib to",63.5,AF,,,,Madison,Lower Elkhorn,102200030107,2007-09-19,,2008-01-21T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
11055,Active    ,ST,A-18842, S33-T8-R1E,11712,1,1,1D,,Turkey Creek Reservoir 2A,,"Turkey Creek, Trib. To",110.0,AF,,,,Saline,Lower Big Blue,102702040303,2011-11-30,,2012-02-23T00:00:00,,,,,,Storage,Null GPM,0.0
4283,Removed,Removed,Removed,Removed,4659,,,Removed,Removed,Removed,Removed,Removed,,Removed,,,,Removed,Removed,,,,,Removed,Removed,,Removed,Removed,Unknown,Null GPM,0.0
10981,Active    ,SI,A-18741B, S10-T31-R12W,11254,1,1,2C,,Pump,,Gokie Reservoir No. 2,233.0,AF,,,182.3,Holt,Lower Niobrara,101500070304,2011-01-20,2013-09-01T00:00:00,2011-06-17T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
10983,Active    ,SI,A-18758B, S32-T32-R12W,11260,1,1,2C,,Pump,,Stewart Reservoir #1,36.0,AF,,,93.0,Holt,Lower Niobrara,101500070305,2011-03-10,2013-09-01T00:00:00,2011-06-17T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
10703,Active    ,ST,A-18638, S30-T7-R1E,8891,1,1,1D,,Turkey Creek Res. No. 8,,"Turkey Creek, Trib. To",398.7,AF,,,0.0,Saline,Lower Big Blue,102702040302,2009-01-21,,2009-03-21T00:00:00,,,,,,Storage,Null GPM,0.0
10879,Active    ,ST,A-18704, S23-T7-R1W,10509,1,1,1D,,Turkey Creek Res No 3,,"Turkey Creek, Trib. To",638.0,AF,,,,Fillmore,Upper Big Blue,102702040301,2010-05-25,,2010-06-28T00:00:00,,,,,,Storage,Null GPM,0.0
10895,Active    ,ST,A-18717, S25-T7-R2E,10681,1,1,1D,,Turkey Creek Reservoir 15,,Spring Creek,275.8,AF,,,,Saline,Lower Big Blue,102702040306,2010-08-20,,2011-05-27T00:00:00,,,,,,Storage,Null GPM,0.0
11094,Active    ,ST,A-18875,NWNW S26-T23-R3E,15414,1,1,2B,,Goeller Recreation Reserv,,"Elkhorn River, Trib. To",34.0,AF,,,,Stanton,Lower Elkhorn,102200030208,2012-02-17,,2012-05-24T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
10481,Active    ,ST,A-18561,SWNE S11-T22-R2E,15413,1,1,2B,,Wilke Recreation Dam 1,,Sand Creek,30.0,AF,,,,Stanton,Lower Elkhorn,102200030205,2007-12-19,,2011-10-03T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
9958,Active    ,ST,A-18339,SWNW S12-T31-R8W,9875,1,1,2C,,Lighnter Reservoir No. 2,,Soldier Creek,53.7,AF,,,0.0,Knox,Lower Niobrara,101500071004,2005-09-08,,2007-03-28T00:00:00,,Open,2018-04-17T00:00:00,Open,Natural Flow (Reminder),Storage,Null GPM,0.0
13546,Active    ,CS,CSW-2301,SWNE S24-T30-R8W,12103,3,1,2C,,,,"Verdigre Creek, Middle Branch",,,,,,Knox,Lower Niobrara,101500070703,2012-03-22,,2012-08-06T00:00:00,,,,,,Unknown,Null GPM,0.0
13546,Active    ,CS,CSW-2301,SWNE S24-T30-R8W,12104,4,1,2C,,,,"Verdigre Creek, Middle Branch",,,,,,Knox,Lower Niobrara,101500070703,2012-03-22,,2012-08-06T00:00:00,,,,,,Unknown,Null GPM,0.0
13545,Active    ,CS,CSW-2300,SWNE S24-T30-R8W,12101,3,1,2C,,,,"Verdigre Creek, Middle Branch",,,,,,Knox,Lower Niobrara,101500070703,2012-03-22,,2012-08-06T00:00:00,,,,,,Unknown,Null GPM,0.0
13545,Active    ,CS,CSW-2300,SWNE S24-T30-R8W,12102,4,1,2C,,,,"Verdigre Creek, Middle Branch",,,,,,Knox,Lower Niobrara,101500070703,2012-03-22,,2012-08-06T00:00:00,,,,,,Unknown,Null GPM,0.0
10884,Active    ,ST,A-18708, S36-T17-R3E,10518,1,1,2A,,Lost Island Wetland,,Bone Creek,45.36,AF,,,,Butler,Lower Platte North,102002010305,2010-06-09,,2010-08-31T00:00:00,,Open,2020-09-11T00:00:00,Open,Instream Flow (NGPC and CPNRD),Storage,Null GPM,0.0
10969,Active    ,SS,A-18779, S11-T31-R8W,11233,1,1,2C,,Lightner Reservoir No. 3,,Soldier Creek,10.2,AF,,,,Knox,Lower Niobrara,101500071004,2011-05-03,,2011-08-24T00:00:00,,Open,2018-04-17T00:00:00,Open,Natural Flow (Reminder),Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
10976,Active    ,ST,A-18781,SWNE S9-T5-R6E,11236,1,1,1D,,Little Indian 15-A Reserv,,Possum Creek,17.8,AF,,,,Gage,Lower Big Blue,102702020402,2011-05-13,,2011-09-13T00:00:00,,,,,,Storage,Null GPM,0.0
10814,Active    ,SI,A-18681, S29-T32-R6W,10142,1,1,2C,,Pump,,Mark Downey Farm Pond,22.8,AF,,,13.8,Knox,Lower Niobrara,101500071006,2009-10-30,2012-09-01T00:00:00,2010-04-20T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
10858,Active    ,ST,A-18690, S35-T5-R8E,10364,1,1,1F,,Randy Miller Reservoir,,"Laflins Branch, Trib to",51.99,AF,,,,Gage,Nemaha,102400080107,2010-03-02,,2010-04-29T00:00:00,,,,,,Storage,Null GPM,0.0
10923,Active    ,SS,A-18740,SENW S10-T31-R12W,11085,1,1,2C,,Gokie Reservoir No 2,,Honey Creek,233.0,AF,,,,Holt,Lower Niobrara,101500070304,2011-01-20,,2011-06-17T00:00:00,,Open,2018-04-17T00:00:00,Open,Natural Flow (Reminder),Supplemental Storage (an appropriation that has a prior appropriation for storage),Null GPM,0.0
10946,Active    ,SI,A-18758A, S32-T32-R12W,11173,1,1,2C,,Pump,,Stewart Reservoir #1,12.0,AF,,,93.0,Holt,Lower Niobrara,101500070305,2011-03-10,2013-09-01T00:00:00,2011-06-17T00:00:00,,,,,,Supplemental Irrigation (irrigation from reservoir on lands also covered by natural flow appropriation.),Null GPM,0.0
