OID_,ProjectID,RightID,ApplicationNumber,LegalDescription,SubSectionID,Section_,Township,Range,RangeDirectionID,HUC_12,Status,Use,Canal_System,Irrigation_District,County,NRD_1,Water_Division,Source,Current_Acres,Grant_,Units,PriorityDate,Longitude,Latitude
94,1,4042,A-17983,NE NW S23 T01N-R05E,2,23,1,5,1,102702020505.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Gage,Lower Big Blue,1D - Big Blue River,"Indian Creek, Big, Reservoir 5-D",110.000000000000000,84.799999999999997,AF,5/30/2001 0:00:00,-96.835209357901164,40.043335825646146
95,1,1647,A-9744,SW NE S01 T01N-R14W,7,1,1,14,2,102500160409.000000000000000,Active,IR - Irrigation from Natural Stream,,,Franklin,Lower Republican,1B - Republican River,Republican River,0.700000000000000,0.010000000000000,CFS,8/4/1959 0:00:00,-98.848374843079995,40.082020977306257
96,1,2191,A-16352,NW SE S11 T01N-R04W,13,11,1,4,2,102702060904.000000000000000,Active,SO - Stor-only (irrigation from a reservoir on lands not covered by a natural flow appropriation),,,Thayer,Little Blue,1C - Little Blue River,Bostelman Reservoir,65.400000000000006,37.000000000000000,AF,2/11/1985 0:00:00,-97.732763797710703,40.065429069804459
97,1,1610,A-13529,SW NE S04 T01N-R15W,7,4,1,15,2,102500160406.000000000000000,Active,IR - Irrigation from Natural Stream,,,Franklin,Lower Republican,1B - Republican River,"Republican River, Trib. To",14.800000000000001,0.210000000000000,CFS,4/4/1975 0:00:00,-99.013843166720449,40.084150970153829
98,1,4033,A-10717,NE NW S23 T01N-R05E,2,23,1,5,1,102702020505.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,"Indian Creek, Big, Trib. To",,100.599999999999994,AF,11/16/1965 0:00:00,-96.835842950550429,40.044062809541302
99,1,5023,A-15598,NW SE S30 T01N-R12E,13,30,1,12,1,102400070301.000000000000000,Active,ST - Storage,,,Pawnee,Nemaha,1F - Nemaha River and Lower Missouri River,"Negro Branch, Trib. To",,167.099999999999994,AF,11/1/1979 0:00:00,-96.111808624306335,40.021431758137943
100,1,4159,A-15054,NE SW S20 T01N-R08E,10,20,1,8,1,102702050102.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,Plum Creek,79.000000000000000,1.130000000000000,CFS,7/27/1977 0:00:00,-96.551367950186261,40.036076416516806
101,1,5052,A-9653,SW SE S27 T01N-R13E,15,27,1,13,1,102400070302.000000000000000,Active,ST - Storage,,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,"Four Mile Creek, Trib. To",,26.000000000000000,AF,10/13/1958 0:00:00,-95.944132535826682,40.016455828207363
102,1,2188,A-9581,SW NE S09 T01N-R04W,7,9,1,4,2,102702060902.000000000000000,Active,IR - Irrigation from Natural Stream,,,Thayer,Little Blue,1C - Little Blue River,Spring Creek,37.000000000000000,0.210000000000000,CFS,12/21/1957 0:00:00,-97.770836374438545,40.067610875302343
103,1,4122,A-10412,SE NW S24 T01N-R07E,4,24,1,7,1,102702050104.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,"Blue River, Big",14.000000000000000,0.200000000000000,CFS,7/31/1964 0:00:00,-96.588490574384352,40.038281489542591
104,1,2493,A-11030,SE SE S09 T01N-R01W,16,9,1,1,2,102702070206.000000000000000,Active,IR - Irrigation from Natural Stream,,,Thayer,Little Blue,1C - Little Blue River,Rose Creek,26.000000000000000,0.370000000000000,CFS,1/27/1967 0:00:00,-97.425825862014847,40.060755102653907
105,1,4169,A-12916,SE SW S23 T01N-R09E,12,23,1,9,1,102702050103.000000000000000,Active,ST - Storage,,,Pawnee,Lower Big Blue,1D - Big Blue River,"Mission Creek, Trib. To",,119.799999999999997,AF,8/3/1973 0:00:00,-96.380868643663376,40.032714396626979
106,1,4032,A-12267,SW SE S16 T01N-R05E,15,16,1,5,1,102702020503.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,"Indian Creek, Big, Trib. To",,58.799999999999997,AF,5/18/1971 0:00:00,-96.865963974292612,40.047496126237462
107,1,4172,A-14146,NW SE S20 T01N-R09E,13,20,1,9,1,102702050103.000000000000000,Active,ST - Storage,,,Pawnee,Lower Big Blue,1D - Big Blue River,"Mission Creek, Trib. To",,179.800000000000011,AF,4/2/1976 0:00:00,-96.430559427908136,40.034635920883566
108,1,1646,A-15447,NW NE S02 T01N-R14W,5,2,1,14,2,102500160409.000000000000000,Active,IR - Irrigation from Natural Stream,,,Franklin,Lower Republican,1B - Republican River,Republican River,93.700000000000003,1.140000000000000,CFS,4/9/1979 0:00:00,-98.863811469297076,40.085713912871782
109,1,1632,A-9550,NW NE S02 T01N-R14W,5,2,1,14,2,102500160409.000000000000000,Active,IR - Irrigation from Natural Stream,,,Franklin,Lower Republican,1B - Republican River,Republican River,93.700000000000003,0.180000000000000,CFS,8/14/1957 0:00:00,-98.863811469297076,40.085713912871782
110,1,1731,A-5038,NW SW S04 T01N-R10W,9,4,1,10,2,102500160507.000000000000000,Active,IR - Irrigation from Natural Stream,,,Webster,Lower Republican,1B - Republican River,Republican River,97.200000000000003,0.980000000000000,CFS,9/26/1952 0:00:00,-98.458741400755599,40.081007617344703
111,1,1568,A-3216,NW NW S04 T01N-R16W,1,4,1,16,2,102500160106.000000000000000,Active,TI - Transfer to Instream,,,Franklin,Lower Republican,1B - Republican River,Turkey Creek,41.700000000000003,0.320000000000000,CFS,7/25/1940 0:00:00,-99.138766449731747,40.088291443055567
112,1,1572,A-4475,NW NW S04 T01N-R16W,1,4,1,16,2,102500160106.000000000000000,Active,TI - Transfer to Instream,,,Franklin,Lower Republican,1B - Republican River,Turkey Creek,41.700000000000003,0.060000000000000,CFS,5/28/1949 0:00:00,-99.138871522859489,40.088303795535957
113,1,5034,A-15172,SE NE S27 T01N-R12E,8,27,1,12,1,102400070301.000000000000000,Active,ST - Storage,,,Pawnee,Nemaha,1F - Nemaha River and Lower Missouri River,"Lores Branch, Trib. To",,64.299999999999997,AF,1/20/1978 0:00:00,-96.052440722047365,40.023387770913679
114,1,2524,A-9836,NE NE S13 T01N-R01E,6,13,1,1,1,102702070207.000000000000000,Active,ST - Storage,,,Jefferson,Little Blue,1C - Little Blue River,"Rose Creek, Trib. To",,45.000000000000000,AF,6/23/1960 0:00:00,-97.257531231178064,40.059427134374289
115,1,2226,A-12564,SW NE S10 T01N-R03W,7,10,1,3,2,102702061003.000000000000000,Active,IR - Irrigation from Natural Stream,,,Thayer,Little Blue,1C - Little Blue River,Dry Creek,38.700000000000003,0.550000000000000,CFS,3/28/1972 0:00:00,-97.639268447407588,40.068169271933570
116,1,4121,A-13274,NE NW S24 T01N-R07E,2,24,1,7,1,102702050104.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,"Blue River, Big",145.000000000000000,2.070000000000000,CFS,11/13/1974 0:00:00,-96.586943551297054,40.041201627532743
117,1,1652,A-16766,NW NE S05 T01N-R13W,5,5,1,13,2,102500160409.000000000000000,Active,IR - Irrigation from Natural Stream,,,Franklin,Lower Republican,1B - Republican River,Republican River,76.599999999999994,0.470000000000000,CFS,3/31/1989 0:00:00,-98.808218058216909,40.087057725100202
118,1,1650,A-8728,NW NE S05 T01N-R13W,5,5,1,13,2,102500160409.000000000000000,Active,IR - Irrigation from Natural Stream,,,Franklin,Lower Republican,1B - Republican River,Republican River,76.599999999999994,0.360000000000000,CFS,8/7/1956 0:00:00,-98.808218058216909,40.087057725100202
119,1,1649,A-16765,NW NW S05 T01N-R13W,1,5,1,13,2,102500160409.000000000000000,Active,IR - Irrigation from Natural Stream,,,Franklin,Lower Republican,1B - Republican River,Republican River,20.899999999999999,0.300000000000000,CFS,3/29/1989 0:00:00,-98.818943304001976,40.087575143076414
120,1,2534,A-15342,NE NW S12 T01N-R02E,2,12,1,2,1,102702070207.000000000000000,Active,IR - Irrigation from Natural Stream,,,Jefferson,Little Blue,1C - Little Blue River,Rose Creek,82.000000000000000,1.170000000000000,CFS,9/13/1978 0:00:00,-97.156342190459867,40.070628718755593
121,1,4054,A-12959,SE SW S07 T01N-R06E,12,7,1,6,1,102702020505.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,Ash Creek,,98.000000000000000,AF,11/19/1973 0:00:00,-96.795518294251536,40.061293473194681
122,1,1623,A-16956,NW NE S35 T02N-R15W,5,35,2,15,2,102500160203.000000000000000,Active,IR - Irrigation from Natural Stream,,,Franklin,Lower Republican,1B - Republican River,Center Creek,123.200000000000003,0.730000000000000,CFS,3/21/1990 0:00:00,-98.980036889369245,40.102511734146802
123,1,1473,A-12634,SW SE S28 T02N-R20W,15,28,2,20,2,102500110306.000000000000000,Active,ST - Storage,,,Harlan,Lower Republican,1B - Republican River,Twin Creek,,50.000000000000000,AF,5/23/1972 0:00:00,-99.582339150032155,40.106392342161165
124,1,1491,A-16671,SW SE S29 T02N-R18W,15,29,2,18,2,102500091002.000000000000000,Active,IR - Irrigation from Natural Stream,,,Harlan,Lower Republican,1B - Republican River,"Republican River, Trib. To",5.500000000000000,0.080000000000000,CFS,6/27/1988 0:00:00,-99.375955088024568,40.106899612499419
125,1,1747,A-11385,SE NW S34 T02N-R10W,4,34,2,10,2,102500160601.000000000000000,Active,IR - Irrigation from Natural Stream,,,Webster,Lower Republican,1B - Republican River,Elm Creek,42.700000000000003,0.600000000000000,CFS,4/3/1968 0:00:00,-98.437120596304396,40.099508519519297
126,1,4029,A-11252,NE SE S09 T01N-R05E,14,9,1,5,1,102702020503.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,"Indian Creek, Big, Trib. To",,64.700000000000003,AF,9/15/1967 0:00:00,-96.862080809073092,40.067258580633855
127,1,4075,A-12471,SW SE S12 T01N-R06E,15,12,1,6,1,102702020506.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,Squaw Creek,,661.799999999999955,AF,12/30/1971 0:00:00,-96.695183741611771,40.062539843673306
128,1,963,A-2133,SE NE S34 T02N-R38W,8,34,2,38,2,102500021108.000000000000000,Active,ST - Storage,,,Dundy,Upper Republican,1B - Republican River,Spring Creek,,7.000000000000000,AF,4/16/1930 0:00:00,-101.589023549851404,40.101357982441151
129,1,2530,A-14226,NE SW S04 T01N-R02E,10,4,1,2,1,102702070207.000000000000000,Active,IR - Irrigation from Natural Stream,,,Jefferson,Little Blue,1C - Little Blue River,Rose Creek,151.000000000000000,1.080000000000000,CFS,5/14/1976 0:00:00,-97.211125045880706,40.078789114516077
130,1,2537,A-7965,SE SW S04 T01N-R03E,12,4,1,3,1,102702070302.000000000000000,Active,IR - Irrigation from Natural Stream,,,Jefferson,Little Blue,1C - Little Blue River,"Blue River, Little",48.000000000000000,0.340000000000000,CFS,8/19/1955 0:00:00,-97.098013111633065,40.076182767824299
131,1,1566,A-13355,NW SE S29 T02N-R16W,13,29,2,16,2,102500160106.000000000000000,Active,IR - Irrigation from Natural Stream,,,Franklin,Lower Republican,1B - Republican River,Turkey Creek,112.900000000000006,1.610000000000000,CFS,1/13/1975 0:00:00,-99.149510476466503,40.110670856044564
132,1,5080,A-15435,NE NW S25 T01N-R16E,2,25,1,16,1,102400080409.000000000000000,Active,IR - Irrigation from Natural Stream,,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big",34.000000000000000,0.490000000000000,CFS,3/15/1979 0:00:00,-95.570281023511214,40.027258737384052
133,1,4162,A-17582B,NE SW S12 T01N-R07E,10,12,1,7,1,102702050104.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,"Blue River, Big",80.000000000000000,1.140000000000000,CFS,6/3/1997 0:00:00,-96.590702425389566,40.063032131998924
134,1,4148,A-17582A,NE SW S12 T01N-R07E,10,12,1,7,1,102702050104.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,"Blue River, Big",176.000000000000000,1.980000000000000,CFS,6/3/1997 0:00:00,-96.590702425389566,40.063032131998924
135,1,5032,A-16345,SW SE S17 T01N-R12E,15,17,1,12,1,102400070301.000000000000000,Active,ST - Storage,,,Pawnee,Nemaha,1F - Nemaha River and Lower Missouri River,Lores Branch,,777.000000000000000,AF,10/17/1984 0:00:00,-96.094300707491854,40.047087102263852
136,1,4111,A-3626,NE SW S12 T01N-R07E,10,12,1,7,1,102702050104.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,"Blue River, Big",176.000000000000000,0.530000000000000,CFS,7/24/1943 0:00:00,-96.590247013966476,40.063357402019939
137,1,4156,A-11192,SE SE S09 T01N-R08E,16,9,1,8,1,102702050102.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,"Plum Creek, Trib. To",,18.800000000000001,AF,7/6/1967 0:00:00,-96.523917116451074,40.061609297890143
138,1,1604,A-2559,SE NE S28 T02N-R15W,8,28,2,15,2,102500160406.000000000000000,Active,ST - Storage,,,Franklin,Lower Republican,1B - Republican River,Vining Creek,,22.000000000000000,AF,9/28/1935 0:00:00,-99.013319663952302,40.111310727550325
139,1,1434,A-16773,NW NE S25 T02N-R21W,5,25,2,21,2,102500110305.000000000000000,Active,IR - Irrigation from Natural Stream,,,Furnas,Lower Republican,1B - Republican River,Sappa Creek,111.500000000000000,1.590000000000000,CFS,4/13/1989 0:00:00,-99.638707540782519,40.115618726149023
140,1,4110,A-8954,NW SW S12 T01N-R07E,9,12,1,7,1,102702050104.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,"Blue River, Big",173.000000000000000,2.470000000000000,CFS,11/6/1956 0:00:00,-96.594243788389122,40.065020352291171
141,1,2231,A-11223,SW SE S31 T02N-R02W,15,31,2,2,2,102702061003.000000000000000,Active,IR - Irrigation from Natural Stream,,,Thayer,Little Blue,1C - Little Blue River,Dry Creek,123.000000000000000,1.760000000000000,CFS,8/14/1967 0:00:00,-97.581741672097507,40.090608451155120
142,1,4154,A-14299,NW SW S10 T01N-R08E,9,10,1,8,1,102702050102.000000000000000,Active,IR - Irrigation from Natural Stream,,,Gage,Lower Big Blue,1D - Big Blue River,Plum Creek,84.000000000000000,1.200000000000000,CFS,7/2/1976 0:00:00,-96.517806062585237,40.062868843674643
143,1,1621,A-9065,SW NW S26 T02N-R15W,3,26,2,15,2,102500160203.000000000000000,Active,IR - Irrigation from Natural Stream,,,Franklin,Lower Republican,1B - Republican River,Center Creek,10.800000000000001,0.150000000000000,CFS,12/29/1956 0:00:00,-98.988634213161816,40.112574969778059
144,1,4076,A-10502,SW NW S12 T01N-R06E,3,12,1,6,1,102702020506.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,"Squaw Creek, Trib. To",,80.299999999999997,AF,1/12/1965 0:00:00,-96.705560757818660,40.069194581859044
145,1,5078,A-12886,NW SE S19 T01N-R16E,13,19,1,16,1,102400080403.000000000000000,Active,ST - Storage,,,Richardson,Nemaha,1F - Nemaha River and Lower Missouri River,"Nemaha River, Big, Trib. To",,75.200000000000003,AF,6/18/1973 0:00:00,-95.657879781455946,40.033683282158492
146,1,2464,A-11662,SE NE S06 T01N-R03E,8,6,1,3,1,102702070105.000000000000000,Active,IR - Irrigation from Natural Stream,,,Jefferson,Little Blue,1C - Little Blue River,"Blue River, Little",83.099999999999994,1.190000000000000,CFS,3/6/1969 0:00:00,-97.123844131968227,40.080997695826412
147,1,1746,A-11418,SW SW S27 T02N-R10W,11,27,2,10,2,102500160601.000000000000000,Active,IR - Irrigation from Natural Stream,,,Webster,Lower Republican,1B - Republican River,Elm Creek,25.000000000000000,0.350000000000000,CFS,5/10/1968 0:00:00,-98.443069201209212,40.107024226942322
148,1,4155,A-10692,NW SE S09 T01N-R08E,13,9,1,8,1,102702050102.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,"Plum Creek, Trib. To",,12.770000000000000,AF,9/20/1965 0:00:00,-96.526641447478127,40.064665256538177
149,1,2196,A-13215,SE NW S35 T02N-R04W,4,35,2,4,2,102702060904.000000000000000,Active,IR - Irrigation from Natural Stream,,,Thayer,Little Blue,1C - Little Blue River,Spring Creek,54.000000000000000,0.770000000000000,CFS,9/30/1974 0:00:00,-97.738429254282124,40.096213724172316
150,1,1564,A-4815,NW NE S29 T02N-R16W,5,29,2,16,2,102500160106.000000000000000,Active,IR - Irrigation from Natural Stream,,,Franklin,Lower Republican,1B - Republican River,Turkey Creek,40.899999999999999,0.340000000000000,CFS,3/2/1951 0:00:00,-99.148225817707797,40.116044976793674
151,1,1565,A-6915,NW NE S29 T02N-R16W,5,29,2,16,2,102500160106.000000000000000,Active,IR - Irrigation from Natural Stream,,,Franklin,Lower Republican,1B - Republican River,Turkey Creek,39.200000000000003,0.330000000000000,CFS,12/15/1954 0:00:00,-99.148361508913382,40.116111166284171
152,1,2471,A-17629,SE NE S06 T01N-R03E,8,6,1,3,1,102702070105.000000000000000,Active,IR - Irrigation from Natural Stream,,,Jefferson,Little Blue,1C - Little Blue River,"Blue River, Little",119.000000000000000,1.700000000000000,CFS,11/25/1997 0:00:00,-97.126992382904874,40.082690805829380
153,1,4030,A-10503,SW SW S02 T01N-R05E,11,2,1,5,1,102702020503.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,"Indian Creek, Big, Trib. To",,45.689999999999998,AF,1/12/1965 0:00:00,-96.840046715549519,40.075630420857983
154,1,4072,A-10506,NE NE S10 T01N-R06E,6,10,1,6,1,102702020506.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,"Indian Creek, Big, Trib. To",,103.400000000000006,AF,1/12/1965 0:00:00,-96.731007619636230,40.072556803188370
155,1,2515,A-11377,NE NE S04 T01N-R01E,6,4,1,1,1,102702070205.000000000000000,Active,IR - Irrigation from Natural Stream,,,Jefferson,Little Blue,1C - Little Blue River,Buckley Creek,33.000000000000000,0.470000000000000,CFS,3/18/1968 0:00:00,-97.314361220847303,40.088038559231073
156,1,4153,A-11972,NW SW S11 T01N-R08E,9,11,1,8,1,102702050102.000000000000000,Active,ST - Storage,,,Gage,Lower Big Blue,1D - Big Blue River,"Plum Creek, Trib. To",,89.900000000000006,AF,6/12/1970 0:00:00,-96.500920117578914,40.066512340358472
157,1,1617,A-13585,NE NE S27 T02N-R15W,6,27,2,15,2,102500160203.000000000000000,Active,IR - Irrigation from Natural Stream,,,Franklin,Lower Republican,1B - Republican River,Center Creek,73.200000000000003,0.400000000000000,CFS,5/19/1975 0:00:00,-98.990803557853312,40.117721486342319
158,1,1618,A-17137,NE NE S27 T02N-R15W,6,27,2,15,2,102500160203.000000000000000,Active,IR - Irrigation from Natural Stream,,,Franklin,Lower Republican,1B - Republican River,Center Creek,36.700000000000003,0.520000000000000,CFS,12/18/1991 0:00:00,-98.990835748335599,40.117746783914434
159,1,1619,A-6175,NE NE S27 T02N-R15W,6,27,2,15,2,102500160203.000000000000000,Active,IR - Irrigation from Natural Stream,,,Franklin,Lower Republican,1B - Republican River,Center Creek,73.200000000000003,0.580000000000000,CFS,4/13/1954 0:00:00,-98.990867565715632,40.117797086321929
160,1,1447,A-7433,NE SW S24 T02N-R24W,10,24,2,24,2,102500140304.000000000000000,Active,IR - Irrigation from Natural Stream,,,Furnas,Lower Republican,1B - Republican River,Beaver Creek,31.500000000000000,0.310000000000000,CFS,5/2/1955 0:00:00,-99.977721978650308,40.123540882201709
161,1,1472,A-11139,NW SW S21 T02N-R20W,9,21,2,20,2,102500110306.000000000000000,Active,TI - Transfer to Instream,,,Harlan,Lower Republican,1B - Republican River,Sappa Creek,5.700000000000000,0.080000000000000,CFS,5/15/1967 0:00:00,-99.589215900743369,40.124048312001470
