AllocationNativeID,MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,OwnerClassificationCVPopulationServed,PowerType,PrimaryUseCategory,WaterAllocationNativeURL,OwnerClassificationCV,PopulationServed
A-10234R,NEDNR_Water Rights,NEDNR,NEwr_S7520,NEDNR_Allocation,,,,,,,,,,Active,,1963-08-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10235,NEDNR_Water Rights,NEDNR,NEwr_S1593,NEDNR_Allocation,,,,,,,,,,Active,,1963-08-16,,09/30,04/01,,21.5,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10236,NEDNR_Water Rights,NEDNR,NEwr_S1561,NEDNR_Allocation,,,,,,,,,,Active,,1963-08-23,,09/30,04/01,,296.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10237A,NEDNR_Water Rights,NEDNR,NEwr_S5735,NEDNR_Allocation,,,,,,,,,,Active,,1963-08-28,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10237B,NEDNR_Water Rights,NEDNR,NEwr_S5736,NEDNR_Allocation,,,,,,,,,,Active,,1963-08-28,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10237C,NEDNR_Water Rights,NEDNR,NEwr_S5737,NEDNR_Allocation,,,,,,,,,,Active,,1963-08-28,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10242,NEDNR_Water Rights,NEDNR,"NEwr_S1570,NEwr_S1571,NEwr_S1569",NEDNR_Allocation,,,,,,,,,,Active,,1963-09-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10243,NEDNR_Water Rights,NEDNR,NEwr_S4481,NEDNR_Allocation,,,,,,,,,,Active,,1963-09-13,,09/30,04/01,,35.1,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10244A,NEDNR_Water Rights,NEDNR,NEwr_S7327,NEDNR_Allocation,,,,,,,,,,Active,,1963-09-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10244B,NEDNR_Water Rights,NEDNR,NEwr_S7588,NEDNR_Allocation,,,,,,,,,,Active,,1963-09-18,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10245,NEDNR_Water Rights,NEDNR,NEwr_S1556,NEDNR_Allocation,,,,,,,,,,Active,,1963-09-19,,09/30,04/01,,132.6,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10248,NEDNR_Water Rights,NEDNR,NEwr_S12208,NEDNR_Allocation,,,,,,,,,,Active,,1963-09-23,,09/30,04/01,,1.7,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10252,NEDNR_Water Rights,NEDNR,NEwr_S1560,NEDNR_Allocation,,,,,,,,,,Active,,1963-10-09,,09/30,04/01,,57.7,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10253,NEDNR_Water Rights,NEDNR,NEwr_S1599,NEDNR_Allocation,,,,,,,,,,Active,,1963-10-15,,09/30,04/01,,3.17,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10254,NEDNR_Water Rights,NEDNR,NEwr_S11914,NEDNR_Allocation,,,,,,,,,,Active,,1963-10-23,,09/30,04/01,,137.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10255,NEDNR_Water Rights,NEDNR,NEwr_S5948,NEDNR_Allocation,,,,,,,,,,Active,,1963-10-28,,09/30,04/01,,14.8,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10257,NEDNR_Water Rights,NEDNR,NEwr_S5359,NEDNR_Allocation,,,,,,,,,,Active,,1963-11-07,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10260A,NEDNR_Water Rights,NEDNR,NEwr_S5260,NEDNR_Allocation,,,,,,,,,,Active,,1963-11-18,,09/30,04/01,,2049.0,Supplemental Irrigation,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10260C,NEDNR_Water Rights,NEDNR,NEwr_S12120,NEDNR_Allocation,,,,,,,,,,Active,,1963-11-18,,09/30,04/01,,2049.0,Supplemental Irrigation,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10261,NEDNR_Water Rights,NEDNR,NEwr_S7490,NEDNR_Allocation,,,,,,,,,,Active,,1963-11-26,,09/30,04/01,,21.77,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10264,NEDNR_Water Rights,NEDNR,"NEwr_S9523,NEwr_S9522",NEDNR_Allocation,,,,,,,,,,Active,,1963-12-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10269,NEDNR_Water Rights,NEDNR,NEwr_S1589,NEDNR_Allocation,,,,,,,,,,Active,,1963-12-17,,09/30,04/01,,935.2,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10273,NEDNR_Water Rights,NEDNR,"NEwr_S8770,NEwr_S8771",NEDNR_Allocation,,,,,,,,,,Active,,1964-01-06,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10274,NEDNR_Water Rights,NEDNR,"NEwr_S341,NEwr_S340",NEDNR_Allocation,,,,,,,,,,Active,,1964-01-10,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10280,NEDNR_Water Rights,NEDNR,NEwr_S10135,NEDNR_Allocation,,,,,,,,,,Active,,1964-01-20,,09/30,04/01,,0,Irrigation and Incidental Underground Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10281,NEDNR_Water Rights,NEDNR,NEwr_S10136,NEDNR_Allocation,,,,,,,,,,Active,,1964-01-20,,09/30,04/01,,0,Irrigation and Incidental Underground Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10282,NEDNR_Water Rights,NEDNR,"NEwr_S6947,NEwr_S6948",NEDNR_Allocation,,,,,,,,,,Active,,1964-01-20,,09/30,04/01,,11282.09,Supplemental Irrigation and Incidental Underground Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10284,NEDNR_Water Rights,NEDNR,NEwr_S9828,NEDNR_Allocation,,,,,,,,,,Active,,1964-01-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10285,NEDNR_Water Rights,NEDNR,NEwr_S11558,NEDNR_Allocation,,,,,,,,,,Active,,1964-01-22,,09/30,04/01,,9.58,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10286,NEDNR_Water Rights,NEDNR,"NEwr_S11487,NEwr_S11488",NEDNR_Allocation,,,,,,,,,,Active,,1964-01-22,,09/30,04/01,,9.85,"Storage Use-only,Supplemental Irrigation",,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10293,NEDNR_Water Rights,NEDNR,NEwr_S1692,NEDNR_Allocation,,,,,,,,,,Active,,1964-01-31,,09/30,04/01,,40.2,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10294,NEDNR_Water Rights,NEDNR,"NEwr_S1687,NEwr_S1686",NEDNR_Allocation,,,,,,,,,,Active,,1964-01-31,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10299,NEDNR_Water Rights,NEDNR,"NEwr_S8495,NEwr_S8497,NEwr_S8496",NEDNR_Allocation,,,,,,,,,,Active,,1964-02-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10301,NEDNR_Water Rights,NEDNR,NEwr_S4338,NEDNR_Allocation,,,,,,,,,,Active,,1964-02-06,,09/30,04/01,,231.39,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10302,NEDNR_Water Rights,NEDNR,NEwr_S1669,NEDNR_Allocation,,,,,,,,,,Active,,1964-02-06,,09/30,04/01,,152.38,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10303,NEDNR_Water Rights,NEDNR,"NEwr_S10623,NEwr_S10622,NEwr_S10624",NEDNR_Allocation,,,,,,,,,,Active,,1964-02-07,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10306,NEDNR_Water Rights,NEDNR,NEwr_S1704,NEDNR_Allocation,,,,,,,,,,Active,,1964-02-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10307,NEDNR_Water Rights,NEDNR,NEwr_S1703,NEDNR_Allocation,,,,,,,,,,Active,,1964-02-13,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10308,NEDNR_Water Rights,NEDNR,NEwr_S1672,NEDNR_Allocation,,,,,,,,,,Active,,1964-02-19,,09/30,04/01,,2840.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10309,NEDNR_Water Rights,NEDNR,NEwr_S1684,NEDNR_Allocation,,,,,,,,,,Active,,1964-02-20,,09/30,04/01,,26000.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10312,NEDNR_Water Rights,NEDNR,"NEwr_S4445,NEwr_S4447,NEwr_S4444,NEwr_S4448,NEwr_S4449,NEwr_S4446",NEDNR_Allocation,,,,,,,,,,Active,,1964-02-21,,09/30,04/01,,85.6,"Storage Use-only,Supplemental Irrigation",,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10317,NEDNR_Water Rights,NEDNR,NEwr_S1646,NEDNR_Allocation,,,,,,,,,,Active,,1964-02-28,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10318,NEDNR_Water Rights,NEDNR,"NEwr_S11152,NEwr_S11149,NEwr_S11150,NEwr_S11151",NEDNR_Allocation,,,,,,,,,,Active,,1964-03-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10325,NEDNR_Water Rights,NEDNR,NEwr_S216,NEDNR_Allocation,,,,,,,,,,Active,,1964-03-16,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10328,NEDNR_Water Rights,NEDNR,NEwr_S1656,NEDNR_Allocation,,,,,,,,,,Active,,1964-03-19,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10329,NEDNR_Water Rights,NEDNR,NEwr_S11761,NEDNR_Allocation,,,,,,,,,,Active,,1964-03-20,,09/30,04/01,,82.87,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10331,NEDNR_Water Rights,NEDNR,NEwr_S7329,NEDNR_Allocation,,,,,,,,,,Active,,1964-03-24,,09/30,04/01,,45.2,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10333,NEDNR_Water Rights,NEDNR,"NEwr_S1575,NEwr_S1576",NEDNR_Allocation,,,,,,,,,,Active,,1964-03-25,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10336,NEDNR_Water Rights,NEDNR,"NEwr_S11075,NEwr_S11074,NEwr_S11076",NEDNR_Allocation,,,,,,,,,,Active,,1964-03-27,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10338,NEDNR_Water Rights,NEDNR,NEwr_S5360,NEDNR_Allocation,,,,,,,,,,Active,,1964-03-31,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10339,NEDNR_Water Rights,NEDNR,NEwr_S5361,NEDNR_Allocation,,,,,,,,,,Active,,1964-03-31,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10346,NEDNR_Water Rights,NEDNR,"NEwr_S1597,NEwr_S1598",NEDNR_Allocation,,,,,,,,,,Active,,1964-04-07,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10348,NEDNR_Water Rights,NEDNR,NEwr_S5101,NEDNR_Allocation,,,,,,,,,,Active,,1964-04-13,,09/30,04/01,,12.0,Storage Use-only,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10351,NEDNR_Water Rights,NEDNR,"NEwr_S1582,NEwr_S1583,NEwr_S1580,NEwr_S1581",NEDNR_Allocation,,,,,,,,,,Active,,1964-04-14,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10352,NEDNR_Water Rights,NEDNR,"NEwr_S11034,NEwr_S11032,NEwr_S11033",NEDNR_Allocation,,,,,,,,,,Active,,1964-04-15,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10356,NEDNR_Water Rights,NEDNR,NEwr_S7457,NEDNR_Allocation,,,,,,,,,,Active,,1964-04-23,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10359,NEDNR_Water Rights,NEDNR,"NEwr_S9898,NEwr_S9899",NEDNR_Allocation,,,,,,,,,,Active,,1964-04-24,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10362A,NEDNR_Water Rights,NEDNR,NEwr_S11288,NEDNR_Allocation,,,,,,,,,,Active,,1964-04-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10362B,NEDNR_Water Rights,NEDNR,NEwr_S11289,NEDNR_Allocation,,,,,,,,,,Active,,1964-04-28,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10363,NEDNR_Water Rights,NEDNR,NEwr_S1543,NEDNR_Allocation,,,,,,,,,,Active,,1964-04-30,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10364,NEDNR_Water Rights,NEDNR,"NEwr_S1545,NEwr_S1544",NEDNR_Allocation,,,,,,,,,,Active,,1964-05-04,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10365,NEDNR_Water Rights,NEDNR,"NEwr_S1547,NEwr_S1546",NEDNR_Allocation,,,,,,,,,,Active,,1964-05-04,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10366,NEDNR_Water Rights,NEDNR,NEwr_S1579,NEDNR_Allocation,,,,,,,,,,Active,,1964-05-06,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10368,NEDNR_Water Rights,NEDNR,NEwr_S1574,NEDNR_Allocation,,,,,,,,,,Active,,1964-05-08,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10369,NEDNR_Water Rights,NEDNR,"NEwr_S10851,NEwr_S10852",NEDNR_Allocation,,,,,,,,,,Active,,1964-05-08,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10373,NEDNR_Water Rights,NEDNR,"NEwr_S1590,NEwr_S1592,NEwr_S1591",NEDNR_Allocation,,,,,,,,,,Active,,1964-05-25,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10374,NEDNR_Water Rights,NEDNR,NEwr_S1577,NEDNR_Allocation,,,,,,,,,,Active,,1964-05-27,,09/30,04/01,,151.51,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10377,NEDNR_Water Rights,NEDNR,NEwr_S7459,NEDNR_Allocation,,,,,,,,,,Active,,1964-05-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10379,NEDNR_Water Rights,NEDNR,"NEwr_S1563,NEwr_S1564",NEDNR_Allocation,,,,,,,,,,Active,,1964-06-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10381,NEDNR_Water Rights,NEDNR,NEwr_S10983,NEDNR_Allocation,,,,,,,,,,Active,,1964-06-08,,09/30,04/01,,76.24,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10382,NEDNR_Water Rights,NEDNR,NEwr_S11057,NEDNR_Allocation,,,,,,,,,,Active,,1964-06-08,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10386,NEDNR_Water Rights,NEDNR,NEwr_S1557,NEDNR_Allocation,,,,,,,,,,Active,,1964-06-22,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10387,NEDNR_Water Rights,NEDNR,NEwr_S6035,NEDNR_Allocation,,,,,,,,,,Active,,1964-06-23,,09/30,04/01,,4.93,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10388,NEDNR_Water Rights,NEDNR,NEwr_S11892,NEDNR_Allocation,,,,,,,,,,Active,,1964-06-26,,09/30,04/01,,50.7,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10389A,NEDNR_Water Rights,NEDNR,"NEwr_S4471,NEwr_S4472,NEwr_S4469,NEwr_S4470,NEwr_S4473",NEDNR_Allocation,,,,,,,,,,Active,,1964-07-01,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10389B,NEDNR_Water Rights,NEDNR,"NEwr_S4475,NEwr_S4479,NEwr_S4478,NEwr_S4476,NEwr_S4477",NEDNR_Allocation,,,,,,,,,,Active,,1964-07-01,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10391,NEDNR_Water Rights,NEDNR,"NEwr_S1565,NEwr_S1566",NEDNR_Allocation,,,,,,,,,,Active,,1964-07-08,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10392,NEDNR_Water Rights,NEDNR,NEwr_S1551,NEDNR_Allocation,,,,,,,,,,Active,,1964-07-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10393,NEDNR_Water Rights,NEDNR,NEwr_S1585,NEDNR_Allocation,,,,,,,,,,Active,,1964-07-10,,09/30,04/01,,101.9,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10395,NEDNR_Water Rights,NEDNR,"NEwr_S1539,NEwr_S1538",NEDNR_Allocation,,,,,,,,,,Active,,1964-07-20,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10397,NEDNR_Water Rights,NEDNR,NEwr_S11227,NEDNR_Allocation,,,,,,,,,,Active,,1964-07-20,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10401,NEDNR_Water Rights,NEDNR,"NEwr_S11136,NEwr_S11137",NEDNR_Allocation,,,,,,,,,,Active,,1964-07-27,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10403,NEDNR_Water Rights,NEDNR,"NEwr_S8623,NEwr_S8624",NEDNR_Allocation,,,,,,,,,,Active,,1964-07-28,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10404,NEDNR_Water Rights,NEDNR,NEwr_S1549,NEDNR_Allocation,,,,,,,,,,Active,,1964-07-29,,09/30,04/01,,12.7,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10405,NEDNR_Water Rights,NEDNR,NEwr_S1550,NEDNR_Allocation,,,,,,,,,,Active,,1964-07-29,,09/30,04/01,,131.73,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10406,NEDNR_Water Rights,NEDNR,NEwr_S1548,NEDNR_Allocation,,,,,,,,,,Active,,1964-07-29,,09/30,04/01,,215.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10407,NEDNR_Water Rights,NEDNR,"NEwr_S10844,NEwr_S10843,NEwr_S10841,NEwr_S10842",NEDNR_Allocation,,,,,,,,,,Active,,1964-07-29,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10409,NEDNR_Water Rights,NEDNR,NEwr_S6034,NEDNR_Allocation,,,,,,,,,,Active,,1964-07-29,,09/30,04/01,,2.7,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10412,NEDNR_Water Rights,NEDNR,NEwr_S11239,NEDNR_Allocation,,,,,,,,,,Active,,1964-07-31,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10415A,NEDNR_Water Rights,NEDNR,"NEwr_S466,NEwr_S467",NEDNR_Allocation,,,,,,,,,,Active,,1964-08-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10415B,NEDNR_Water Rights,NEDNR,"NEwr_S468,NEwr_S469",NEDNR_Allocation,,,,,,,,,,Active,,1964-08-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10416,NEDNR_Water Rights,NEDNR,NEwr_S10848,NEDNR_Allocation,,,,,,,,,,Active,,1964-08-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10418,NEDNR_Water Rights,NEDNR,"NEwr_S10846,NEwr_S10847,NEwr_S10845",NEDNR_Allocation,,,,,,,,,,Active,,1964-08-04,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10419,NEDNR_Water Rights,NEDNR,"NEwr_S5108,NEwr_S5106,NEwr_S5107",NEDNR_Allocation,,,,,,,,,,Active,,1964-08-06,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10420,NEDNR_Water Rights,NEDNR,"NEwr_S1567,NEwr_S1568",NEDNR_Allocation,,,,,,,,,,Active,,1964-08-06,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10427,NEDNR_Water Rights,NEDNR,NEwr_S6073,NEDNR_Allocation,,,,,,,,,,Active,,1964-08-24,,09/30,04/01,,3.62,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10428,NEDNR_Water Rights,NEDNR,"NEwr_S1541,NEwr_S1542,NEwr_S1540",NEDNR_Allocation,,,,,,,,,,Active,,1964-08-24,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-1042R,NEDNR_Water Rights,NEDNR,"NEwr_S7336,NEwr_S7335,NEwr_S7334",NEDNR_Allocation,,,,,,,,,,Active,,1910-12-05,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10430,NEDNR_Water Rights,NEDNR,NEwr_S1584,NEDNR_Allocation,,,,,,,,,,Active,,1964-08-26,,09/30,04/01,,2020.0,Storage,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10431,NEDNR_Water Rights,NEDNR,"NEwr_S10849,NEwr_S10850",NEDNR_Allocation,,,,,,,,,,Active,,1964-08-31,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10432,NEDNR_Water Rights,NEDNR,"NEwr_S6301,NEwr_S6300,NEwr_S6299",NEDNR_Allocation,,,,,,,,,,Active,,1964-09-03,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10436,NEDNR_Water Rights,NEDNR,"NEwr_S8538,NEwr_S8539,NEwr_S8537",NEDNR_Allocation,,,,,,,,,,Active,,1964-09-04,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10439R,NEDNR_Water Rights,NEDNR,NEwr_S6075,NEDNR_Allocation,,,,,,,,,,Active,,1964-09-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10442,NEDNR_Water Rights,NEDNR,NEwr_S1586,NEDNR_Allocation,,,,,,,,,,Active,,1964-09-09,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10443,NEDNR_Water Rights,NEDNR,"NEwr_S1558,NEwr_S1559",NEDNR_Allocation,,,,,,,,,,Active,,1964-09-11,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10447,NEDNR_Water Rights,NEDNR,"NEwr_S7600,NEwr_S7164",NEDNR_Allocation,,,,,,,,,,Active,,1964-09-23,,09/30,04/01,,0,"Temporary Transfer to In-Stream Use,Irrigation from Natural Stream",,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
A-10449,NEDNR_Water Rights,NEDNR,NEwr_S285,NEDNR_Allocation,,,,,,,,,,Active,,1964-10-01,,09/30,04/01,,0,Irrigation from Natural Stream,,,,01/04/2021,,0,,,,,,,Unspecified,,Unspecified,
