FID_1,WRENAME,WRNAME,DWNAME,SYSTEMTYPE,WATERRESID,WRID,DWSYSNUM,WRLINK,WHOLESALER,LABEL,STATE,COUNTY,BASIN,SUBAREA,SUBAREANAM,LANUM,LANAME,ENDYEAR,DATASOURCE,SOURCEDATE,EDITOR,EDITDATE,SHAPE_Leng,Shape__Are,Shape__Len,Shape_Length,Shape_Area,Longitude,Latitude
65,Santa Clara City,Santa Clara Municipal Water System,Santa Clara City,C,1536,1207,UTAH27016,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1207, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,10-01-05d,Santa Clara,2019,Supplier,2/24/2020 0:00,ADAMCLARK,10/19/2020 0:00,21224.11342,15752975.58,21224.09924,21224.09924,15752975.58,-113.655862,37.1313323
66,Rockville Pipeline Co.,Rockville Pipeline Company,Rockville Pipeline Co,C,1534,1074,UTAH27014,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1074, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2002,North Fork Virgin,10-01-02a,North Fork Virgin,2019,DWRe/Supplier,9/3/2019 0:00,ADAMCLARK,10/19/2020 0:00,34804.15261,21762977.86,34804.15261,34804.15261,21762977.86,-113.0546793,37.147656
67,Springdale Town Water System,Springdale Culinary Water,Springdale Town Water System,C,1537,1342,UTAH27017,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1342, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2002,North Fork Virgin,10-01-02a,North Fork Virgin,2019,DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,19077.71615,11899440.01,19077.71615,19077.71615,11899440.01,-113.0049964,37.18168636
68,Washington City,Washington Municipal Water System,Washington City,C,1541,1254,UTAH27021,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1254,Washington County Water Conservancy District,WCWCD,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,10-01-05e,St. George,2019,AGRC/DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,71945.25564,83980324.74,71945.25564,71945.25564,83980324.74,-113.4893135,37.13255882
69,Ivins,Ivins Town Water,Ivins,C,1529,1296,UTAH27008,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1296, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,10-01-05d,Santa Clara,2019,DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,26144.46132,16145204.54,26144.46132,26144.46132,16145204.54,-113.6690353,37.16789408
70,Todohaidekani Community, ,Todohaidekani Community,C,2193,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,San Juan,Southeast Colorado River,9/3/2001,San Juan River,09-03-01a,San Juan River,2010, ,1/1/1970 0:00,ADAMCLARK,1/5/2016 0:00,22758.5715,13694037.41,22758.5715,22758.5715,13694037.42,-109.5869188,37.17939384
71,Virgin,Virgin Water Department,Virgin,C,1540,1171,UTAH27020,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1171,Washington County Water Conservancy District,WCWCD,Utah,Washington,Kanab Creek/Virgin River,10/1/2003,Laverkin,10-01-03d,Virgin,2019,DWRe/Supplier,3/7/2019 0:00,ADAMCLARK,10/19/2020 0:00,29636.07988,30583435.48,29636.07988,29636.07988,30583435.48,-113.2055367,37.19474028
72,Holly Village Community, ,Holly Village Water,C,2190,0, ,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,San Juan,Southeast Colorado River,9/3/2001,San Juan River,09-03-01a,San Juan River,2010, ,1/1/1970 0:00,ADAMCLARK,1/5/2016 0:00,6901.533814,2908188.689,6901.533814,6901.533814,2908188.69,-109.3033688,37.21000852
73,Aneth Community, ,Aneth Community,C,942,0,UTAH19039,http://www.waterrights.utah.gov/cgi-bin/wuseview.exe, , ,Utah,San Juan,Southeast Colorado River,9/3/2005,McElmo,09-03-05a,McElmo,2010, ,1/1/1970 0:00,ADAMCLARK,5/31/2017 0:00,3744.756481,719006.0151,3744.756481,3744.756481,719006.015,-109.1850913,37.21563501
74,Kayenta Water Users Inc.,Kayenta Water User's Association,K.W.U. Inc.,C,1565,1407,UTAH27059,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1407,Washington County Water Conservancy District,WCWCD,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,10-01-05d,Santa Clara,2019,AGRC/DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,16349.83149,8398972.362,16349.83149,16349.83149,8398972.362,-113.7038347,37.18657224
75,Hurricane City,Hurricane City Water System,Hurricane City,C,1528,1169,UTAH27007,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1169,Washington County Water Conservancy District,WCWCD,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,10-01-05e,St. George,2019,DWRe/Supplier,3/7/2019 0:00,ADAMCLARK,10/19/2020 0:00,100834.972,132041803.9,100834.972,100834.972,132041803.9,-113.3503986,37.15073603
76,St. George City Water System,City of St. George,St George City Water System,C,1535,1133,UTAH27015,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1133,Washington County Water Conservancy District,WCWCD,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,10-01-05e,St. George,2019,AGRC/DWRe,2/24/2020 0:00,ADAMCLARK,10/19/2020 0:00,111997.1886,200190696.6,111997.1744,111997.1744,200190696.6,-113.5779301,37.07747629
77,Winchester Hills Water Co.,Winchester Hills Water Company,Winchester Hills Water Co,C,1561,1447,UTAH27049,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1447, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,10-01-05d,Santa Clara,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,7566.958505,2343572.095,7566.958505,7566.958505,2343572.094,-113.6162847,37.20736846
78,Angell Springs SSD,Angell Springs SSD,Angell Springs SSD,C,1579,10875,UTAH27074,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10875, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,10-01-05e,St. George,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,6493.676275,1137650.594,6493.676275,6493.676275,1137650.595,-113.3747987,37.23608541
79,Zion Canyon Water System,Zion National Park (Zion Canyon Water System) Culinary,Zion Canyon Water System,C,1562,1047,UTAH27051,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1047, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2002,North Fork Virgin,10-01-02a,North Fork Virgin,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,18991.79785,3038628.416,18991.79785,18991.79785,3038628.417,-112.9699603,37.22507794
80,Leeds Domestic Water Users Assoc.,Leeds Domestic Water Users Association,Leeds Domestic Water Users Association,C,1531,1000,UTAH27010,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1000, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,10-01-05e,St. George,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,44637.58508,16296402.95,44637.58508,44637.58508,16296402.95,-113.3470612,37.23719738
81,La Verkin City Water System,LaVerkin Town Water,La Verkin City Water System,C,1530,1028,UTAH27009,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1028,Washington County Water Conservancy District,WCWCD,Utah,Washington,Kanab Creek/Virgin River,10/1/2003,Laverkin,10-01-03c,Toquerville,2019,AGRC/DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,34017.77046,35353694.62,34017.77046,34017.77046,35353694.62,-113.250561,37.2315341
82,Bluff Water Works Service District,Bluff Service Area,Bluff Water Works Service District,C,912,1308,UTAH19002,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1308, , ,Utah,San Juan,Southeast Colorado River,9/3/2001,San Juan River,09-03-01a,San Juan River,2019,DWRe/Supplier,4/30/2019 0:00,ADAMCLARK,10/19/2020 0:00,11129.59563,2697091.884,11129.59563,11129.59563,2697091.884,-109.5650404,37.28289261
83,Diamond Valley Acres,Diamond Valley Acres Water Company,Diamond Valley Acres,C,1570,1421,UTAH27065,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1421, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,10-01-05d,Santa Clara,2019,DWRe/Supplier,3/6/2018 0:00,ADAMCLARK,10/19/2020 0:00,14675.9345,4988359.985,14675.9345,14675.9345,4988359.986,-113.6062382,37.24975977
84,Orderville Town Water System,Orderville Town Water System,Orderville Town Water System,C,610,1025,UTAH13008,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1025, , ,Utah,Kane,Kanab Creek/Virgin River,10/1/2001,Long Valley,10-01-01a,Long Valley,2019,AGRC,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,32958.66715,22569899.82,32958.66715,32958.66715,22569899.82,-112.6574014,37.25396707
85,Toquerville Town Water System,Toquerville Water Dept.,Toquerville Town Water System,C,1538,1127,UTAH27018,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1127,Washington County Water Conservancy District,WCWCD,Utah,Washington,Kanab Creek/Virgin River,10/1/2003,Laverkin,10-01-03c,Toquerville,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,37696.63625,44701970.29,37696.63625,37696.63625,44701970.29,-113.2962111,37.251576
86,Gunlock SSD,Gunlock Water Users Association,Gunlock Special Service District,C,1526,1312,UTAH27005,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1312, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,10-01-05b,Gunlock,2019,DWRe/DWRi/Supplier,7/25/2019 0:00,ADAMCLARK,10/19/2020 0:00,6356.953378,1797491.802,6356.953378,6356.953378,1797491.802,-113.763468,37.28459913
87,Dammeron Valley Water Works LLC,Dammeron Valley Water Works,Dammeron Valley Water Works LLC,C,1547,1445,UTAH27030,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1445, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2005,St. George,10-01-05d,Santa Clara,2019,AGRC/DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,11967.06978,4499320.881,11967.06978,11967.06978,4499320.881,-113.6734566,37.30285396
88,Glendale Town Water System,Glendale Town Corporation,Glendale Town Water System,C,607,1073,UTAH13004,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1073, , ,Utah,Kane,Kanab Creek/Virgin River,10/1/2001,Long Valley,10-01-01a,Long Valley,2019,AGRC,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,34548.32812,18121416.14,34548.32812,34548.32812,18121416.14,-112.603507,37.33424797
89,Veyo Culinary Water Association,Veyo Culinary Water Association,Veyo Culinary Water Assn,C,1539,1206,UTAH27019,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1206, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2004,Santa Clara,10-01-04a,Santa Clara A,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,21492.12955,9494861.405,21492.12955,21492.12955,9494861.405,-113.690235,37.33976479
90,Pine Valley Mt. Farms,Pine Valley Mt. Farms Water Company,Pine Valley Mt Farms,C,1566,1425,UTAH27061,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1425, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2004,Santa Clara,10-01-04a,Santa Clara A,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,5063.628943,1207000.33,5063.628943,5063.628943,1207000.33,-113.6637196,37.36527508
91,Pine Valley Irrigation Co.,Pine Valley Irrigation Company,Pine Valley Irrigation Co,C,1542,1219,UTAH27025,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1219, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2004,Santa Clara,10-01-04d,Santa Clara D,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,17030.74692,5555667.7,17030.74692,17030.74692,5555667.7,-113.5119648,37.39012314
92,Central Culinary Water Co.,Central Culinary Water Company Inc.,Central Culinary Water Co,C,1523,11277,UTAH27002,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11277, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2004,Santa Clara,10-01-04c,Santa Clara C,2019,DWRe/DWRi/Supplier,7/25/2019 0:00,ADAMCLARK,10/19/2020 0:00,5250.205216,457956.0533,5250.205216,5250.205216,457956.0535,-113.624472,37.41457136
93,Alton Town Water System,"Alton Town Water, Inc.",Alton Town Water System,C,604,1307,UTAH13001,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1307, , ,Utah,Kane,Kanab Creek/Virgin River,10/2/2002,Kanab Creek,10-02-02b,Upper Kanab Creek,2019,AGRC,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,17221.37694,6011934.009,17221.37694,17221.37694,6011934.01,-112.5062046,37.43029111
94,Dixie Deer SSD,Dixie Deer Special Service District,Dixie Deer Ssd,C,1524,1262,UTAH27003,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1262, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2004,Santa Clara,10-01-04c,Santa Clara C,2019,AGRC,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,11327.80588,2839909.735,11327.80588,11327.80588,2839909.734,-113.6301183,37.42156161
95,Glen Canyon N.R.A. - Halls Crossing Marina,"National Park Service, Glen Canyon Halls Crossing Marina",Glen Canyon NRA -  Halls Crossing,C,2265,1323,UTAH19046,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1323, , ,Utah,San Juan,West Colorado River,9/3/2002,Lake Powell,09-03-02a,Lake Powell WColo,2019,DWRe/DWRi/Supplier,7/31/2019 0:00,ADAMCLARK,10/19/2020 0:00,10259.54493,6394362.895,10259.54493,10259.54493,6394362.895,-110.713107,37.46165334
96,Harmony Heights Water Co.,Harmony Heights Water Company,Harmony Heights Water Company,C,1586,11333,UTAH27082,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11333, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2003,Laverkin,10-01-03b,Harmony Group,2019,DWRe/Supplier,3/5/2018 0:00,ADAMCLARK,10/19/2020 0:00,7722.698945,2167789.567,7722.698945,7722.698945,2167789.567,-113.2919096,37.46141217
97,White Mesa (Ute Mtn. Ute Tribe), ,White Mesa Mill,NTNC,2194,0,UTAH19025,https://waterlink.utah.gov/deqWater/reports.html?systemId=842, , ,Utah,San Juan,Southeast Colorado River,9/3/2003,Blanding,09-03-03a,Blanding,2010, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,41749.30287,27230250.15,41749.30287,41749.30287,27230250.14,-109.4673656,37.46365936
98,New Harmony Water System,New Harmony Town Water,New Harmony Water System,C,1532,1085,UTAH27011,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1085, , ,Utah,Washington,Kanab Creek/Virgin River,10/1/2003,Laverkin,10-01-03b,Harmony Group,2019,AGRC/DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,8401.278094,1565376.367,8401.278094,8401.278094,1565376.367,-113.3097069,37.48033133
99,Glen Canyon N.R.A. - Bullfrog Recreation Site,"National Park Service, Glen Canyon Bullfrog Recreation Site",Glen Canyon NRA - Bullfrog,C,613,1241,UTAH13014,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1241, , ,Utah,Kane,West Colorado River,9/3/2002,Lake Powell,09-03-02a,Lake Powell WColo,2019,DWRe/DWRi/Supplier,7/25/2019 0:00,ADAMCLARK,10/19/2020 0:00,14209.62508,9902089.089,14209.62508,14209.62508,9902089.089,-110.7225896,37.52173894
100,Kanarraville Town Water System,Kanarraville Municipal Water System,Kanarraville Town Water System,C,507,1282,UTAH11006,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1282, , ,Utah,Iron,Kanab Creek/Virgin River,10/1/2003,Laverkin,10-01-03a,Kanarraville,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,7081.813827,1185647.338,7081.813827,7081.813827,1185647.339,-113.181344,37.53786654
101,Henrieville Town Water System,Henrieville Town Culinary Water,Henrieville Town Water System,C,393,1062,UTAH09006,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1062, , ,Utah,Garfield,Southeast Colorado River,9/5/2000,Paria River,09-05-00a,Paria,2019,AGRC/DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,8867.037986,3458916.184,8867.037986,8867.037986,3458916.184,-112.0018837,37.56389767
102,Cannonville Town Water System,Cannonville Town,Cannonville Town Water System,C,390,1204,UTAH09003,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1204, , ,Utah,Garfield,Southeast Colorado River,9/5/2000,Paria River,09-05-00a,Paria,2019,AGRC/DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,28816.07977,6682329.306,28816.07977,28816.07977,6682329.306,-112.0583119,37.58208577
103,Enterprise Town Water System,Enterprise Culinary Water System,Enterprise Town Water System,C,1525,1031,UTAH27004,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1031, , ,Utah,Washington,Cedar/Beaver,6/3/2001,Escalante Desert,06-03-01a,Escalante Desert,2019,AGRC/DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,34607.74069,24052092.67,34607.74069,34607.74069,24052092.67,-113.7446065,37.57253266
104,Tropic Town Water System,Tropic,Tropic Town Water System,C,395,1160,UTAH09008,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1160, , ,Utah,Garfield,Southeast Colorado River,9/5/2000,Paria River,09-05-00a,Paria,2019,AGRC,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,24160.3184,20520430.28,24160.3184,24160.3184,20520430.28,-112.091374,37.62941068
105,Rainbow Ranchos,Rainbow Ranchos Water Company,Rainbow Ranchos,C,543,1281,UTAH11048,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1281, , ,Utah,Iron,Cedar/Beaver,6/2/2002,Cedar,06-02-02a,Cedar,2019,DWRe/DWRi/Supplier,7/25/2019 0:00,ADAMCLARK,10/19/2020 0:00,3107.750573,481175.5127,3107.750573,3107.750573,481175.5124,-113.1590392,37.61455052
106,Cedar Highlands Subdivision (CICWCD),Central Iron County Water Conservancy District (Cedar High),Cedar Highlands Subdivision,C,537,11404,UTAH11042,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11404, , ,Utah,Iron,Cedar/Beaver,6/2/2002,Cedar,06-02-02a,Cedar,2019,DWRe,7/31/2019 0:00,ADAMCLARK,10/19/2020 0:00,5205.207824,1092436.483,5205.207824,5205.207824,1092436.483,-113.0430807,37.63816727
107,Spring Creek Water Users,Spring Creek Water Users,Spring Creek Water Users,C,547,1454,UTAH11052,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1454, , ,Utah,Iron,Cedar/Beaver,6/2/2002,Cedar,06-02-02a,Cedar,2019,DWRe/DWRi/Supplier,7/25/2019 0:00,ADAMCLARK,10/19/2020 0:00,5052.836963,881997.6016,5052.836963,5052.836963,881997.6016,-113.1444634,37.65053726
108,Hatch Town Water System,Hatch Culinary Water,Hatch Town Water System,C,392,1237,UTAH09005,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1237, , ,Utah,Garfield,Sevier River,5/6/2001,Navajo Lake,05-06-01a,Navajo Lake,2019,AGRC/DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,11465.33356,4820060.671,11465.33356,11465.33356,4820060.671,-112.4347708,37.6493651
109,Cross Hollow Hills Subdivision,CICWCD Cross Hollow Hills Water,Cross Hollow Hills Subdivision,C,550,10914,UTAH11055,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=10914, , ,Utah,Iron,Cedar/Beaver,6/2/2002,Cedar,06-02-02a,Cedar,2017, ,1/1/1970 0:00,ADAMCLARK,10/2/2019 0:00,8493.438429,4009208.549,8493.438429,8493.438429,4009208.549,-113.1249967,37.64531744
110,Ticaboo Utility Improvement District,Ticaboo Utility Improvement District,Ticaboo Utility Improvement District,C,404,1178,UTAH09022,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1178, , ,Utah,Garfield,West Colorado River,9/3/2002,Lake Powell,09-03-02a,Lake Powell WColo,2019,DWRe,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,5291.052641,1752186.41,5291.052641,5291.052641,1752186.41,-110.698398,37.67820956
111,Meadows Ranches,"Meadows Ranches Homeowners Association, Inc.",Meadows Ranch,C,540,1428,UTAH11045,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1428, , ,Utah,Iron,Cedar/Beaver,6/2/2002,Cedar,06-02-02a,Cedar,2019,DWRe/Supplier,7/3/2019 0:00,ADAMCLARK,10/19/2020 0:00,15301.15722,8296760.905,15301.15722,15301.15722,8296760.906,-113.1715596,37.65799169
112,Newcastle Water Co.,Newcastle Water Company,New Castle Water Company,C,513,1325,UTAH11013,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1325, , ,Utah,Iron,Cedar/Beaver,6/3/2001,Escalante Desert,06-03-01a,Escalante Desert,2019,DWRe/DWRi/Supplier,4/15/2020 0:00,ADAMCLARK,10/19/2020 0:00,10448.20737,1460123.384,10448.20737,10448.20737,1460123.384,-113.5519936,37.66535635
113,Buena Vista Community,Buena Vista Community,Buena Vista Community,C,548,1451,UTAH11053,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1451, , ,Utah,Iron,Cedar/Beaver,6/2/2002,Cedar,06-02-02a,Cedar,2019,DWRe/DWRi/Supplier,7/25/2019 0:00,ADAMCLARK,10/19/2020 0:00,3563.722335,650832.4063,3563.722335,3563.722335,650832.4061,-113.1384027,37.68828019
114,Monte Vista Community Water Co.,Monte Vista Comm. & Water Co.,Monte Vista Community Water Co.,C,532,1012,UTAH11036,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1012, , ,Utah,Iron,Cedar/Beaver,6/2/2002,Cedar,06-02-02a,Cedar,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,2487.482315,342986.645,2487.482315,2487.482315,342986.645,-113.1270362,37.68869528
115,Brian Head Town Water System,Brian Head Water Supply,Brian Head Town Water System,C,504,1137,UTAH11001,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1137, , ,Utah,Iron,Cedar/Beaver,6/2/2001,Parowan,06-02-01a,Parowan,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,19375.15617,7822411.119,19375.15617,19375.15617,7822411.12,-112.8429015,37.69736946
116,Escalante Valley Housing,Escalante Valley Housing,Escalante Valley Housing,C,512,11282,UTAH11012,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11282, , ,Utah,Iron,Cedar/Beaver,6/3/2001,Escalante Desert,06-03-01a,Escalante Desert,2019,DWRe/DWRi/Supplier,4/14/2020 0:00,ADAMCLARK,10/19/2020 0:00,919.6185251,48565.9364,919.6185251,919.6185251,48565.9366,-113.6504185,37.70844951
117,Flying L Subdivision,Flying L Subdivision,Flying L Subdivision,C,553,11356,UTAH11058,https://www.waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=11356, , ,Utah,Iron,Cedar/Beaver,6/2/2002,Cedar,06-02-02a,Cedar,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,3925.561612,494839.3755,3925.561612,3925.561612,494839.375,-113.0900018,37.72565469
118,Cedar City Waterworks,Cedar City Municipal Water,Cedar City Waterworks Sys,C,505,1231,UTAH11002,http://waterrights.utah.gov/cgi-bin/wuseview.exe?Modinfo=Pwsview&SYSTEM_ID=1231, , ,Utah,Iron,Cedar/Beaver,6/2/2002,Cedar,06-02-02a,Cedar,2019, ,1/1/1970 0:00,ADAMCLARK,10/19/2020 0:00,59591.28386,43926909.98,59591.28386,59591.28386,43926909.98,-113.0834181,37.68865151
119,Escalante Town Water System,Escalante Culinary Water,Escalante Town Water System,C,391,1134,UTAH09004,https://www.waterrights.utah.gov/asp_apps/viewEditPWS/pwsView.asp?SYSTEM_ID=1134, , ,Utah,Garfield,West Colorado River,8/4/2002,Escalante River,08-04-02a,Escalante River,2019,DWRe/Supplier,5/26/2020 0:00,ADAMCLARK,10/19/2020 0:00,43387.58811,24658308.26,43387.58811,43387.58811,24658308.26,-111.5941027,37.75790062
