OID_,SABL_PWSID,BOUNDARY_T,WATER_SYST,WATER_SY_1,CREATED_US,CREATED_DA,LAST_EDITE,LAST_EDI_1,OBJECTID,ACTIVITY_S,ACTIVITY_D,OWNER_TYPE,COUNTY,POPULATION,REGULATING,FEDERAL_CL,STATE_CLAS,ADDR_LINE_,ADDR_LINE1,ADDRESS_CI,ADDRESS_ST,ADDRESS_ZI,SERVICE_CO,GLOBALID,AC_PHONE_N,AC_EMAIL,BOUNDARY_F,DT_VERIFIE,VERIFIED_S,VERIFIED_N,VERIFIED_T,Shape__Are,Shape__Len,Lat,Long
46,CA3900831,Water Service Area,CA3900831,ARBOR MOBILE HOME PARK WS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,187,A,8/8/2016 0:00:00,P,SAN JOAQUIN,340,LPA69 - SAN JOAQUIN COUNTY,COMMUNITY,COMMUNITY,19690 N HWY 99, ,ACAMPO,CA,95220,173,{41FAD6B4-1742-405F-8418-335E5A6B53E3},209-329-7839,arbor@newportpacific.com,WBT Tool,,Not Verified, , ,213965.710813999990933,2094.431822869999905,38.162255318100001,-121.258872139999994
47,CA1400088,Water Service Area,CA1400088,DELIGHT'S HOT SPRINGS RESORT,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,188,A,4/30/2015 0:00:00,P,INYO,55,DISTRICT 13 - SAN BERNARDINO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY, , ,TECOPA,CA,92389,72,{46787BA5-AD94-4ACF-9962-8DC21E6DBBB8},760-852-4343,delightshotspringsresort@gmail.com,WBT Tool,,Not Verified, , ,243056.325627999991411,2007.898189259999981,35.875767479399997,-116.228524710000002
48,CA5800814,Water Service Area,CA5800814,BULLARD'S BAR REC FAC WTR SYS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,189,A,7/28/2021 0:00:00,P,YUBA,2225,LPA88 - YUBA COUNTY,NON-TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,BULLARDS BAR RESERVOIR, ,CAMPTONVILLE,CA,95922,12,{2DE51D1A-F031-40E9-83BB-9E2D85EA3C37},530-740-7156,bshaw@ycwa.com,WBT Tool,,Not Verified, , ,6958588.356359999626875,10600.017224200000783,39.395500699999999,-121.139128674999995
49,CA5200534,Water Service Area,CA5200534,PASKENTA COMM. SERVICES DIST.,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,190,A,8/16/2001 0:00:00,P,TEHAMA,244,DISTRICT 21 - VALLEY,COMMUNITY,COMMUNITY,P.O. Box 182, ,PASKENTA,CA,96074,74,{8354F579-254D-47BA-8361-CBE893CD02BC},530-833-5480,paskentawaterdistrict@yahoo.com,WBT Tool,,Not Verified, , ,2014883.060259999940172,7509.858990910000102,39.883255924700002,-122.547816456999996
50,CA3010079,Water Service Area,CA3010079,EL TORO WATER DISTRICT,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,191,A,1/1/1976 0:00:00,L,ORANGE,58821,DISTRICT 08 - SANTA ANA,COMMUNITY,COMMUNITY,24251 LOS ALISOS BOULEVARD, ,LAKE FOREST,CA,92630,9541,{1960EA8F-8470-40E8-892C-3685B814D81B},949-837-7050,DCAFFERTY@ETWD.COM,WBT Tool,,Not Verified, , ,30002917.215700000524521,45484.917213799999445,33.615436723400002,-117.711242904000002
51,CA4400711,Water Service Area,CA4400711,CAMP CHESEBROUGH,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,192,A,1/29/2015 0:00:00,P,SANTA CRUZ,150,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,26005 Highway 9, ,LOS GATOS,CA,95030,5,{5155E80E-A306-4448-BC2D-A30AE22C38CB},408-638-8314,michael.wilson@scouting.org,WBT Tool,,Not Verified, , ,1440.076206360000015,145.890760026999999,37.245458299299997,-122.145087946999993
52,CA2300606,Water Service Area,CA2300606,LAKE VIEW MUTUAL WATER CO.,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,194,A,9/9/2019 0:00:00,P,MENDOCINO,90,DISTRICT 03 - MENDOCINO,COMMUNITY,COMMUNITY,4950 BLACK BART TRAIL, ,REDWOOD VALLEY,CA,95470,29,{7726F311-3378-421B-B715-B424CB7D25F8}, ,sgardner3683@att.net,WBT Tool,,Not Verified, , ,2157578.907759999856353,8264.244178000000829,39.241794044300001,-123.159289349000005
53,CA4901287,Water Service Area,CA4901287,ROCHIOLI WINERY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,195,A,1/1/1976 0:00:00,P,SONOMA,26,DISTRICT 18 - SONOMA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,6192 Westside Road, ,HEALDSBURG,CA,95448,6,{185AB18E-F8ED-4220-B873-76553E41577F},707-433-2305,rochioli@aol.com,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,430499.615233000018634,2671.568680429999858,38.532698232999998,-122.865466620999996
54,CA2810007,Water Service Area,CA2810007,TOWN OF YOUNTVILLE,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,197,A,1/1/1976 0:00:00,L,NAPA,2751,DISTRICT 03 - MENDOCINO,COMMUNITY,COMMUNITY,6550 YOUNT ST.,P.O. BOX 2590,YOUNTVILLE,CA,94599,833,{C84249AD-AECB-47A5-A68F-53FD9108672B},707-944-8851,jferons@yville.com,WBT Tool,,Not Verified, , ,6503798.200589999556541,18539.315032099999371,38.395607749800000,-122.366871635999999
55,CA5800823,Water Service Area,CA5800823,COUNTRY AIR MOBILE HOME PARK,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,1,A,7/28/2016 0:00:00,P,YUBA,100,LPA88 - YUBA COUNTY,COMMUNITY,COMMUNITY,10077 MARYSVILLE RD, ,DOBBINS,CA,95703,35,{968779A7-6297-41F2-86B3-A9DF8F616DB0},843-251-7800,robert.managementservices@gmail.com,WBT Tool,,Not Verified, , ,56656.910100000000966,1102.626409400000057,39.381424885999998,-121.214861678000005
56,CA5000433,Water Service Area,CA5000433,OID-OAKDALE RURAL WATER SYSTEM #1,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,2,A,1/1/1992 0:00:00,L,STANISLAUS,1570,DISTRICT 10 - STOCKTON,COMMUNITY,COMMUNITY,1205 East F Street, ,OAKDALE,CA,95361,476,{E487D5F6-EE10-4997-9E85-1A6200417B70},209-840-5508,SKNELL@OAKDALEIRRIGATION.COM,WBT Tool,,Not Verified, , ,905053.833320999983698,7647.658915670000169,37.779809813800000,-120.804462129000001
57,CA4400604,Water Service Area,CA4400604,BRACKEN BRAE COUNTRY CLUB,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,3,A,1/29/2015 0:00:00,P,SANTA CRUZ,54,DISTRICT 05 - MONTEREY,COMMUNITY,COMMUNITY,395 Burnside Bend, ,BOULDER CREEK,CA,95006,24,{03E334CB-8B40-4DC9-BB65-B8C8E3A3DC56},408-472-4891,hpengineprep@gmail.com,WBT Tool,,Not Verified, , ,245612.349037000007229,1985.319598609999957,37.140231502299997,-122.144949956000005
58,CA4400526,Water Service Area,CA4400526,BIG REDWOOD PARK WATER,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,4,A,1/29/2015 0:00:00,P,SANTA CRUZ,130,LPA74 - SANTA CRUZ COUNTY,COMMUNITY,COMMUNITY,18575 Main Blvd, ,LOS GATOS,CA,95033,65,{DB142788-6C26-4C8C-A9AB-10839E6D84F7},408-621-1712,waldoburford@gmail.com,WBT Tool,,Not Verified, , ,681849.417680999962613,3312.759434149999834,37.114315259900003,-121.984668287999995
59,CA2700970,Water Service Area,CA2700970,ROYAL SIERRA ESTATES WS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,5,A,8/1/2016 0:00:00,P,MONTEREY,36,LPA57 - MONTEREY COUNTY,COMMUNITY,COMMUNITY, , ,GREENFIELD,CA,93927,19,{2F777181-ADB7-4901-976C-210AC82411A9},831-737-0490,professorcs1@aol.com,WBT Tool,,Not Verified, , ,81166.879366099994513,1373.149026229999890,36.266173715299999,-121.436422696999998
60,CA3110150,Water Service Area,CA3110150,CALAM - WEST PLACER,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,6,A,2/6/2003 0:00:00,P,PLACER,4561,DISTRICT 09 - SACRAMENTO,COMMUNITY,COMMUNITY,4701 BELOIT DRIVE, ,SACRAMENTO,CA,95838,1386,{A0C188C0-F074-415B-A2B0-35B07DE14A90},916-568-4278,audie.foster@amwater.com,WBT Tool,,Pending, , ,74034546.165000006556511,57281.672999399997934,38.744171582299998,-121.402640500999993
61,CA4901336,Water Service Area,CA4901336,MERRIAM WINERY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,7,A,3/14/2011 0:00:00,P,SONOMA,50,DISTRICT 18 - SONOMA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,11650 Los Amigos Road, ,HEALDSBURG,CA,95448,4,{2755D551-4AB0-45B6-9F00-2E865BAFE037},978-352-8155,peter@merriamvineyards.com,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,77854.845019500004128,1210.355245160000095,38.579312827099997,-122.836207264999999
62,CA5800832,Water Service Area,CA5800832,CASTLEWOOD MOBILE HOME PARK,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,10,A,7/28/2016 0:00:00,P,YUBA,200,LPA88 - YUBA COUNTY,COMMUNITY,COMMUNITY,6057 GRIFFITH AVE, ,E. LINDA,CA,95901,88,{594F2582-47EB-448C-8FC4-4EB23A50C776},530-743-7416,BAGGERKYREN@LIVE.COM,WBT Tool,,Not Verified, , ,85288.591703800004325,1303.178793809999888,39.129960832400002,-121.522234385999994
63,CA2701630,Water Service Area,CA2701630,PRUNEDALE CHEVRON WS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,12,A,8/1/2016 0:00:00,P,MONTEREY,25,LPA57 - MONTEREY COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY, , ,SALINAS,CA,93907,1,{80ACB6D1-DE11-4BA9-AF6F-3107D18D490D},831-663-3744,fuelman8695@aol.com,WBT Tool,,Not Verified, , ,10934.060872800000652,422.071786685000006,36.791403722200002,-121.668206561999995
64,CA3600399,Water Service Area,CA3600399,PARADISE MOBILE ESTATES,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,13,A,8/8/2016 0:00:00,P,SAN BERNARDINO,190,LPA66 - SAN BERNARDINO COUNTY,COMMUNITY,COMMUNITY,24046 HWY 18, ,APPLE VALLEY,CA,92307,38,{BE47B4B7-336A-4B0B-A64C-9C8821189487},949-496-0893,normaillu@cox.net,WBT Tool,,Not Verified, , ,54429.090854499998386,1015.638869219999947,34.489235112400003,-117.139032154000006
65,CA4400642,Water Service Area,CA4400642,CATHEDRAL WOOD MUTUAL WATER COMPANY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,14,A,1/29/2015 0:00:00,P,SANTA CRUZ,60,DISTRICT 05 - MONTEREY,COMMUNITY,COMMUNITY,Carl Dr., ,SCOTTS VALLEY,CA,95066,20,{EF3912B0-F789-43CB-9548-9F8DAA5950E6},831-438-5373,cathedralwoodmutualca@gmail.com,WBT Tool,,Not Verified, , ,430816.907563999993727,2953.057705149999947,37.095484594200002,-121.971784662000005
66,CA5200255,Water Service Area,CA5200255,CORNING RV PARK,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,15,A,8/3/2016 0:00:00,P,TEHAMA,112,LPA82 - TEHAMA COUNTY,COMMUNITY,COMMUNITY,4720 BARHAM, ,CORNING,CA,96021,40,{1F2A66BB-809A-4A39-AE86-E0DE489BF087},530-879-1955,reportsgdss@gmail.com,WBT Tool,,Pending, , ,46330.676313999996637,871.071382427000003,39.934405407299998,-122.201435035000003
67,CA4900981,Water Service Area,CA4900981,PEDRONCELLI WINERY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,16,A,4/12/1985 0:00:00,P,SONOMA,25,DISTRICT 18 - SONOMA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1220 Canyon Road, ,GEYSERVILLE,CA,95441,12,{C7CD2812-8225-4880-94DF-8061F8A03F58},707-857-3531,lance@pedroncelli.com,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,615914.059945999993943,4715.382224459999634,38.708756883299998,-122.935667695999996
68,CA3400179,Water Service Area,CA3400179,MC CLELLAN MHP,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,18,A,8/8/2016 0:00:00,P,SACRAMENTO,700,LPA64 - SACRAMENTO COUNTY,COMMUNITY,COMMUNITY,5050 ROSEVILLE RD, ,NORTH HIGHLANDS,CA,95660,199,{B2C618C2-2254-403F-83B1-E73C882134FA},916-332-0812,monica@boavidamhp.com,WBT Tool,,Not Verified, , ,92119.004159400006756,1311.080917250000084,38.658582357100002,-121.379983225999993
69,CA1500485,Water Service Area,CA1500485,ANTELOPE VALLEY MOBILE ESTATES,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,20,A,3/22/1979 0:00:00,P,KERN,60,DISTRICT 19 - TEHACHAPI,COMMUNITY,COMMUNITY,470 20TH STREET W, ,ROSAMOND,CA,93560,28,{06D54461-910D-45A0-8085-C9E414D1FF40},310-871-8516,jeanetteso@aol.com,WBT Tool,,Not Verified, , ,18090.347870599998714,548.913501839999981,34.827483440899996,-118.166092317999997
70,CA4400825,Water Service Area,CA4400825,ROARING CAMP RAILROAD INC,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,21,A,1/29/2015 0:00:00,P,SANTA CRUZ,193,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,5401 Graham Hill Rd, ,FELTON,CA,95018,22,{43995DC8-C6B1-45A6-ABC4-E3AB0759B0EF},831-335-4484,pete@roaringcamp.com,WBT Tool,,Not Verified, , ,54016.263068699998257,939.318035434999956,37.040632660100002,-122.061819783999994
71,CA4400717,Water Service Area,CA4400717,KENNOLYN CAMP,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,22,A,1/29/2015 0:00:00,P,SANTA CRUZ,213,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,8400 Glen Haven Rd, ,SOQUEL,CA,95073,25,{53E010AF-3705-4925-B03F-ABA18557DDF9},831-479-6714,facilities@kennolyn.com,WBT Tool,,Not Verified, , ,2472.644753500000206,209.928635856000000,37.035870985800003,-121.931619506000004
72,CA4400726,Water Service Area,CA4400726,SEVENTH DAY ADVENTIST CAMP,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,23,A,1/29/2015 0:00:00,P,SANTA CRUZ,1000,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1931 Soquel San Jose Rd, ,SOQUEL,CA,95073,202,{7E309137-8EE3-4C5F-9245-4E9EB1A292ED},831-464-4936,tgallemore@cccsda.org,WBT Tool,,Not Verified, , ,45513.578088200003549,897.817475130000048,37.014943700200000,-121.953220751000003
73,CA4400774,Water Service Area,CA4400774,SANTA CRUZ KOA CAMPGROUNDS,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,24,A,1/29/2015 0:00:00,P,SANTA CRUZ,110,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,1186 San Andreas Rd, ,WATSONVILLE,CA,95076,235,{56146F25-20CA-434A-ACBD-161183BDEDF7},831-722-0551,jgooch@koa.net,WBT Tool,,Not Verified, , ,6086.430783189999602,311.523480858000028,36.926069139600003,-121.844997986999999
74,CA4400803,Water Service Area,CA4400803,THE SEQUOIA RETREAT CENTER,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,25,A,1/29/2015 0:00:00,P,SANTA CRUZ,75,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,11445 Alba Road, ,BEN LOMOND,CA,95005,1,{5E6EF0B9-173E-4DEC-B755-A6E07444B895},831-336-5060,diane@sequoiaretreatcenter.com,WBT Tool,,Not Verified, , ,3200.737848709999980,227.154952484000006,37.097889103400000,-122.114461151000000
75,CA4400823,Water Service Area,CA4400823,SPRING HILLS GOLF COURSE,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,26,A,1/29/2015 0:00:00,P,SANTA CRUZ,55,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,501 Spring Hills Dr, ,WATSONVILLE,CA,95076,2,{60F3141E-57C3-47D1-BED7-79E424CD1087},831-246-0239,amy@springhillsgolf.com,WBT Tool,,Not Verified, , ,34444.776738699998532,743.224503797000011,36.977993458800000,-121.753991733000007
76,CA4400851,Water Service Area,CA4400851,KIM SON MONASTERY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,27,A,1/29/2015 0:00:00,P,SANTA CRUZ,55,LPA74 - SANTA CRUZ COUNTY,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,574 Summit Rd, ,WATSONVILLE,CA,95076,2,{BBAB559C-C26B-4600-ABD5-3D07E44E9165},408-848-1541,tvkimson@yahoo.com,WBT Tool,,Not Verified, , ,28116.971302800000558,658.417664951999996,37.039816631699999,-121.752654942000007
77,CA4400764,Water Service Area,CA4400764,MOUNT MADONNA CENTER,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,28,A,1/29/2015 0:00:00,P,SANTA CRUZ,165,LPA74 - SANTA CRUZ COUNTY,COMMUNITY,COMMUNITY,445 Summit Rd, ,WATSONVILLE,CA,95076,31,{5B3D94F3-ACEA-4A50-8666-4242448A9FA3},408-639-3165,soma@mountmadonna.org,WBT Tool,,Not Verified, , ,25288.000658199998725,656.911628131000043,37.026586048100000,-121.740279302999994
78,CA1000097,Water Service Area,CA1000097,FCPG/LOST LAKE RECREATION AREA,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,29,A,3/22/1979 0:00:00,L,FRESNO,109,DISTRICT 23 - FRESNO,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,FRIANT RD & LOST LAKE RD, ,FRIANT,CA,93626,20,{A578FBF2-2615-4CDA-81F0-F91A08A4097A},559-600-4308,cbernal@fresnocountyca.gov,WBT Tool,,Not Verified, , ,6637958.150000000372529,13809.241297299999133,36.965332983800003,-119.732250626999999
79,CA4901411,Water Service Area,CA4901411,ROTH WINERY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,30,A,4/10/2014 0:00:00,L,SONOMA,50,DISTRICT 18 - SONOMA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,10309 Chalk Hill Road, ,HEALDSBURG,CA,95448,2,{955B2699-C186-4C3B-889C-23A247A97FF0},707-657-4847,dholbrook@foleyfamilywines.com,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,19932.676596400000562,570.453467605000014,38.570658560799998,-122.777338873999994
80,CA3010068,Water Service Area,CA3010068,EAST ORANGE COUNTY WD - RZ,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,31,A,1/1/1976 0:00:00,L,ORANGE,3247,DISTRICT 08 - SANTA ANA,COMMUNITY,COMMUNITY,185 NORTH MCPHERSON ROAD, ,ORANGE,CA,92869,1206,{34B8618E-3F51-4DA5-909A-5A6ADF8182E2},714-538-5815,dyoungblood@eocwd.com,WBT Tool,,Not Verified, , ,3625544.696399999782443,9266.101411330000701,33.777741234600001,-117.795687666000006
81,CA1100404,Water Service Area,CA1100404,DEL ORO WC - BLACK BUTTE DISTRICT,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,33,A,3/28/1986 0:00:00,P,GLENN,284,DISTRICT 21 - VALLEY,COMMUNITY,COMMUNITY,6264 Huggins Drive, ,ORLAND,CA,95963,85,{21A54503-8AA2-4F3E-A272-6AB93EAE0C28},530-809-3958,corp.ceo@corporatecenter.us,WBT Tool,,Not Verified, , ,90615.809383800005889,1488.984288870000000,39.752907765899998,-122.215225825000005
82,CA3600087,Water Service Area,CA3600087,DEER LODGE WATER SYSTEM,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,34,A,8/8/2016 0:00:00,P,SAN BERNARDINO,745,LPA66 - SAN BERNARDINO COUNTY,COMMUNITY,COMMUNITY,DEER LODGE PARK, ,LAKE ARROWHEAD,CA,92352,193,{C48FC9AF-A151-4D80-94BC-EA22DFF3D617},909-336-7165,moconnell@lakearrowheadcsd.com,WBT Tool,5/28/2020 0:00:00,Verified,C. Cerri,Water System representative,892400.676932999980636,4180.856483569999909,34.277726428800001,-117.210987093000000
83,CA5400602,Water Service Area,CA5400602,EAGLE'S NEST RESORT,SBUCKNAM,10/20/2020 0:00:00,epa\gisservice,2/5/2021 0:00:00,35,A,4/28/2014 0:00:00,P,TULARE,279,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,27798 Highway 190, ,PORTERVILLE,CA,93257,78,{08E9B0FB-BE5A-408E-B984-71C7AD91DC9B},559-784-3948,valarie.bowker1021@email.portervillecollege.edu,WBT Tool,2/4/2021 0:00:00,Verified,JAutry,State Board staff member,27512.208733700001176,753.372447520000037,36.045878231899998,-118.951135613000005
84,CA4500038,Water Service Area,CA4500038,DARRAH SPRINGS FISH HATCHERY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,37,A,1/1/1976 0:00:00,S,SHASTA,20,DISTRICT 02 - LASSEN,NON-PUBLIC,STATE SMALL WATER SYSTEM, ,OFF WILDCAT ROAD NORTH OF BATTLE CREEK,PAYNES CREEK,CA,96075,12,{444FA346-D8B3-442D-991A-2659C80D9005},530-474-3141,darrahsprings@dfg.ca.gov,WBT Tool,9/2/2019 0:00:00,Verified,K. Connaughton,District / LPA staff member,579678.666686999960802,3275.300897470000109,40.431006824299999,-121.996210876999996
85,CA5000071,Water Service Area,CA5000071,TWIN CYPRESS MOBILE HOME PARK,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,38,A,7/21/2016 0:00:00,P,STANISLAUS,112,LPA80 - STANISLAUS COUNTY,COMMUNITY,COMMUNITY,16300 ORANGE BLOSSOM ROAD, ,OAKDALE,CA,95361,45,{9C8B3438-7331-4B83-9213-C89398B6D30C},530-537-3447,kirk.mhp@gmail.com,WBT Tool,,Not Verified, , ,43541.226779700002226,893.812713258000031,37.823129837400003,-120.696240306999997
86,CA5603302,Water Service Area,CA5603302,LLOYD-BUTLER MUTUAL WATER COMPANY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,39,A,7/29/2021 0:00:00,P,VENTURA,45,NON LPA 86 - VENTURA COUNTY,COMMUNITY,STATE SMALL WATER SYSTEM,2317 Los Angeles Avenue, ,OXNARD,CA,93066,2,{D7673942-BA2E-452B-81DD-CC35A06C1901},805-647-7649,jasonvis@yahoo.com,WBT Tool,,Not Verified, , ,21212.181909200000518,670.163175102999958,34.258897206599997,-119.114307033000003
87,CA1910194,Water Service Area,CA1910194,ROWLAND WATER DISTRICT,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,40,A,1/1/1976 0:00:00,L,LOS ANGELES,59283,DISTRICT 22 - ANGELES,COMMUNITY,COMMUNITY,3021 SOUTH FULLERTON ROAD, ,ROWLAND HEIGHTS,CA,91748,13332,{6AD0480C-D770-438E-ABC1-BD917C11513A},562-697-1726,DMOISIO@ROWLANDWATER.COM,WBT Tool,,Pending,D. Moisio,Water System representative,58384670.271399997174740,43479.763454599997203,33.979665677400000,-117.908107892999993
88,CA1500494,Water Service Area,CA1500494,WILSON ROAD WATER COMMUNITY,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,41,A,3/22/1979 0:00:00,P,KERN,66,DISTRICT 12 - VISALIA,COMMUNITY,COMMUNITY,WILSON RD E/O WEEDPATCH HWY, ,BAKERSFIELD,CA,93386,20,{4F744596-780A-4650-9387-D9318AA54B3A},661-301-1500,p1oilman@aol.com,WBT Tool,,Pending, , ,341751.479295000026468,3387.216416499999923,35.333103444800003,-118.902450915000003
89,CA4901384,Water Service Area,CA4901384,DUTTON RANCH CORPORATION,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,42,A,9/28/2010 0:00:00,L,SONOMA,75,DISTRICT 18 - SONOMA,TRANSIENT NON-COMMUNITY,TRANSIENT NON-COMMUNITY,3100 Gravenstein N Highway, ,SEBASTOPOL,CA,95472,2,{614015EB-10EC-4700-BBAA-6CAAFE92EC91},707-823-0448,steve@duttonranch.com,WBT Tool,9/2/2019 0:00:00,Verified,J. Oakley,District / LPA staff member,13478.609600199999477,499.935667181999975,38.437371041500001,-122.858611613999997
90,CA5400744,Water Service Area,CA5400744,EAST THREE RIVERS MUTUAL WATER CORP,SBUCKNAM,10/20/2020 0:00:00,epa\gisservice,2/5/2021 0:00:00,43,A,4/28/2014 0:00:00,P,TULARE,40,DISTRICT 24 - TULARE,COMMUNITY,COMMUNITY,42156 EGGERS DR, ,THREE RIVERS,CA,93271,15,{9297C660-4490-40C1-A798-9AAC5C12FF4C}, ,deangallego4@gmail.com,WBT Tool,2/4/2021 0:00:00,Verified,JAutry,State Board staff member,163598.618118999991566,2028.449785459999930,36.443366579500001,-118.899528996000001
91,CA4400557,Water Service Area,CA4400557,ST FRANCIS TRACT WATER SYSTEM,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,44,A,1/29/2015 0:00:00,P,SANTA CRUZ,118,LPA74 - SANTA CRUZ COUNTY,COMMUNITY,COMMUNITY,10 Delaney Ave, ,WATSONVILLE,CA,95076,29,{0CD3FE99-1B88-421F-BF09-B62FC52B7257},831-684-0477,theresalockepaddon@gmail.com,WBT Tool,,Not Verified, , ,103560.198063999996521,2572.938601639999888,36.954973394200003,-121.730892971000003
92,CA2700541,Water Service Area,CA2700541,DEL MONTE FARMS RD WS #03,SBUCKNAM,10/20/2020 0:00:00,SBUCKNAM,10/20/2020 0:00:00,45,A,8/1/2016 0:00:00,P,MONTEREY,55,LPA57 - MONTEREY COUNTY,COMMUNITY,COMMUNITY, , ,CASTROVILLE,CA,95012,16,{F7AFB452-72AD-4B86-8F04-23EFE228ECD3},831-663-5290,CURTLYKE@AOL.COM,WBT Tool,,Not Verified, , ,85880.345646300003864,1808.636421160000054,36.790987155800003,-121.698588500000000
