ReasonRemoved,SiteUUID,RegulatoryOverlayUUIDs,WaterSourceUUIDs,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID,WaDEUUID,IncompleteField,index
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 232,wadeId191506,,Well,CA,,cnra630431,,100927.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,MW9T,wadeId191678,,Well,CA,,cnra630899,,101117.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,SG37,wadeId191704,,Well,CA,,cnra630965,,101147.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Paul Pablo 5,wadeId191745,,Well,CA,,cnra631157,,101192.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,150MW05,wadeId191856,,Well,CA,,cnra631474,,101315.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,1119MW12AB,wadeId191868,,Well,CA,,cnra631507,,101328.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,MW 3B,wadeId1919,,Well,CA,,cnra8339,,101363.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 295,wadeId192020,,Well,CA,,cnra632028,,101499.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Lilac # 3,wadeId192150,,Well,CA,,"cnra664342,cnra632475",,101643.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 413,wadeId192219,,Well,CA,,cnra632672,,101719.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,313,wadeId192460,,Well,CA,,cnra633396,,101986.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,VP3,wadeId1925,,Well,CA,,"cnra25874,cnra8360,cnra18150,cnra21941,cnra18774,cnra14182",,102028.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,12004A,wadeId192515,,Well,CA,,cnra633702,,102046.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,MW3T,wadeId192770,,Well,CA,,cnra634506,,102329.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 117,wadeId192773,,Well,CA,,cnra634513,,102332.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Sta 170,wadeId192872,,Well,CA,,cnra634948,,102440.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,OW12,wadeId1929,,Well,CA,,cnra8369,,102470.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,SSGDSG2,wadeId192924,,Well,CA,,cnra635064,,102498.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,SVE2S,wadeId192954,,Well,CA,,cnra635123,,102531.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,BMP1,wadeId1930,,Well,CA,,"cnra15487,cnra8371",,102582.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,P113,wadeId193072,,Well,CA,,cnra635612,,102663.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 842,wadeId193096,,Well,CA,,cnra635662,,102688.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 414,wadeId193120,,Well,CA,,cnra635701,,102716.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,62,wadeId193157,,Well,CA,,cnra636024,,102756.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 21,wadeId193210,,Well,CA,,cnra636182,,102816.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,DVE65,wadeId1933,,Well,CA,,cnra8378,,102914.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,CAS17,wadeId1934,,Well,CA,,cnra8379,,103025.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,StEDR15002,wadeId193407,,Well,CA,,cnra636888,,103034.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,VE4,wadeId193461,,Well,CA,,cnra637218,,103094.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,33MW19,wadeId193533,,Well,CA,,cnra637381,,103174.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,3CDVE9,wadeId1938,,Well,CA,,cnra8390,,103467.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 862,wadeId193812,,Well,CA,,cnra638505,,103482.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,1119MW13CD,wadeId193877,,Well,CA,,cnra638676,,103553.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 105B,wadeId193884,,Well,CA,,cnra638707,,103561.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Ralph Goff 2,wadeId193892,,Well,CA,,cnra638795,,103570.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Pilgrim Reservoir,wadeId194050,,Well,CA,,cnra639617,,103747.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Colusa,4326,,,,,,,,,POD,8996,wadeId19423,,Well,CA,,cnra84228,,103946.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 406,wadeId194291,,Well,CA,,cnra640441,,104014.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,DVE 55,wadeId1944,,Well,CA,,cnra8399,,104134.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 1022,wadeId194429,,Well,CA,,cnra641044,,104167.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,SG39,wadeId194451,,Well,CA,,cnra641085,,104192.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,W63611,wadeId194511,,Well,CA,,cnra641512,,104259.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 210,wadeId194765,,Well,CA,,cnra642271,,104540.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 335B,wadeId194781,,Well,CA,,cnra642312,,104558.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,La Chappa 3,wadeId194813,,Well,CA,,cnra642511,,104594.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,150MW04,wadeId194927,,Well,CA,,cnra642900,,104720.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 415,wadeId195021,,Well,CA,,cnra643390,,104826.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,MW3S,wadeId195030,,Well,CA,,cnra643415,,104836.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Jeff Tulledge,wadeId195255,,Well,CA,,cnra644549,,105085.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,StUTCA15001,wadeId195322,,Well,CA,,cnra644692,,105160.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 412,wadeId195327,,Well,CA,,cnra644715,,105165.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,P114,wadeId195434,,Well,CA,,cnra645178,,105284.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP92,wadeId195449,,Well,CA,,cnra645221,,105299.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Sta 177,wadeId195514,,Well,CA,,cnra645660,,105372.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,1119MW14AB,wadeId195575,,Well,CA,,cnra645828,,105438.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,33MW21,wadeId195581,,Well,CA,,cnra645844,,105445.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 582,wadeId195669,,Well,CA,,cnra646345,,105541.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,STA 254,wadeId195694,,Well,CA,,cnra646399,,105569.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,MVTW1,wadeId195697,,Well,CA,,cnra646403,,105572.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,33MW20,wadeId195698,,Well,CA,,cnra646404,,105573.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Contra Costa,4326,,,,,,,,,POD,E SV6,wadeId19584,,Well,CA,,cnra85136,,105731.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 409,wadeId195854,,Well,CA,,cnra647067,,105747.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,SG33,wadeId195974,,Well,CA,,cnra647657,,105880.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,SG34,wadeId195975,,Well,CA,,cnra647658,,105881.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,1119MW13AB,wadeId195988,,Well,CA,,cnra647689,,105895.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,1119MW14CD,wadeId196237,,Well,CA,,cnra648892,,106173.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,JAGW15B,wadeId196276,,Well,CA,,cnra649205,,106216.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,MW8T,wadeId196373,,Well,CA,,cnra649523,,106324.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 235 #1,wadeId196379,,Well,CA,,cnra649538,,106330.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,MW6 through 10,wadeId196387,,Well,CA,,cnra649796,,106339.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Tule 1,wadeId196471,,Well,CA,,cnra650112,,106433.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,"MW1, 2, 3",wadeId196499,,Well,CA,,cnra650419,,106463.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,USDOJ,wadeId196520,,Well,CA,,cnra650498,,106488.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 418A,wadeId196555,,Well,CA,,cnra650612,,106526.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 140,wadeId196565,,Well,CA,,cnra650648,,106537.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,3A,wadeId196603,,Well,CA,,cnra650982,,106580.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Sta 191,wadeId196664,,Well,CA,,cnra651179,,106647.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,SSGDSG4,wadeId196685,,Well,CA,,cnra651226,,106670.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 335,wadeId196692,,Well,CA,,cnra651247,,106678.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 371,wadeId196827,,Well,CA,,cnra651920,,106828.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Sta 126,wadeId196879,,Well,CA,,cnra652308,,106885.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,SG36,wadeId196932,,Well,CA,,cnra652451,,106945.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,Unknown,Digitized,Contra Costa,4326,,,,,,,,,POD,LOT 5,wadeId19699,,Well,CA,,cnra85334,,107008.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Lupe La Chappa 4,wadeId197075,,Well,CA,,cnra653218,,107104.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,33IW13AB,wadeId197141,,Well,CA,,cnra653563,,107178.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,150MW08,wadeId197144,,Well,CA,,cnra653579,,107181.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,225,wadeId197283,,Well,CA,,cnra654269,,107335.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,MW4A,wadeId197391,,Well,CA,,cnra654866,,107455.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Contra Costa,4326,,,,,,,,,POD,PZ4A,wadeId19746,,Well,CA,,cnra85429,,107531.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,SG38,wadeId197504,,Well,CA,,cnra655465,,107581.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Contra Costa,4326,,,,,,,,,POD,M56,wadeId19751,,Well,CA,,cnra85435,,107587.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,150MW06,wadeId197520,,Well,CA,,cnra655506,,107599.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,MW2S,wadeId197521,,Well,CA,,cnra655514,,107600.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,William F Moffett 8,wadeId197548,,Well,CA,,cnra655691,,107629.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 852,wadeId197641,,Well,CA,,cnra656130,,107733.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Contra Costa,4326,,,,,,,,,POD,631,wadeId19767,,Well,CA,,cnra85475,,107764.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 418B,wadeId197757,,Well,CA,,cnra656708,,107861.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Mary An Beatty 6,wadeId197794,,Well,CA,,cnra657008,,107902.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Alameda,4326,,,,,,,,,POD,4S1E 29F5,wadeId1978,,Well,CA,,cnra8496,,107908.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,SG35,wadeId197845,,Well,CA,,cnra657209,,107959.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,284,wadeId197875,,Well,CA,,cnra657323,,107992.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,MW6T,wadeId197880,,Well,CA,,cnra657339,,107998.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Pasty Burch 1,wadeId197894,,Well,CA,,cnra657504,,108013.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Contra Costa,4326,,,,,,,,,POD,GMP2,wadeId19795,,Well,CA,,cnra85537,,108075.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,1119MW12CD,wadeId198095,,Well,CA,,cnra658506,,108237.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 151 2,wadeId198194,,Well,CA,,cnra659078,,108347.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 235 #2,wadeId198242,,Well,CA,,cnra659216,,108401.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Donna Largo 7,wadeId198264,,Well,CA,,cnra659458,,108425.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,Rutherford6,wadeId198279,,Well,CA,,cnra659582,,108441.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 248,wadeId198325,,Well,CA,,cnra659744,,108492.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 761,wadeId198331,,Well,CA,,cnra659765,,108499.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,150MW07,wadeId198335,,Well,CA,,cnra659776,,108503.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 401,wadeId198341,,Well,CA,,cnra659802,,108510.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 192,wadeId198342,,Well,CA,,cnra659803,,108511.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CTYSan Diego,wadeId198377,,Well,CA,,cnra660163,,108549.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Contra Costa,4326,,,,,,,,,POD,T35,wadeId19839,,Well,CA,,cnra85617,,108563.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,SSGDSG3,wadeId198448,,Well,CA,,cnra660393,,108628.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 275,wadeId198540,,Well,CA,,cnra660965,,108731.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,665,wadeId198568,,Well,CA,,cnra661045,,108761.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 371 2,wadeId198658,,Well,CA,,cnra661561,,108861.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,218,wadeId198706,,Well,CA,,cnra661856,,108915.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,SSGDSG1,wadeId198895,,Well,CA,,cnra662847,,109124.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,MW10T,wadeId198984,,Well,CA,,cnra663391,,109223.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 1341,wadeId199080,,Well,CA,,cnra663928,,109331.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CH4,wadeId199121,,Well,CA,,cnra664308,,109377.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Diego,4326,,,,,,,,,POD,CP 67,wadeId199183,,Well,CA,,cnra664494,,109444.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR12,wadeId199273,,Well,CA,,"cnra671131,cnra664996,cnra668287",,109543.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR36B240V,wadeId199354,,Well,CA,,cnra665199,,109632.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,Contra Costa,4326,,,,,,,,,POD,M68,wadeId19936,,Well,CA,,cnra85890,,109638.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,EA3,wadeId199361,,Well,CA,,cnra665223,,109640.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR36MW232A,wadeId199411,,Well,CA,,cnra665386,,109694.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR12B052V,wadeId199474,,Well,CA,,cnra665613,,109763.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR36MW234A,wadeId199480,,Well,CA,,cnra665623,,109770.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,EA5,wadeId199485,,Well,CA,,cnra665629,,109775.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR36B245V,wadeId199508,,Well,CA,,cnra665721,,109801.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR36MW242A,wadeId199516,,Well,CA,,cnra665737,,109810.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR36B236V,wadeId199570,,Well,CA,,cnra665976,,109869.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,MWJ7,wadeId199587,,Well,CA,,cnra666057,,109887.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,PARCEL E,wadeId199617,,Well,CA,,"cnra671225,cnra666177",,109921.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR12MW044A,wadeId199638,,Well,CA,,cnra666282,,109944.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR12B059V,wadeId199646,,Well,CA,,cnra666300,,109953.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,600GW101R,wadeId199676,,Well,CA,,cnra666408,,109986.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR56B052,wadeId199677,,Well,CA,,cnra666411,,109987.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR12 PARCEL E,wadeId199748,,Well,CA,,"cnra666666,cnra670672,cnra672089",,110066.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR36B235V,wadeId199750,,Well,CA,,cnra666671,,110069.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR36MW235A,wadeId199786,,Well,CA,,cnra666797,,110108.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR12B049V,wadeId199789,,Well,CA,,cnra666806,,110111.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR36MW238A,wadeId199875,,Well,CA,,cnra667131,,110204.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR12B64V,wadeId199912,,Well,CA,,cnra667294,,110246.0
Incomplete or bad entry for Latitude,,,CADWRwr_WSwadeId1,,Digitized,San Francisco,4326,,,,,,,,,POD,IR36B238V,wadeId199914,,Well,CA,,cnra667297,,110248.0
