System Name,System ID,Source Name,Source ID,Source Status,Lat NAD83,Lon NAD83,Source Type,Diversion Type,Use Type,Year,Units,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,,,
East Carbon City and Sunnyside City,1015,Well 90-1,10150009,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Junction Town,1016,City Creek Spring #1  (WS001),10160001,Active,38.27423865,-112.3160837,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Junction Town,1016,Town Well (WS002),10160002,Active,38.23757206,-112.2239918,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Kearns Improvement District,1017,Kid Well # 7,10170002,Inactive,40.65325446,-112.0051966,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Kearns Improvement District,1017,Well #3 (WS005),10170003,Active,40.6395183,-112.0893309,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Kearns Improvement District,1017,Well #4 (WS006),10170004,Active,40.62303703,-112.0745869,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Kearns Improvement District,1017,Well #5 (WS007),10170005,Active,40.6214313,-112.0748206,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Kearns Improvement District,1017,Well #6 (WS008),10170006,Active,40.61301494,-112.0833872,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Kearns Improvement District,1017,Well #1 (WS003),10170007,Active,40.64013063,-112.0945567,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Kearns Improvement District,1017,Well #2 (WS004),10170008,Active,40.63982288,-112.0899342,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Kearns Improvement District,1017,Well #8 5350 W 5400 S (WS009),10170009,Active,40.65462044,-112.0184527,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Kearns Improvement District,1017,Well #9 4550 S 6000 W (WS010),10170010,Active,40.67043514,-112.0348896,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Kearns Improvement District,1017,Monroc Well #10 (WS011),10170011,Active,40.64138511,-112.0156935,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Kearns Improvement District,1017,Well #11 (WS012),10170012,Active,40.62422559,-112.0242038,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Kearns Improvement District,1017,Well #12 (WS013),10170013,Active,40.67068471,-112.0424591,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Kearns Improvement District,1017,Well,108541446,Inactive,40.66927108,-111.9864506,Well,Delivery,Water Supplier,,,,,,,,,,,,,,,,,,
Kearns Improvement District,1017,Well,108541447,Inactive,40.67088867,-111.9835173,Well,Delivery,Water Supplier,,,,,,,,,,,,,,,,,,
Kearns Improvement District,1017,"Well (16 inch, 700-1300` deep)",108542780,Inactive,40.63833024,-112.0412485,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Kearns Improvement District,1017,Hercules Tank Well (WS014),108543138,Active,40.65198139,-112.0427508,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Weber Basin WCD Plant #2,10180001,Inactive,,,Drain,Transfer In,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Pine View Reservoir (WS001),10180002,Active,41.25432213,-111.8422569,Reservoir,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Pine View Reservoir (WS001),10180002,Active,41.25432213,-111.8422569,Reservoir,Withdrawal,Water Supplier,2013,kgallons,0,0,0,86001.96754,127101.6082,178094.0983,229790.4274,223801.2782,148001.7189,28498.96594,0,0,1021290.064,,,
Ogden City Division of Water Utilities,1018,Weber Basin - Pine View,10180003,Inactive,,,Reservoir,Transfer In,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,North Airport Well,10180005,Inactive,41.1925999,-112.0064018,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Cold Water Creek,10180006,Active,41.24113871,-111.8917923,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Cold Water Creek,10180006,Active,41.24113871,-111.8917923,Stream,Withdrawal,Water Supplier,2013,kgallons,0,0,0,3704.930743,1955.108571,361.6950857,2121.2928,2522.090057,87.97988571,0,0,0,10753.09714,,,
Ogden City Division of Water Utilities,1018,Warm Water Creek,10180007,Active,41.23791524,-111.9086725,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Wheeler Creek (WS002),10180008,Active,0,0,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Ogden Bench Canal,10180009,Active,41.25286713,-111.8422382,Reservoir,Withdrawal,Water Supplier,2019,kgallons,0,0,0,0,3405.147429,102154.4229,97934.64686,96468.31543,77797.02857,0,0,0,377759.5611,,,
Ogden City Division of Water Utilities,1018,Ogden Bench Canal,10180009,Active,41.25286713,-111.8422382,Reservoir,Withdrawal,Water Supplier,2018,kgallons,0,0,0,0,0,93048.3,96149.91,96149.91,93048.3,0,0,0,378396.42,,,
Ogden City Division of Water Utilities,1018,Airport Well (WS017),10180010,Active,41.18978289,-112.0092336,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,"Well (6"")",10180011,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,"Well (12"")",10180013,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,"Well (12"")",10180014,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,23rd Street Well,10180015,Inactive,41.22480545,-111.9509135,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,S. Fork Skull Creek Res.,10180016,Inactive,,,Reservoir,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Ogden Canyon Springs,10180017,Inactive,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Well (10`),108540141,Inactive,41.19136703,-112.0082984,Well,Withdrawal,Domestic,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Burch Creek,108541125,Inactive,41.17369355,-111.9219471,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Burch Creek,108541126,Inactive,41.17256716,-111.9240896,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Waterfall Canyon Creek,108541127,Inactive,41.19782839,-111.928668,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Burch Creek,108541128,Inactive,41.1704349,-111.9280565,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Well,108541129,Inactive,41.17588427,-111.9638936,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Taylor Canyon Well (WS012),108542403,Active,41.21492021,-111.9282666,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Mt. Ogden Well Site,108542716,Inactive,41.20319188,-111.9359563,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Old Post Well Site,108542717,Inactive,41.17743218,-111.942822,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Bues Creek,108543645,Inactive,41.17895709,-111.93857,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Ogden City Division of Water Utilities,1018,Bues Creek,108543646,Inactive,41.18414255,-111.932076,Stream,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Woodland Mutual Water Company,1019,Woodland Spring (WS001),10190001,Active,40.56936575,-111.2123078,Spring,Withdrawal,Water Supplier,2019,kgallons,0,0,0,0,1589.4375,1589.4375,1589.4375,1589.4375,1589.4375,1589.4375,0,0,9536.625,,,
Woodland Mutual Water Company,1019,Woodland Well 1 (WS002),10190002,Active,40.58207602,-111.2184994,Well,Withdrawal,Water Supplier,2019,kgallons,2951.8125,2951.8125,2951.8125,2951.8125,0,0,0,0,0,0,2951.8125,2951.8125,17710.875,,,
Manderfield Municipal Water System,1020,Manderfield Well (WS001),10200001,Active,38.36410605,-112.6390211,Well,Withdrawal,Water Supplier,2019,kgallons,977.5542857,977.5542857,977.5542857,977.5542857,977.5542857,977.5542857,1303.405714,977.5542857,977.5542857,977.5542857,977.5542857,977.5542857,12056.50286,,,
Johnson Water District,1021,"Well no.1 (8"")",10210001,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Johnson Water District,1021,"Well no.2 (8"")",10210002,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Johnson Water District,1021,Well No. 3 (Industrial Use),10210003,Active,40.27927772,-110.1457282,Well,Withdrawal,Industrial,,,,,,,,,,,,,,,,,,
Johnson Water District,1021,"Well no.4 (12"")",10210004,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Johnson Water District,1021,"Well no.5 (12"")",10210005,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Johnson Water District,1021,"Well no.6 (8"")",10210006,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Johnson Water District,1021,Bought from Duchesne City,10210008,Inactive,,,Reservoir,Transfer In,Water Supplier,,,,,,,,,,,,,,,,,,
Greenwich Water Company,1022,Parker South Spring (WS002),10220001,Active,38.41368106,-111.8789053,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Greenwich Water Company,1022,Parker North Spring (WS001),108544346,Active,38.42088134,-111.8745913,Spring,Withdrawal,Domestic,,,,,,,,,,,,,,,,,,
Nibley City,1023,4000 South Main Well (WS004),10230001,Active,41.65990383,-111.8332425,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Nibley City,1023,Yeates Springs,10230002,Inactive,41.6445119,-111.822063,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Nibley City,1023,Nelson Well (WS006),108540642,Active,41.66533959,-111.8395017,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Nibley City,1023,640 West Well (WS007),108544222,Active,41.66532777,-111.8488918,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Leamington Town Water,1024,Town Well (WS001),10240001,Active,39.52974717,-112.2830618,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Leamington Town Water,1024,Town Well (WS001),10240001,Active,39.52974717,-112.2830618,Well,Withdrawal,Water Supplier,1998,kgallons,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Leamington Town Water,1024,Town Well (WS001),10240001,Active,39.52974717,-112.2830618,Well,Withdrawal,Water Supplier,1997,kgallons,0,0,0,0,0,0,504.0335067,1728.120466,576.0401554,0,0,0,2808.194128,,,
Leamington Town Water,1024,Town Well (WS001),10240001,Active,39.52974717,-112.2830618,Well,Withdrawal,Water Supplier,1996,kgallons,0,0,0,0,0,0,504.0335067,1728.120466,576.0401554,0,0,0,2808.194128,,,
Leamington Town Water,1024,Fool Creek Canyon Springs Group (SS026),10240002,Active,39.42934976,-112.2362981,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Leamington Town Water,1024,Fool Creek Canyon Springs Group (SS026),10240002,Active,39.42934976,-112.2362981,Spring,Withdrawal,Water Supplier,1998,kgallons,3000.2086,3000.2086,4300.300405,4500.31127,4500.31127,4250.295245,4000.279219,4000.279219,4000.279219,3500.243909,3500.243909,3000.2086,45553.16947,,,
Leamington Town Water,1024,Fool Creek Canyon Springs Group (SS026),10240002,Active,39.42934976,-112.2362981,Spring,Withdrawal,Water Supplier,1997,kgallons,3000.2086,3000.2086,4300.300405,4500.31127,4500.31127,4250.295245,4000.279219,3500.243909,3500.243909,3000.2086,3000.2086,3000.2086,43553.02823,,,
Leamington Town Water,1024,Fool Creek Canyon Springs Group (SS026),10240002,Active,39.42934976,-112.2362981,Spring,Withdrawal,Water Supplier,1996,kgallons,3000.2086,3000.2086,4300.300405,4500.31127,4500.31127,4250.295245,4000.279219,3500.243909,3500.243909,3000.2086,3000.2086,3000.2086,43553.02823,,,
Orderville Town Water System,1025,Well (8`),10250003,Inactive,37.28056177,-112.6282545,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Orderville Town Water System,1025,North  Spring (WS001),10250004,Active,,,Spring,Withdrawal,Water Supplier,2019,kgallons,3066,3066,3066,3066,3066,3066,3066,3066,3066,3066,3066,3060,36786,,,
Orderville Town Water System,1025,Red Hollow Well 2 (WS005),10250005,Active,37.27141375,-112.6260477,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Orderville Town Water System,1025,Red Hollow Well 1 (WS003),108541622,Active,37.27167606,-112.6269505,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Clawson Water System - Castle Valley S.S.D. (Culinary),1026,Clawson,10260001,Active,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Farmington Culinary Water System,1027,C-5 Well (WS005),10270001,Active,40.96937466,-111.8741429,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Farmington Culinary Water System,1027,Well,10270002,Inactive,,,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Farmington Culinary Water System,1027,550 N 100 W (WS002),10270003,Active,40.98943521,-111.8901283,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Farmington Culinary Water System,1027,Woodland Park Well (WS007),10270004,Active,40.97592529,-111.8844525,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Farmington Culinary Water System,1027,Rudd Creek Spring,10270005,Inactive,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Farmington Culinary Water System,1027,Well No. 3 (14`),10270008,Inactive,40.96528696,-111.8836493,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Farmington Culinary Water System,1027,Community Center Well (WS008),108543072,Active,40.97893053,-111.8877957,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Farmington Culinary Water System,1027,"Existing Well (11 inch, 305` deep)",108543135,Inactive,40.96933922,-111.8741099,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
La Verkin City (Culinary),1028,Ash Creek Spring,10280001,Inactive,37.23190464,-113.2857292,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
La Verkin City (Culinary),1028,Upper Ash Creek Springs,10280002,Inactive,37.23429656,-113.2826203,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
La Verkin City (Culinary),1028,Toquerville Springs,10280003,Inactive,37.26466647,-113.2809525,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
La Verkin City (Culinary),1028,Riverwood Master Meter,108543989,Active,37.2188049,-113.2754913,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Covered Bridge Canyon,1029,Birch Bottom Spring,10290001,Inactive,,,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Covered Bridge Canyon,1029,Well No. 1 (WS002),10290002,Active,40.02362309,-111.570109,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Covered Bridge Canyon,1029,Well No. 1 (WS002),10290002,Active,40.02362309,-111.570109,Well,Withdrawal,Water Supplier,2002,kgallons,,,,,,,,,,,,,20769.44232,,,
Covered Bridge Canyon,1029,Well No. 1 (WS002),10290002,Active,40.02362309,-111.570109,Well,Withdrawal,Water Supplier,2001,kgallons,,,,,,,,,,,,,21298.17904,,,
Covered Bridge Canyon,1029,Well No. 1 (WS002),10290002,Active,40.02362309,-111.570109,Well,Withdrawal,Water Supplier,1998,kgallons,0,0,0,0,0,0,0,0,0,0,0,0,13429.93404,,,
Bell Canyon Irrigation Company,1030,Bell Canyon Irrigation,10300004,Active,,,Stream,Withdrawal,Irrigation,,,,,,,,,,,,,,,,,,
City of Enterprise (Culinary),1031,Spring Creek Well (WS003),10310001,Active,37.57004412,-113.7280931,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
City of Enterprise (Culinary),1031,200 West  Well (WS004),10310002,Active,37.57088495,-113.7255807,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
City of Enterprise (Culinary),1031,Bullrush Springs  (WS002),10310003,Active,37.5115145,-113.71422,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
City of Enterprise (Culinary),1031,Pendleton Spring (WS001),10310004,Active,37.53765453,-113.7365203,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
City of Enterprise (Culinary),1031,Well No 2,108540100,Inactive,,,Drain,Delivery,Agricultural,,,,,,,,,,,,,,,,,,
Fruit Heights Culinary Water System (Culinary),1032,Little Canyon Springs,10320001,Inactive,41.02567593,-111.8894037,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Fruit Heights Culinary Water System (Culinary),1032,Well 1,10320002,Active,41.02855054,-111.900107,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Fruit Heights Culinary Water System (Culinary),1032,Baer Canyon Springs,10320003,Inactive,41.03456385,-111.8837133,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Fruit Heights Culinary Water System (Culinary),1032,Well 2,10320005,Inactive,41.02904014,-111.9091913,Well,Withdrawal,Irrigation,,,,,,,,,,,,,,,,,,
Fruit Heights Culinary Water System (Culinary),1032,Switchback Springs,108541719,Inactive,41.02571977,-111.878856,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Pleasant View City Culinary Water,1033,6th W Well (16`),10330001,Inactive,41.31452233,-111.9921649,Well,Withdrawal,Irrigation,,,,,,,,,,,,,,,,,,
Pleasant View City Culinary Water,1033,Macs Well (North) (WS004),10330002,Active,41.34719635,-111.9905012,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Pleasant View City Culinary Water,1033,Alder Creek Spring (WS002),10330003,Active,41.34156358,-111.9746865,Spring,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Pleasant View City Culinary Water,1033,Alder Creek Spring (WS002),10330003,Active,41.34156358,-111.9746865,Spring,Withdrawal,Water Supplier,1998,kgallons,2000.13798,2500.17329,3000.2086,3500.243909,3500.243909,3000.2086,3000.2086,3000.2086,2500.17329,2000.13798,2000.13798,2000.13798,32002.22072,,,
Pleasant View City Culinary Water,1033,Alder Creek Spring (WS002),10330003,Active,41.34156358,-111.9746865,Spring,Withdrawal,Water Supplier,1997,kgallons,2000.13798,2500.17329,3000.2086,3500.243909,3500.243909,3000.2086,3000.2086,3000.2086,3000.2086,2000.13798,2500.17329,2500.17329,33502.32665,,,
Pleasant View City Culinary Water,1033,Alder Creek Spring (WS002),10330003,Active,41.34156358,-111.9746865,Spring,Withdrawal,Water Supplier,1996,kgallons,2000.13798,2500.17329,3000.2086,3500.243909,3500.243909,3000.2086,3000.2086,3000.2086,3000.2086,2000.13798,2500.17329,2500.17329,33502.32991,,,
Pleasant View City Culinary Water,1033,Alder Creek # 2 Well (WS005),10330004,Active,41.34100538,-111.9777018,Well,Withdrawal,Water Supplier,,,,,,,,,,,,,,,,,,
Pleasant View City Culinary Water,1033,Little Missouri Spring (WS001),10330006,Active,41.33343532,-111.9965569,Spring,Withdrawal,Water Supplier,2019,kgallons,4410.3,4296.7,7697.7,3794.5,11154.4,3702.9,10631,6804.9,6651.4,7084.7,6400,6200,78828.5,,,
Pleasant View City Culinary Water,1033,Little Missouri Spring (WS001),10330006,Active,41.33343532,-111.9965569,Spring,Withdrawal,Water Supplier,2018,kgallons,3241.2,3241.2,3241.2,3241.2,3241.2,3241.2,3241.2,3241.2,3241.2,3241.2,3241.2,3241.2,38894.4,,,
Pleasant View City Culinary Water,1033,Little Missouri Spring (WS001),10330006,Active,41.33343532,-111.9965569,Spring,Withdrawal,Water Supplier,2017,kgallons,0,0,0,0,0,0,3576.96,3705.12,3196.8,3303.36,3196.8,3303.36,20282.4,,,
Pleasant View City Culinary Water,1033,Little Missouri Spring (WS001),10330006,Active,41.33343532,-111.9965569,Spring,Withdrawal,Water Supplier,2006,kgallons,892.8,806.4,892.8,864,892.8,864,892.8,892.8,864,892.8,864,892.8,10512,,,
Pleasant View City Culinary Water,1033,Little Missouri Spring (WS001),10330006,Active,41.33343532,-111.9965569,Spring,Withdrawal,Water Supplier,2005,kgallons,1314.091256,1314.091256,1314.091256,1314.091256,1314.091256,1314.091256,1314.091256,1314.091256,1314.091256,1314.091256,1314.091256,1314.091256,15769.09508,,,
Pleasant View City Culinary Water,1033,Little Missouri Spring (WS001),10330006,Active,41.33343532,-111.9965569,Spring,Withdrawal,Water Supplier,2004,kgallons,,,,,,,,,,,,,15769.09508,,,
