WRNUM,RESERVOIR_IDNUM,RESERVOIR_NAME,RESERVOIR_CAPACITY,DAM_HEIGHT,ACRES_INUNDATED,RES_BEG_DATE,RES_END_DATE,DAM_NUMBER,recordId
71-1429,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13504
71-1429,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13505
71-1429,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13506
71-1429,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13507
71-1429,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13508
71-1429,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13509
71-1438,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13518
71-1438,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13519
71-1438,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13520
71-1438,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13521
71-1438,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13522
71-1438,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13523
71-1438,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13524
71-1438,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13525
71-1580,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13560
71-1580,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13561
71-1580,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13562
71-1580,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13563
71-1580,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13564
71-1580,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13565
71-1582,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13574
71-1582,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13575
71-1582,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13576
71-1582,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13577
71-1582,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13578
71-1582,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13579
71-1582,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13580
71-1582,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13581
71-1589,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13590
71-1589,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13591
71-1589,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13592
71-1589,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13593
71-1589,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13594
71-1589,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13595
71-1589,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13596
71-1589,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13597
71-1591,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13607
71-1591,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13608
71-1591,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13609
71-1591,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13610
71-1591,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13611
71-1591,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13612
71-1591,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13613
71-1605,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13622
71-1605,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13623
71-1605,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13624
71-1605,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13625
71-1605,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13626
71-1605,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13627
71-1605,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13628
71-1605,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13629
71-1618,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13638
71-1618,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13639
71-1618,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13640
71-1618,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13641
71-1618,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13642
71-1618,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13643
71-1618,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13644
71-1618,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13645
71-1620,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13646
71-1620,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13647
71-1620,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13648
71-1620,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13649
71-1620,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13650
71-1620,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13651
71-1620,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13652
71-1620,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13653
71-2301,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13654
71-2301,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13655
71-2301,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13656
71-2301,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13657
71-1406,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13454
71-1406,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13455
71-1406,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13456
71-1406,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13457
71-1406,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13458
71-1406,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13459
71-1406,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13460
71-1406,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13461
71-1576,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13542
71-1576,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13543
71-1576,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13544
71-1576,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13545
71-1576,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13546
71-1576,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13547
71-1576,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13548
71-1576,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13549
71-1579,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13550
71-1579,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13551
71-1579,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13552
71-1579,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13553
71-1579,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13554
71-1579,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13555
71-1579,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13556
71-1579,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13557
71-2301,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13658
71-2301,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13659
71-2301,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13660
71-2301,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13661
71-2316,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13662
71-2316,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13663
71-2316,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13664
71-2316,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13665
71-2316,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13666
71-2316,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13667
71-2316,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13668
71-2316,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13669
71-2377,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13686
71-2377,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13687
71-2377,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13688
71-2377,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13689
71-2377,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13690
71-2377,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13691
71-2377,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13692
71-2377,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13693
71-2379,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13702
71-2379,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13703
71-2379,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13704
71-2379,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13705
71-2379,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13706
71-2379,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13707
71-2379,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13708
71-2379,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13709
71-2390,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13710
71-2390,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13711
71-2390,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13712
71-2390,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13713
71-2390,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13714
71-2390,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13715
71-2390,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13716
71-2390,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13717
71-2856,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13726
71-2856,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13727
71-2856,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13728
71-2856,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13729
71-2856,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13730
71-2856,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13731
71-2856,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13732
71-2856,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13733
71-3020,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13750
71-3020,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13751
71-3020,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13752
71-3020,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13753
71-3020,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13754
71-3020,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13755
71-3020,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13756
71-3020,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13757
71-3021,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13758
71-3021,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13759
71-3021,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13760
71-3021,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13761
71-3021,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13762
71-3021,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13763
71-3021,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13764
71-3021,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13765
71-3023,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13774
71-3023,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13775
71-3023,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13776
71-3023,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13777
71-1599,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13614
71-1599,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13615
71-1599,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13616
71-1599,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13617
71-1599,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13618
71-1599,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13619
71-1599,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13620
71-1599,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13621
71-2363,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13670
71-2363,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13671
71-2363,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13672
71-2363,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13673
71-2363,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13674
71-2363,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13675
71-2363,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13676
71-2363,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13677
71-2376,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13678
71-2376,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13679
71-2376,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13680
71-2376,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13681
71-2376,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13682
71-2376,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13683
71-2376,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13684
71-2376,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13685
71-2378,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13694
71-2378,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13695
71-2378,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13696
71-2378,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13697
71-2378,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13698
71-2378,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13699
71-2378,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13700
71-2378,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13701
71-2852,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13718
71-2852,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13719
71-2852,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13720
71-2852,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13721
71-2852,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13722
71-2852,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13723
71-2852,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13724
71-2852,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13725
71-3022,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13766
71-3022,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13767
71-3022,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13768
71-3022,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13769
71-3022,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13770
71-3022,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13771
71-3022,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13772
71-3022,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13773
71-3028,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13790
71-3028,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13791
71-3028,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13792
71-3028,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13793
71-3028,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13794
71-3028,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13795
71-3028,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13796
71-3028,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13797
71-3031,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13814
71-3031,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13815
71-3031,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13816
71-3031,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13817
71-3031,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13818
71-3031,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13819
71-3031,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13820
71-3031,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13821
55-12692,1,Fish Pond,2,0,0.22,101,1231,        ,13831
55-12479,3,Unnamed Pond #3,4.7,0,0.137,101,1231,        ,13832
61-195,6,Horse Pasture Reservoir,0.18,4,0.05,501,1031,        ,13834
61-195,7,Long Valley Creek Reservoir,3.31,10,0.33,501,1031,        ,13835
61-195,10,Lower Right Fork Long Valley,0.33,4,0.08,501,1031,        ,13836
61-195,9,Lower Right Fork Long Valley Pond,0.28,0,0.07,501,1031,        ,13837
61-195,12,Lundale Spring Pond,0.08,4,0.02,501,1031,        ,13838
61-195,11,Middle Long Creek Reservoir,0.33,0,0.08,501,1031,        ,13839
61-195,15,Middle Midway Creek Pond,0.15,0,0.04,501,1031,        ,13840
61-195,16,Mitchell Spring Reservoir,0.45,4,0.11,501,1031,        ,13841
61-195,13,South Long Valley Reservoir,0.59,4,0.15,501,1031,        ,13842
61-195,8,South Midway Valley Spring,0.42,4,0.11,501,1031,        ,13843
61-195,17,Tall Forb Reservoir,0.59,0,0.15,501,1031,        ,13844
61-195,14,Upper Midway Creek Pond,0.5,0,0.13,501,1031,        ,13845
61-195,18,Upper Right Fork Long Valley,1.66,0,0.42,501,1031,        ,13846
81-5197,1,Unnamed,0.9,6,0,101,1231,        ,13849
35-829,7,Lost Creek Reservoir,22510,248,365,101,1231,        ,13851
00-4209,5,1,0,0,0,,,,13857
91-135,9,Scofield Reservoir,73600,125,2815,101,1231,        ,13875
31-4989,1,Ski Lake,90,0,25,101,1231,        ,13876
92-675,2,Unnamed Pond #1,1.343,10,0.2686,101,1231,        ,13886
May-87,1,Unnamed Reservoir #1,0.55,8,0.11,101,1231,        ,13865
May-87,2,Unnamed Reservoir #2,1.32,7,0.22,101,1231,        ,13866
92-675,3,Unnamed Pond #2,0.4215,10,0.1405,101,1231,        ,13887
71-1614,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13631
71-1614,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13632
71-1614,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13633
71-1614,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13634
71-1614,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13635
71-1614,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13636
71-1614,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13637
71-3019,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13742
71-3019,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13743
71-3019,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13744
71-3019,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13745
71-3019,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13746
71-3019,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13747
71-3019,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13748
71-3019,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13749
71-3035,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13798
71-3035,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13799
71-3035,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13800
71-3035,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13801
71-3035,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13802
71-3035,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13803
71-3035,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13804
71-3035,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13805
71-3050,10,Cove Hollow Reservoir,0.36,8,0.045,101,1231,        ,13822
71-3050,9,Knell Reservoir,3,0,1.8365,101,1231,        ,13823
71-3050,8,Little Grassy Pond,1.03,0,0.17,101,1231,        ,13824
71-3050,7,Lower Kane Creek Watering Pond,0.33,0,0.08,101,1231,        ,13825
71-3050,6,Page Ranch Reseeding Pond,0.27,6,0.05,101,1231,        ,13826
71-3050,3,Telephone Line Reservoir,1.93,10,0.193,101,1231,        ,13827
71-3050,4,Trail Spring Pond 1,0.54,0,0.18,101,1231,        ,13828
71-3050,5,Trail Spring Pond 2,0.689,0,0.12,101,1231,        ,13829
81-5193,1,Unnamed,0.9,6,0,101,1231,        ,13847
Sep-12,4,Palmer Pond,0.33,5,0.11,101,1231,        ,13858
15-2869,1,Ski Lake Pond,139.4,6,27.88,101,1231,        ,13877
43-13025,2,Cuggle Spring Reservoir,0.4,10,0.04,101,1231,        ,13870
43-13026,2,Yerms Reservoir,0.62,10,0.04,101,1231,        ,13871
43-13026,4,Bruce Reservoir,0.24,8,0.01,101,1231,        ,13872
43-13026,5,Warren Reservoir,0.25,8,0.01,101,1231,        ,13873
43-13026,3,Rose Reservoir,0.62,10,0.04,101,1231,        ,13874
00-4253,3,Iron Springs Reservoir,1435,18,204,101,1231,UT00047,13879
Sep-47,4,Kevin`s Pond,2.6,20,0.13,101,1231,        ,13885
51-8454,1,Berryport Reservoir,33.2,15,2.2,101,1231,        ,13888
51-361,2,Water Hollow Reservoir,3,0,0.1,101,1231,        ,13894
51-546,14,Doug Ford Reservoir,16.35,28,2.43,101,1231,        ,13895
51-547,5,Doug Ford Reservoir,16.35,28,2.43,101,1231,        ,13896
51-598,15,Doug Ford Reservoir,16.35,28,2.43,101,1231,        ,13898
51-938,1,Unnamed Reservoir,0.1,0,0,101,1231,        ,13899
35-827,2,Pineview Reservoir,110150,137,2874,101,1231,        ,13907
00-4253,6,test,10,5,200,101,306,UT21622,13938
55-1287,1,Unnamed,15,0,3,101,1231,        ,13914
55-6765,1,Unnamed,15,0,3,101,1231,        ,13917
55-6886,1,Unnamed,15,0,3,101,1231,        ,13918
55-6314,1,Unnamed,15,0,3,101,1231,        ,13923
55-6759,1,Unnamed,15,0,3,101,1231,        ,13928
55-1317,1,Unnamed,15,0,3,101,1231,        ,13931
May-35,1,Musclow Pond,0.06,0,0.01,101,1231,        ,13939
43-3695,1,Unnamed Reservoir,15,0,0,1101,401,        ,13941
00-4457,1,Unnamed Pond,0.1377,5,0.0275,101,1231,,13951
81-5248,1,500 Gallon storage tank,0,0,0,101,1231,,13955
57-10729,1,Mountain Dell,3038,160,86,101,1231,,13958
09-1838,6,Lloyds Lake,3500,133,95,101,1231,        ,13968
55-11550,3,Jordanelle,314000,299,3300,101,1231,        ,13972
Sep-68,1,Y-Me 1,2.07,10,0.69,101,1231,        ,13966
Sep-68,2,Y-Me 2,0.36,8,0.12,101,1231,        ,13967
41-2942,5,Water Tank,0.9207,0,0,101,1231,,13982
55-11114,1,Jordanelle Reservoir,314006,299,3300,101,1231,        ,13991
55-11116,1,Jordanelle Reservoir,314006,299,3300,101,1231,        ,13992
55-8159,23,Witt Lake,1226,44,52,101,1231,UT00330,14003
Sep-77,1,Highway Pasture Pond #1,1.45,5,0.29,101,1231,        ,13994
55-8160,23,Deer Valley,138,26,12,101,1231,UT00088,14004
